Image type,Feature Class,Feature Name,Segmentation_segment_IPH,Segmentation_segment_IPH_lipid,Segmentation_segment_Calcium,Segmentation_segment_Fibrous
diagnostics,Mask-original,Size,"(512, 512, 164)","(512, 512, 164)",,"(512, 512, 164)"
diagnostics,Mask-original,BoundingBox,"(313, 240, 65, 36, 32, 20)","(311, 238, 65, 41, 36, 21)",,"(307, 237, 65, 50, 39, 21)"
diagnostics,Mask-original,VoxelNum,430,902,,2966
diagnostics,Mask-original,VolumeNum,30,52,,10
diagnostics,Mask-original,CenterOfMassIndex,"(332.21860465116276, 250.5767441860465, 75.08604651162791)","(328.58758314855874, 252.7239467849224, 74.79379157427938)",,"(328.44571813890764, 257.10080917060014, 75.44672960215779)"
diagnostics,Mask-original,CenterOfMass,"(39.313832558139524, -2.7035906976744, -595.3279069767442)","(37.47290465631926, -1.614958980044321, -595.9124168514412)",,"(37.40097909642617, 0.6041102494942834, -594.6065407956844)"
diagnostics,Image-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)",,"(1.0, 1.0, 1.0)"
diagnostics,Image-interpolated,Size,"(30, 28, 51)","(33, 30, 53)",,"(37, 32, 53)"
diagnostics,Image-interpolated,Mean,81.76470588,89.19565466,,96.8094244
diagnostics,Image-interpolated,Minimum,-1001,-1001,,-1001
diagnostics,Image-interpolated,Maximum,1712,1712,,1815
diagnostics,Mask-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)",,"(1.0, 1.0, 1.0)"
diagnostics,Mask-interpolated,Size,"(30, 28, 51)","(33, 30, 53)",,"(37, 32, 53)"
diagnostics,Mask-interpolated,BoundingBox,"(6, 6, 6, 18, 15, 40)","(6, 6, 6, 20, 18, 42)",,"(6, 6, 6, 24, 20, 42)"
diagnostics,Mask-interpolated,VoxelNum,208,448,,1448
diagnostics,Mask-interpolated,VolumeNum,21,32,,6
diagnostics,Mask-interpolated,CenterOfMassIndex,"(15.615384615384615, 11.028846153846153, 27.673076923076923)","(14.0625, 12.691964285714286, 26.098214285714285)",,"(16.35082872928177, 16.238950276243095, 27.124309392265193)"
diagnostics,Mask-interpolated,CenterOfMass,"(39.74088461538463, -2.47065384615383, -594.3269230769231)","(37.18799999999999, -1.807535714285697, -595.9017857142857)",,"(37.47632872928176, 0.7394502762431259, -594.8756906077348)"
diagnostics,Mask-interpolated,Mean,0.706730769,45.625,,91.375
diagnostics,Mask-interpolated,Minimum,-95,-5,,13
diagnostics,Mask-interpolated,Maximum,79,100,,183
original,shape,Elongation,0.350688501,0.42273061,,0.525314005
original,shape,Flatness,0.228983051,0.316478174,,0.328436769
original,shape,LeastAxisLength,9.644756945,13.242749,,14.4172466
original,shape,MajorAxisLength,42.11995995,41.84411467,,43.8965669
original,shape,Maximum2DDiameterColumn,37.65634077,43.17406629,,43.96589587
original,shape,Maximum2DDiameterRow,38.63935817,42.42640687,,44.27188724
original,shape,Maximum2DDiameterSlice,18.38477631,21.40093456,,24.18677324
original,shape,Maximum3DDiameter,40.42276586,43.46262762,,46.04345773
original,shape,MeshVolume,112.125,242.9583333,,1109.875
original,shape,MinorAxisLength,14.77098562,17.68878812,,23.05948135
original,shape,Sphericity,0.226862752,0.177212218,,0.164546584
original,shape,SurfaceArea,495.666117,1062.539285,,3150.488982
original,shape,SurfaceVolumeRatio,4.420656562,4.373339539,,2.838598024
original,shape,VoxelVolume,208,448,,1448
original,firstorder,10Percentile,-37.3,23,,62
original,firstorder,90Percentile,34.3,66,,130
original,firstorder,Energy,184297,1069366,,13129231
original,firstorder,Entropy,2.303297984,1.687393367,,2.141808472
original,firstorder,InterquartileRange,39.25,21,,36
original,firstorder,Kurtosis,3.413908337,3.416252234,,3.227864233
original,firstorder,Maximum,79,100,,183
original,firstorder,MeanAbsoluteDeviation,23.59749445,13.484375,,21.53383978
original,firstorder,Mean,0.706730769,45.625,,91.375
original,firstorder,Median,4,47,,87
original,firstorder,Minimum,-95,-5,,13
original,firstorder,Range,174,105,,170
original,firstorder,RobustMeanAbsoluteDeviation,16.28262447,9.179839391,,15.24108606
original,firstorder,RootMeanSquared,29.76647895,48.85670556,,95.22157571
original,firstorder,Skewness,-0.460394297,-0.070982096,,0.680478607
original,firstorder,TotalEnergy,184297,1069366,,13129231
original,firstorder,Uniformity,0.240754438,0.358498087,,0.263470666
original,firstorder,Variance,885.5438009,305.3370536,,717.7578557
original,glcm,Autocorrelation,17.57202981,10.9026643,,17.0126985
original,glcm,ClusterProminence,46.62820773,4.589670521,,22.39381821
original,glcm,ClusterShade,-4.206273227,-0.173514786,,2.409373209
original,glcm,ClusterTendency,3.730521539,1.121871214,,2.602713156
original,glcm,Contrast,3.195626054,0.935028169,,1.972433941
original,glcm,Correlation,0.103660088,0.080628059,,0.138503587
original,glcm,DifferenceAverage,1.355957375,0.680149381,,1.023492428
original,glcm,DifferenceEntropy,1.922643497,1.356252779,,1.825914984
original,glcm,DifferenceVariance,1.23409675,0.452716553,,0.905208248
original,glcm,Id,0.544328104,0.697295722,,0.614092143
original,glcm,Idm,0.492598175,0.685212082,,0.57952005
original,glcm,Idmn,0.956507683,0.976171069,,0.972061466
original,glcm,Idn,0.867436456,0.907137122,,0.895960319
original,glcm,Imc1,-0.220858539,-0.099463511,,-0.041620686
original,glcm,Imc2,0.786632185,0.492052819,,0.373442022
original,glcm,InverseVariance,0.449123074,0.503971139,,0.473039401
original,glcm,JointAverage,4.171899804,3.294379996,,4.105358732
original,glcm,JointEnergy,0.077268858,0.168719372,,0.083181136
original,glcm,JointEntropy,4.075632753,2.934537909,,4.034960502
original,glcm,MCC,0.643398932,0.428883712,,0.281882012
original,glcm,MaximumProbability,0.157932893,0.270145947,,0.146897935
original,glcm,SumAverage,8.343799608,6.588759992,,8.210717465
original,glcm,SumEntropy,2.663649379,2.029676189,,2.654579248
original,glcm,SumSquares,1.731536898,0.514224846,,1.143786774
original,gldm,DependenceEntropy,4.145625679,4.213287672,,4.998536948
original,gldm,DependenceNonUniformity,58.09615385,80.33035714,,193.890884
original,gldm,DependenceNonUniformityNormalized,0.279308432,0.179308833,,0.133902544
original,gldm,DependenceVariance,1.570636095,4.117984694,,6.15726588
original,gldm,GrayLevelNonUniformity,50.07692308,160.6071429,,381.5055249
original,gldm,GrayLevelVariance,1.499167899,0.611108897,,1.249469167
original,gldm,HighGrayLevelEmphasis,22.00961538,11.73214286,,18.73549724
original,gldm,LargeDependenceEmphasis,6.807692308,13.77232143,,21.49033149
original,gldm,LargeDependenceHighGrayLevelEmphasis,144.5865385,156.3571429,,321.9026243
original,gldm,LargeDependenceLowGrayLevelEmphasis,0.457902774,1.362764757,,1.675257284
original,gldm,LowGrayLevelEmphasis,0.078239312,0.112668031,,0.071097742
original,gldm,SmallDependenceEmphasis,0.410107464,0.337480056,,0.243942842
original,gldm,SmallDependenceHighGrayLevelEmphasis,10.21391257,3.923551547,,5.72344091
original,gldm,SmallDependenceLowGrayLevelEmphasis,0.026986361,0.044168613,,0.017246289
original,glrlm,GrayLevelNonUniformity,46.92003049,144.4273485,,328.1638313
original,glrlm,GrayLevelNonUniformityNormalized,0.237197776,0.350288693,,0.254845824
original,glrlm,GrayLevelVariance,1.527741997,0.638126001,,1.31421654
original,glrlm,HighGrayLevelRunEmphasis,22.08542156,11.7411896,,19.13215213
original,glrlm,LongRunEmphasis,1.18962106,1.335140639,,1.495805909
original,glrlm,LongRunHighGrayLevelEmphasis,26.08797841,15.66205258,,26.9733363
original,glrlm,LongRunLowGrayLevelEmphasis,0.091981,0.146626898,,0.107570638
original,glrlm,LowGrayLevelRunEmphasis,0.078422295,0.114057504,,0.070597326
original,glrlm,RunEntropy,2.556276611,2.110108229,,2.710603809
original,glrlm,RunLengthNonUniformity,181.6112874,357.9894936,,1059.087198
original,glrlm,RunLengthNonUniformityNormalized,0.913259472,0.863591459,,0.816980063
original,glrlm,RunPercentage,0.950443787,0.918956044,,0.887855929
original,glrlm,RunVariance,0.068270975,0.129465837,,0.196069969
original,glrlm,ShortRunEmphasis,0.962934814,0.94152138,,0.919504772
original,glrlm,ShortRunHighGrayLevelEmphasis,21.34090248,11.06442444,,17.85999291
original,glrlm,ShortRunLowGrayLevelEmphasis,0.075473446,0.108279758,,0.06457336
original,glszm,GrayLevelNonUniformity,22.2,50.53932584,,72.77664975
original,glszm,GrayLevelNonUniformityNormalized,0.211428571,0.283928797,,0.184712309
original,glszm,GrayLevelVariance,1.818956916,0.929838404,,2.188847948
original,glszm,HighGrayLevelZoneEmphasis,23.68571429,11.65730337,,23.57360406
original,glszm,LargeAreaEmphasis,7.333333333,24.34831461,,207.4060914
original,glszm,LargeAreaHighGrayLevelEmphasis,161.3904762,313.9213483,,3149.677665
original,glszm,LargeAreaLowGrayLevelEmphasis,0.474644436,2.14156211,,14.59902269
original,glszm,LowGrayLevelZoneEmphasis,0.076073008,0.12997035,,0.07018233
original,glszm,SizeZoneNonUniformity,40.6,75.13483146,,152.7614213
original,glszm,SizeZoneNonUniformityNormalized,0.386666667,0.422105795,,0.387719343
original,glszm,SmallAreaEmphasis,0.636672478,0.670486864,,0.645835774
original,glszm,SmallAreaHighGrayLevelEmphasis,16.77341511,7.777555613,,16.24485758
original,glszm,SmallAreaLowGrayLevelEmphasis,0.03717436,0.091277764,,0.046554607
original,glszm,ZoneEntropy,3.936535154,3.705878377,,4.494954017
original,glszm,ZonePercentage,0.504807692,0.397321429,,0.272099448
original,glszm,ZoneVariance,3.409160998,18.01376089,,193.8995336
original,ngtdm,Busyness,0.927412824,3.806536678,,7.164896394
original,ngtdm,Coarseness,0.026560853,0.011347116,,0.003869059
original,ngtdm,Complexity,23.44078057,10.34210374,,22.64078871
original,ngtdm,Contrast,0.049594661,0.028069119,,0.03763732
original,ngtdm,Strength,0.560554368,0.138212932,,0.08647662
log-sigma-1-0-mm-3D,firstorder,10Percentile,1.649929309,-6.238552237,,-3.218784285
log-sigma-1-0-mm-3D,firstorder,90Percentile,63.79305801,49.47737656,,37.18968964
log-sigma-1-0-mm-3D,firstorder,Energy,395016.3139,515254.9133,,826907.531
log-sigma-1-0-mm-3D,firstorder,Entropy,1.976528448,1.844934197,,1.544914075
log-sigma-1-0-mm-3D,firstorder,InterquartileRange,28.9748435,30.15294433,,21.58242393
log-sigma-1-0-mm-3D,firstorder,Kurtosis,2.996266579,2.811227533,,3.471389794
log-sigma-1-0-mm-3D,firstorder,Maximum,110.8019714,90.95924377,,86.78572083
log-sigma-1-0-mm-3D,firstorder,MeanAbsoluteDeviation,18.21052271,17.98009126,,12.80602507
log-sigma-1-0-mm-3D,firstorder,Mean,36.8936179,25.72130295,,17.50040806
log-sigma-1-0-mm-3D,firstorder,Median,39.5220108,30.65486431,,18.2605257
log-sigma-1-0-mm-3D,firstorder,Minimum,-18.66002655,-26.77355576,,-43.12036133
log-sigma-1-0-mm-3D,firstorder,Range,129.461998,117.7327995,,129.9060822
log-sigma-1-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,12.3423728,12.77411746,,8.852188287
log-sigma-1-0-mm-3D,firstorder,RootMeanSquared,43.57885833,33.91345713,,23.89704452
log-sigma-1-0-mm-3D,firstorder,Skewness,-0.157551281,-0.292349836,,-0.210245979
log-sigma-1-0-mm-3D,firstorder,TotalEnergy,395016.3139,515254.9133,,826907.531
log-sigma-1-0-mm-3D,firstorder,Uniformity,0.302653476,0.335758131,,0.395886115
log-sigma-1-0-mm-3D,firstorder,Variance,537.9778517,488.537149,,264.8044547
log-sigma-1-0-mm-3D,glcm,Autocorrelation,9.889610425,11.8099067,,10.49319038
log-sigma-1-0-mm-3D,glcm,ClusterProminence,21.93467765,22.7463968,,5.983941724
log-sigma-1-0-mm-3D,glcm,ClusterShade,-1.668722822,-0.450562104,,-0.091685608
log-sigma-1-0-mm-3D,glcm,ClusterTendency,2.785317208,3.071219144,,1.286008099
log-sigma-1-0-mm-3D,glcm,Contrast,0.716844286,0.656792412,,0.678854237
log-sigma-1-0-mm-3D,glcm,Correlation,0.543768713,0.637378336,,0.309467884
log-sigma-1-0-mm-3D,glcm,DifferenceAverage,0.60769289,0.505480335,,0.557678585
log-sigma-1-0-mm-3D,glcm,DifferenceEntropy,1.182950957,1.223403583,,1.248540526
log-sigma-1-0-mm-3D,glcm,DifferenceVariance,0.322004013,0.379055422,,0.361673987
log-sigma-1-0-mm-3D,glcm,Id,0.714345454,0.771608828,,0.740894025
log-sigma-1-0-mm-3D,glcm,Idm,0.707068694,0.76239104,,0.733278273
log-sigma-1-0-mm-3D,glcm,Idmn,0.981068336,0.982928095,,0.98217885
log-sigma-1-0-mm-3D,glcm,Idn,0.915135862,0.930449111,,0.922473452
log-sigma-1-0-mm-3D,glcm,Imc1,-0.279458711,-0.29774749,,-0.073599832
log-sigma-1-0-mm-3D,glcm,Imc2,0.770189059,0.805928746,,0.419674252
log-sigma-1-0-mm-3D,glcm,InverseVariance,0.512185419,0.381295951,,0.456019123
log-sigma-1-0-mm-3D,glcm,JointAverage,3.046205048,3.344574803,,3.215758536
log-sigma-1-0-mm-3D,glcm,JointEnergy,0.144149801,0.144153033,,0.179365476
log-sigma-1-0-mm-3D,glcm,JointEntropy,3.124744419,3.321758942,,2.912411045
log-sigma-1-0-mm-3D,glcm,MCC,0.692043114,0.735131783,,0.449791885
log-sigma-1-0-mm-3D,glcm,MaximumProbability,0.246286967,0.27544986,,0.312857637
log-sigma-1-0-mm-3D,glcm,SumAverage,6.092410097,6.689149605,,6.431517072
log-sigma-1-0-mm-3D,glcm,SumEntropy,2.442632619,2.639713319,,2.178768242
log-sigma-1-0-mm-3D,glcm,SumSquares,0.875540374,0.932002889,,0.491215584
log-sigma-1-0-mm-3D,gldm,DependenceEntropy,4.333600419,4.734384439,,4.895936959
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformity,40.65384615,63.73660714,,142.621547
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.195451183,0.142269212,,0.098495543
log-sigma-1-0-mm-3D,gldm,DependenceVariance,2.519138314,5.300203284,,9.72332003
log-sigma-1-0-mm-3D,gldm,GrayLevelNonUniformity,62.95192308,150.4196429,,573.2430939
log-sigma-1-0-mm-3D,gldm,GrayLevelVariance,0.945982803,0.798703563,,0.509454363
log-sigma-1-0-mm-3D,gldm,HighGrayLevelEmphasis,9.745192308,13.18973214,,10.72030387
log-sigma-1-0-mm-3D,gldm,LargeDependenceEmphasis,13.14423077,20.83928571,,39.23342541
log-sigma-1-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,118.2932692,247.2299107,,430.6733425
log-sigma-1-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,3.062558761,2.428200025,,4.011017495
log-sigma-1-0-mm-3D,gldm,LowGrayLevelEmphasis,0.196116453,0.108946553,,0.121177103
log-sigma-1-0-mm-3D,gldm,SmallDependenceEmphasis,0.233380245,0.208878605,,0.128426829
log-sigma-1-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,2.472530232,3.048723946,,1.249935307
log-sigma-1-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.036972037,0.02189413,,0.022763459
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformity,57.09017539,133.3322208,,458.1896423
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.300760722,0.335158183,,0.3804426
log-sigma-1-0-mm-3D,glrlm,GrayLevelVariance,0.949285205,0.807950168,,0.547656408
log-sigma-1-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,9.813564677,13.34363922,,10.65502485
log-sigma-1-0-mm-3D,glrlm,LongRunEmphasis,1.382229974,1.560910467,,1.983951519
log-sigma-1-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,13.22800225,20.08701478,,21.59390686
log-sigma-1-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.281229315,0.172837581,,0.226073357
log-sigma-1-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.192743278,0.107981196,,0.124890495
log-sigma-1-0-mm-3D,glrlm,RunEntropy,2.360475291,2.351331642,,2.346580822
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformity,164.987148,332.5139474,,900.8177094
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.855327359,0.821122076,,0.736795316
log-sigma-1-0-mm-3D,glrlm,RunPercentage,0.913091716,0.886847527,,0.829526137
log-sigma-1-0-mm-3D,glrlm,RunVariance,0.122836963,0.198902757,,0.425394868
log-sigma-1-0-mm-3D,glrlm,ShortRunEmphasis,0.927993179,0.910651759,,0.875416866
log-sigma-1-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,9.137673326,12.23908479,,9.294705642
log-sigma-1-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.177058607,0.097739555,,0.111573013
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformity,18.04477612,34.74358974,,54.54497354
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.269325017,0.296953758,,0.288597744
log-sigma-1-0-mm-3D,glszm,GrayLevelVariance,1.100913344,0.978888158,,1.105624143
log-sigma-1-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,10.46268657,14.67521368,,9.666666667
log-sigma-1-0-mm-3D,glszm,LargeAreaEmphasis,25.13432836,55.96581197,,1428.042328
log-sigma-1-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,231.358209,617.3247863,,15000.22751
log-sigma-1-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,4.741359867,7.372542735,,144.6967784
log-sigma-1-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.170791874,0.104221273,,0.188853616
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformity,17.47761194,32.1965812,,53.84656085
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.26085988,0.275184455,,0.284902438
log-sigma-1-0-mm-3D,glszm,SmallAreaEmphasis,0.480384568,0.517296532,,0.54864854
log-sigma-1-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,5.301495291,7.826146857,,5.076981286
log-sigma-1-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.068715631,0.055902877,,0.117077075
log-sigma-1-0-mm-3D,glszm,ZoneEntropy,4.20855823,4.179639689,,4.340627602
log-sigma-1-0-mm-3D,glszm,ZonePercentage,0.322115385,0.261160714,,0.130524862
log-sigma-1-0-mm-3D,glszm,ZoneVariance,15.49654712,41.30411279,,1369.345651
log-sigma-1-0-mm-3D,ngtdm,Busyness,1.417546017,1.875704666,,9.560276727
log-sigma-1-0-mm-3D,ngtdm,Coarseness,0.037720424,0.022119242,,0.004409317
log-sigma-1-0-mm-3D,ngtdm,Complexity,6.447091877,5.170363609,,7.555962827
log-sigma-1-0-mm-3D,ngtdm,Contrast,0.027922913,0.019494318,,0.016197316
log-sigma-1-0-mm-3D,ngtdm,Strength,0.540416819,0.271855937,,0.061148764
log-sigma-3-0-mm-3D,firstorder,10Percentile,2.219403458,-25.36873055,,-47.79924698
log-sigma-3-0-mm-3D,firstorder,90Percentile,72.55200653,55.47155495,,23.3976059
log-sigma-3-0-mm-3D,firstorder,Energy,415359.9224,541425.5614,,1372807.671
log-sigma-3-0-mm-3D,firstorder,Entropy,2.159519003,2.346209625,,2.235703186
log-sigma-3-0-mm-3D,firstorder,InterquartileRange,39.66933727,49.2460146,,35.35219717
log-sigma-3-0-mm-3D,firstorder,Kurtosis,2.435949466,2.387687022,,2.996141033
log-sigma-3-0-mm-3D,firstorder,Maximum,89.31135559,102.2110901,,79.36695862
log-sigma-3-0-mm-3D,firstorder,MeanAbsoluteDeviation,22.29091239,25.95499076,,21.77379569
log-sigma-3-0-mm-3D,firstorder,Mean,36.01913251,15.5464554,,-13.90141971
log-sigma-3-0-mm-3D,firstorder,Median,37.68473244,15.62375879,,-15.95716524
log-sigma-3-0-mm-3D,firstorder,Minimum,-45.1651268,-46.59909821,,-98.03100586
log-sigma-3-0-mm-3D,firstorder,Range,134.4764824,148.8101883,,177.3979645
log-sigma-3-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,16.8652041,19.59179353,,14.9111554
log-sigma-3-0-mm-3D,firstorder,RootMeanSquared,44.68694109,34.76405039,,30.79077128
log-sigma-3-0-mm-3D,firstorder,Skewness,-0.126606788,0.217557014,,0.211374306
log-sigma-3-0-mm-3D,firstorder,TotalEnergy,415359.9224,541425.5614,,1372807.671
log-sigma-3-0-mm-3D,firstorder,Uniformity,0.249399038,0.21484375,,0.247375881
log-sigma-3-0-mm-3D,firstorder,Variance,699.5447971,966.8469242,,754.8221264
log-sigma-3-0-mm-3D,glcm,Autocorrelation,17.51564491,11.71225943,,17.04646159
log-sigma-3-0-mm-3D,glcm,ClusterProminence,19.67894855,49.73188199,,43.28443918
log-sigma-3-0-mm-3D,glcm,ClusterShade,0.03709929,-0.778761858,,0.329601598
log-sigma-3-0-mm-3D,glcm,ClusterTendency,2.977361302,4.845339713,,3.820878722
log-sigma-3-0-mm-3D,glcm,Contrast,1.293098411,1.048556912,,1.283501798
log-sigma-3-0-mm-3D,glcm,Correlation,0.390747351,0.617239922,,0.502911112
log-sigma-3-0-mm-3D,glcm,DifferenceAverage,0.824236234,0.747903601,,0.833866328
log-sigma-3-0-mm-3D,glcm,DifferenceEntropy,1.430226635,1.375626598,,1.519279987
log-sigma-3-0-mm-3D,glcm,DifferenceVariance,0.528147237,0.438682243,,0.545036506
log-sigma-3-0-mm-3D,glcm,Id,0.657065525,0.674530634,,0.652765242
log-sigma-3-0-mm-3D,glcm,Idm,0.6347681,0.65611353,,0.627998997
log-sigma-3-0-mm-3D,glcm,Idmn,0.967630245,0.979782729,,0.981013175
log-sigma-3-0-mm-3D,glcm,Idn,0.890197836,0.910633575,,0.912216456
log-sigma-3-0-mm-3D,glcm,Imc1,-0.240189755,-0.250268115,,-0.151759866
log-sigma-3-0-mm-3D,glcm,Imc2,0.75424282,0.788372584,,0.663990911
log-sigma-3-0-mm-3D,glcm,InverseVariance,0.498604558,0.500192876,,0.489711329
log-sigma-3-0-mm-3D,glcm,JointAverage,4.130012143,3.279972244,,4.050366402
log-sigma-3-0-mm-3D,glcm,JointEnergy,0.103327551,0.080236537,,0.077086457
log-sigma-3-0-mm-3D,glcm,JointEntropy,3.512537486,3.893341904,,4.065391599
log-sigma-3-0-mm-3D,glcm,MCC,0.622945856,0.67897623,,0.620826221
log-sigma-3-0-mm-3D,glcm,MaximumProbability,0.164919002,0.14309934,,0.145088519
log-sigma-3-0-mm-3D,glcm,SumAverage,8.260024285,6.559944489,,8.100732805
log-sigma-3-0-mm-3D,glcm,SumEntropy,2.56147067,2.960170172,,2.961341914
log-sigma-3-0-mm-3D,glcm,SumSquares,1.067614928,1.473474156,,1.27609513
log-sigma-3-0-mm-3D,gldm,DependenceEntropy,4.333880951,4.820204352,,5.165448787
log-sigma-3-0-mm-3D,gldm,DependenceNonUniformity,43.39423077,84.08482143,,202.1477901
log-sigma-3-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.208626109,0.187689334,,0.139604827
log-sigma-3-0-mm-3D,gldm,DependenceVariance,2.434818787,2.911969866,,4.256715302
log-sigma-3-0-mm-3D,gldm,GrayLevelNonUniformity,51.875,96.25,,358.2002762
log-sigma-3-0-mm-3D,gldm,GrayLevelVariance,1.250901442,1.619733538,,1.313859753
log-sigma-3-0-mm-3D,gldm,HighGrayLevelEmphasis,16.75480769,11.28794643,,16.86947514
log-sigma-3-0-mm-3D,gldm,LargeDependenceEmphasis,10.92307692,13.27232143,,24.38259669
log-sigma-3-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,210.6105769,173.3683036,,420.9993094
log-sigma-3-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,0.749487179,2.475611498,,1.987871957
log-sigma-3-0-mm-3D,gldm,LowGrayLevelEmphasis,0.090988248,0.214101816,,0.092296656
log-sigma-3-0-mm-3D,gldm,SmallDependenceEmphasis,0.283217952,0.243816895,,0.121882937
log-sigma-3-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,4.486071134,2.81036749,,2.166691076
log-sigma-3-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.035048484,0.055017618,,0.011588039
log-sigma-3-0-mm-3D,glrlm,GrayLevelNonUniformity,47.85654384,88.5164182,,307.8973859
log-sigma-3-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.248413986,0.216222433,,0.245341932
