Image type,Feature Class,Feature Name,Segmentation_segment_IPH_lipid,Segmentation_segment_Fibrous,Segmentation_segment_Calcium,Segmentation_segment_IPH
log-sigma-3-0-mm-3D,glrlm,RunEntropy,1.677636035,2.260509576,0.938721876,
log-sigma-3-0-mm-3D,glrlm,RunLengthNonUniformity,24.83255387,38.39591589,4.75,
log-sigma-3-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.877204964,0.882607043,0.875,
log-sigma-3-0-mm-3D,glrlm,RunPercentage,0.916666667,0.929765886,0.833333333,
log-sigma-3-0-mm-3D,glrlm,RunVariance,0.149368879,0.123706349,0.25,
log-sigma-3-0-mm-3D,glrlm,ShortRunEmphasis,0.932918961,0.943728845,0.7890625,
log-sigma-3-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,3.494971837,10.58207844,1.6328125,
log-sigma-3-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.44259674,0.137879383,0.578125,
log-sigma-3-0-mm-3D,glszm,GrayLevelNonUniformity,3.666666667,3.4,1,
log-sigma-3-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.407407407,0.226666667,0.5,
log-sigma-3-0-mm-3D,glszm,GrayLevelVariance,0.666666667,1.422222222,0.25,
log-sigma-3-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,3.444444444,12.53333333,2.5,
log-sigma-3-0-mm-3D,glszm,LargeAreaEmphasis,21.11111111,16.26666667,10,
log-sigma-3-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,82.33333333,144.1333333,16,
log-sigma-3-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,7.040123457,2.479092593,8.5,
log-sigma-3-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.635802469,0.170962963,0.625,
log-sigma-3-0-mm-3D,glszm,SizeZoneNonUniformity,2.333333333,3.666666667,1,
log-sigma-3-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.259259259,0.244444444,0.5,
log-sigma-3-0-mm-3D,glszm,SmallAreaEmphasis,0.495517039,0.464034979,0.15625,
log-sigma-3-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,1.49518544,5.171736626,0.53125,
log-sigma-3-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.38277415,0.118176969,0.0625,
log-sigma-3-0-mm-3D,glszm,ZoneEntropy,2.641604168,3.506890596,1,
log-sigma-3-0-mm-3D,glszm,ZonePercentage,0.3,0.326086957,0.333333333,
log-sigma-3-0-mm-3D,glszm,ZoneVariance,10,6.862222222,1,
log-sigma-3-0-mm-3D,ngtdm,Busyness,1.386952381,0.534095982,0,
log-sigma-3-0-mm-3D,ngtdm,Coarseness,0.216301586,0.168216487,0.679245283,
log-sigma-3-0-mm-3D,ngtdm,Complexity,1.309337752,5.281202465,0.490740741,
log-sigma-3-0-mm-3D,ngtdm,Contrast,0.063655056,0.056757227,0.108024691,
log-sigma-3-0-mm-3D,ngtdm,Strength,0.467217259,1.114304665,0.685714286,
log-sigma-5-0-mm-3D,firstorder,10Percentile,-55.36922188,-60.10141373,-31.83078194,
log-sigma-5-0-mm-3D,firstorder,90Percentile,-23.48993263,-29.00422478,-13.88877201,
log-sigma-5-0-mm-3D,firstorder,Energy,52019.03517,101966.4819,3845.296128,
log-sigma-5-0-mm-3D,firstorder,Entropy,1.362898097,1.333350591,0.918295834,
log-sigma-5-0-mm-3D,firstorder,InterquartileRange,20.88252354,21.30095673,12.05656433,
log-sigma-5-0-mm-3D,firstorder,Kurtosis,1.805539864,2.488800123,1.5730784,
log-sigma-5-0-mm-3D,firstorder,Maximum,-17.88175964,-18.89284515,-13.71031952,
log-sigma-5-0-mm-3D,firstorder,MeanAbsoluteDeviation,11.36201687,11.15381763,6.830955293,
log-sigma-5-0-mm-3D,firstorder,Mean,-39.57395643,-45.16334741,-24.13520495,
log-sigma-5-0-mm-3D,firstorder,Median,-41.5857563,-45.2063694,-26.68606091,
log-sigma-5-0-mm-3D,firstorder,Minimum,-62.1428833,-78.08729553,-33.85896683,
log-sigma-5-0-mm-3D,firstorder,Range,44.26112366,59.19445038,20.14864731,
log-sigma-5-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,9.056496673,8.195483208,5.121630669,
log-sigma-5-0-mm-3D,firstorder,RootMeanSquared,41.64093946,47.08144698,25.31566092,
log-sigma-5-0-mm-3D,firstorder,Skewness,-0.022828971,-0.163820204,0.379253356,
log-sigma-5-0-mm-3D,firstorder,TotalEnergy,52019.03517,101966.4819,3845.296128,
log-sigma-5-0-mm-3D,firstorder,Uniformity,0.442222222,0.445179584,0.555555556,
log-sigma-5-0-mm-3D,firstorder,Variance,167.8698117,176.9347009,58.37456991,
log-sigma-5-0-mm-3D,glcm,Autocorrelation,4.122697368,6.975277883,1.9375,
log-sigma-5-0-mm-3D,glcm,ClusterProminence,0.715391963,1.517735732,0.328125,
log-sigma-5-0-mm-3D,glcm,ClusterShade,-0.034878198,-0.169751321,0.1875,
log-sigma-5-0-mm-3D,glcm,ClusterTendency,0.349029894,0.739600573,0.1875,
log-sigma-5-0-mm-3D,glcm,Contrast,0.563596491,0.476605196,0.75,
log-sigma-5-0-mm-3D,glcm,Correlation,-0.174387432,0.18151636,-0.5,
log-sigma-5-0-mm-3D,glcm,DifferenceAverage,0.563596491,0.476605196,0.75,
log-sigma-5-0-mm-3D,glcm,DifferenceEntropy,0.324823902,0.830429924,-3.20E-16,
log-sigma-5-0-mm-3D,glcm,DifferenceVariance,0.074075485,0.195585682,0,
log-sigma-5-0-mm-3D,glcm,Id,0.718201754,0.761697402,0.625,
log-sigma-5-0-mm-3D,glcm,Idm,0.718201754,0.761697402,0.625,
log-sigma-5-0-mm-3D,glcm,Idmn,0.943640351,0.9719644,0.85,
log-sigma-5-0-mm-3D,glcm,Idn,0.859100877,0.904678961,0.75,
log-sigma-5-0-mm-3D,glcm,Imc1,-0.602293143,-0.271335566,-1,
log-sigma-5-0-mm-3D,glcm,Imc2,0.692149026,0.632953786,0.921375897,
log-sigma-5-0-mm-3D,glcm,InverseVariance,0.563596491,0.476605196,0.75,
log-sigma-5-0-mm-3D,glcm,JointAverage,2.012171053,2.619940213,1.4375,
log-sigma-5-0-mm-3D,glcm,JointEnergy,0.514136946,0.301216026,0.53125,
log-sigma-5-0-mm-3D,glcm,JointEntropy,1.179369204,1.95625196,0.952819531,
log-sigma-5-0-mm-3D,glcm,MCC,0.715608466,0.554578572,1,
log-sigma-5-0-mm-3D,glcm,MaximumProbability,0.570723684,0.409555913,0.5625,
log-sigma-5-0-mm-3D,glcm,SumAverage,4.024342105,5.239880426,2.875,
log-sigma-5-0-mm-3D,glcm,SumEntropy,0.615772713,1.479646765,0.202819531,
log-sigma-5-0-mm-3D,glcm,SumSquares,0.228156596,0.304051442,0.234375,
log-sigma-5-0-mm-3D,gldm,DependenceEntropy,3.431401845,3.570334316,1.584962501,
log-sigma-5-0-mm-3D,gldm,DependenceNonUniformity,6.2,8.608695652,3.333333333,
log-sigma-5-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.206666667,0.187145558,0.555555556,
log-sigma-5-0-mm-3D,gldm,DependenceVariance,3.062222222,2.548204159,0.222222222,
log-sigma-5-0-mm-3D,gldm,GrayLevelNonUniformity,13.26666667,20.47826087,3.333333333,
log-sigma-5-0-mm-3D,gldm,GrayLevelVariance,0.395555556,0.372873346,0.222222222,
log-sigma-5-0-mm-3D,gldm,HighGrayLevelEmphasis,4.133333333,7.065217391,2,
log-sigma-5-0-mm-3D,gldm,LargeDependenceEmphasis,13.73333333,17.52173913,5.666666667,
log-sigma-5-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,55.6,130.1521739,9.666666667,
log-sigma-5-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,4.192592593,2.751811594,4.666666667,
log-sigma-5-0-mm-3D,gldm,LowGrayLevelEmphasis,0.401851852,0.185688406,0.75,
log-sigma-5-0-mm-3D,gldm,SmallDependenceEmphasis,0.222476002,0.136193588,0.203703704,
log-sigma-5-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,0.852866969,0.821605818,0.453703704,
log-sigma-5-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.106030523,0.042436533,0.141203704,
log-sigma-5-0-mm-3D,glrlm,GrayLevelNonUniformity,11.64057961,17.95233949,2.75,
log-sigma-5-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.426429026,0.437719677,0.541666667,
log-sigma-5-0-mm-3D,glrlm,GrayLevelVariance,0.418008073,0.388404505,0.229166667,
log-sigma-5-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,4.142207828,7.029472743,2.125,
log-sigma-5-0-mm-3D,glrlm,LongRunEmphasis,1.524414761,1.646996962,3.25,
log-sigma-5-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,6.237634731,11.75316928,5.5,
log-sigma-5-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.586816739,0.293647981,2.6875,
log-sigma-5-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.410512156,0.189621417,0.71875,
log-sigma-5-0-mm-3D,glrlm,RunEntropy,1.713889967,1.788123901,0.938721876,
log-sigma-5-0-mm-3D,glrlm,RunLengthNonUniformity,24.22253668,34.54912308,4.75,
log-sigma-5-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.864928975,0.827024945,0.875,
log-sigma-5-0-mm-3D,glrlm,RunPercentage,0.905555556,0.889632107,0.833333333,
log-sigma-5-0-mm-3D,glrlm,RunVariance,0.169393571,0.197117273,0.25,
log-sigma-5-0-mm-3D,glrlm,ShortRunEmphasis,0.922069349,0.899673797,0.7890625,
log-sigma-5-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,3.813682151,6.29862507,1.6328125,
log-sigma-5-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.384069548,0.173293194,0.578125,
log-sigma-5-0-mm-3D,glszm,GrayLevelNonUniformity,2.75,2,1,
log-sigma-5-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.34375,0.333333333,0.5,
log-sigma-5-0-mm-3D,glszm,GrayLevelVariance,0.609375,0.888888889,0.25,
log-sigma-5-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,4.125,6.333333333,2.5,
log-sigma-5-0-mm-3D,glszm,LargeAreaEmphasis,36.25,140.3333333,10,
log-sigma-5-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,146,1048.833333,16,
log-sigma-5-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,10.61805556,21.75,8.5,
log-sigma-5-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.496527778,0.320601852,0.625,
log-sigma-5-0-mm-3D,glszm,SizeZoneNonUniformity,2.5,1.666666667,1,
log-sigma-5-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.3125,0.277777778,0.5,
log-sigma-5-0-mm-3D,glszm,SmallAreaEmphasis,0.448404948,0.41760706,0.15625,
log-sigma-5-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,1.560980903,1.671875,0.53125,
log-sigma-5-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.22041528,0.221549077,0.0625,
log-sigma-5-0-mm-3D,glszm,ZoneEntropy,2.5,2.584962501,1,
log-sigma-5-0-mm-3D,glszm,ZonePercentage,0.266666667,0.130434783,0.333333333,
log-sigma-5-0-mm-3D,glszm,ZoneVariance,22.1875,81.55555556,1,
log-sigma-5-0-mm-3D,ngtdm,Busyness,1.458661741,0.579347933,0,
log-sigma-5-0-mm-3D,ngtdm,Coarseness,0.177299975,0.163373683,0.679245283,
log-sigma-5-0-mm-3D,ngtdm,Complexity,1.289239383,2.052043537,0.490740741,
log-sigma-5-0-mm-3D,ngtdm,Contrast,0.061719224,0.020851357,0.108024691,
log-sigma-5-0-mm-3D,ngtdm,Strength,0.455747711,0.84510632,0.685714286,
