Image type,Feature Class,Feature Name,Segmentation_segment_IPH_lipid,Segmentation_segment_Fibrous,Segmentation_segment_Calcium,Segmentation_segment_IPH
diagnostics,Mask-original,Spacing,"(0.361328125, 0.361328125, 2.0)","(0.361328125, 0.361328125, 2.0)","(0.361328125, 0.361328125, 2.0)",
diagnostics,Mask-original,Size,"(512, 512, 166)","(512, 512, 166)","(512, 512, 166)",
diagnostics,Mask-original,BoundingBox,"(149, 257, 86, 15, 10, 7)","(147, 255, 87, 16, 10, 5)","(151, 255, 88, 8, 10, 2)",
diagnostics,Mask-original,VoxelNum,129,150,28,
diagnostics,Mask-original,VolumeNum,1,1,3,
diagnostics,Mask-original,CenterOfMassIndex,"(156.29457364341084, 260.86821705426354, 88.98449612403101)","(154.88666666666666, 259.32666666666665, 88.96666666666667)","(155.67857142857142, 261.39285714285717, 88.5)",
diagnostics,Mask-original,CenterOfMass,"(-31.845710695251938, -148.0603121971899, -414.5310077519381)","(-32.354427083333334, -148.61731770833327, -414.5666666666668)","(-32.068289620535715, -147.8707449776785, -415.5000000000001)",
diagnostics,Image-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)",
diagnostics,Image-interpolated,Size,"(18, 16, 25)","(18, 16, 21)","(15, 16, 15)",
diagnostics,Image-interpolated,Mean,114.6094444,114.4664352,117.7327778,
diagnostics,Image-interpolated,Minimum,-357,-75,-75,
diagnostics,Image-interpolated,Maximum,534,534,534,
diagnostics,Mask-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)",
diagnostics,Mask-interpolated,Size,"(18, 16, 25)","(18, 16, 21)","(15, 16, 15)",
diagnostics,Mask-interpolated,BoundingBox,"(6, 6, 6, 5, 3, 14)","(6, 6, 6, 6, 4, 10)","(7, 8, 6, 1, 2, 4)",
diagnostics,Mask-interpolated,VoxelNum,30,46,6,
diagnostics,Mask-interpolated,VolumeNum,1,1,1,
diagnostics,Mask-interpolated,CenterOfMassIndex,"(8.6, 6.8, 13.033333333333333)","(8.608695652173912, 7.260869565217392, 10.152173913043478)","(7.0, 8.333333333333334, 7.166666666666667)",
diagnostics,Mask-interpolated,CenterOfMass,"(-31.4, -148.19999999999993, -413.96666666666675)","(-32.391304347826086, -148.73913043478254, -414.8478260869566)","(-32.0, -147.6666666666666, -415.8333333333334)",
diagnostics,Mask-interpolated,Mean,49.86666667,82.89130435,141.1666667,
diagnostics,Mask-interpolated,Minimum,34,51,105,
diagnostics,Mask-interpolated,Maximum,72,170,178,
original,shape,Elongation,0.390759525,0.55637823,0.379298993,
original,shape,Flatness,0.160299737,0.321453975,0,
original,shape,LeastAxisLength,2.121409986,3.36741595,0,
original,shape,MajorAxisLength,13.23402041,10.47557726,4.363338213,
original,shape,Maximum2DDiameterColumn,13,11.18033989,4,
original,shape,Maximum2DDiameterRow,14.03566885,10,4.123105626,
original,shape,Maximum2DDiameterSlice,5.099019514,5.099019514,2,
original,shape,Maximum3DDiameter,14.03566885,11.18033989,4.123105626,
original,shape,MeshVolume,19.25,24.16666667,3.416666667,
original,shape,MinorAxisLength,5.171319533,5.828383129,1.655009792,
original,shape,Sphericity,0.454616236,0.347150762,0.73383079,
original,shape,SurfaceArea,76.40580196,116.442227,14.94938299,
original,shape,SurfaceVolumeRatio,3.969132569,4.818299046,4.375429168,
original,shape,VoxelVolume,30,46,6,
original,firstorder,10Percentile,40.9,54,112,
original,firstorder,90Percentile,59.3,113.5,171,
original,firstorder,Energy,76662,347521,123667,
original,firstorder,Entropy,0.970950594,1.633757162,1.918295834,
original,firstorder,InterquartileRange,10.5,27.5,41,
original,firstorder,Kurtosis,3.326749917,5.443501557,1.483654999,
original,firstorder,Maximum,72,170,178,
original,firstorder,MeanAbsoluteDeviation,6.506666667,19.4905482,24.5,
original,firstorder,Mean,49.86666667,82.89130435,141.1666667,
original,firstorder,Median,49,79.5,140.5,
original,firstorder,Minimum,34,51,105,
original,firstorder,Range,38,119,73,
original,firstorder,RobustMeanAbsoluteDeviation,4.3125,12.72222222,18.5,
original,firstorder,RootMeanSquared,50.55096438,86.9183775,143.5658966,
original,firstorder,Skewness,0.6719525,1.362822931,0.026468138,
original,firstorder,TotalEnergy,76662,347521,123667,
original,firstorder,Uniformity,0.52,0.360113422,0.277777778,
original,firstorder,Variance,68.71555556,683.8360113,683.1388889,
original,glcm,Autocorrelation,2.139071637,2.773266389,5.875,
original,glcm,ClusterProminence,0.194016535,6.230985364,11.15625,
original,glcm,ClusterShade,0.018362725,1.101679008,0,
original,glcm,ClusterTendency,0.227227833,1.141687655,2.25,
original,glcm,Contrast,0.541374269,1.750399983,3.875,
original,glcm,Correlation,-0.163663243,-0.256952059,-0.237694932,
original,glcm,DifferenceAverage,0.541374269,0.924472654,1.625,
original,glcm,DifferenceEntropy,0.529293076,1.351667526,1,
original,glcm,DifferenceVariance,0.127906503,0.792432887,0.4375,
original,glcm,Id,0.729312865,0.64090205,0.484375,
original,glcm,Idm,0.729312865,0.614689524,0.4125,
original,glcm,Idmn,0.891725146,0.944777558,0.831617647,
original,glcm,Idn,0.81954191,0.86286586,0.741071429,
original,glcm,Imc1,-0.328971447,-0.234503614,-0.773809524,
original,glcm,Imc2,0.473239763,0.639555036,0.928984463,
original,glcm,InverseVariance,0.541374269,0.487910706,0.394097222,
original,glcm,JointAverage,1.469919591,1.686670035,2.5,
original,glcm,JointEnergy,0.487792446,0.225510044,0.3203125,
original,glcm,JointEntropy,1.243764232,2.387992529,1.8125,
original,glcm,MCC,0.447976969,0.518751112,0.943923441,
original,glcm,MaximumProbability,0.539601608,0.290704602,0.375,
original,glcm,SumAverage,2.939839181,3.37334007,5,
original,glcm,SumEntropy,0.702389963,1.522162652,0.875,
original,glcm,SumSquares,0.192150525,0.72302191,1.53125,
original,gldm,DependenceEntropy,2.877865082,3.480297154,1.918295834,
original,gldm,DependenceNonUniformity,7.933333333,9.826086957,3.333333333,
original,gldm,DependenceNonUniformityNormalized,0.264444444,0.213610586,0.555555556,
original,gldm,DependenceVariance,1.195555556,1.950850662,0.222222222,
original,gldm,GrayLevelNonUniformity,15.6,16.56521739,1.666666667,
original,gldm,GrayLevelVariance,0.24,0.911625709,1.222222222,
original,gldm,HighGrayLevelEmphasis,2.2,4.326086957,6.666666667,
original,gldm,LargeDependenceEmphasis,10.6,9.217391304,3,
original,gldm,LargeDependenceHighGrayLevelEmphasis,22.4,22.97826087,16.66666667,
original,gldm,LargeDependenceLowGrayLevelEmphasis,7.65,6.28615942,1.533564815,
original,gldm,LowGrayLevelEmphasis,0.7,0.532536232,0.422453704,
original,gldm,SmallDependenceEmphasis,0.185194444,0.330471014,0.5,
original,gldm,SmallDependenceHighGrayLevelEmphasis,0.41575,2.574818841,4.166666667,
original,gldm,SmallDependenceLowGrayLevelEmphasis,0.127555556,0.097210145,0.144675926,
original,glrlm,GrayLevelNonUniformity,14.25816153,15.24864928,1.533333333,
original,glrlm,GrayLevelNonUniformityNormalized,0.520407613,0.354315084,0.278888889,
original,glrlm,GrayLevelVariance,0.239796194,0.942546053,1.211111111,
original,glrlm,HighGrayLevelRunEmphasis,2.2012053,4.469530082,6.833333333,
original,glrlm,LongRunEmphasis,1.476377942,1.226999615,1.3,
original,glrlm,LongRunHighGrayLevelEmphasis,3.332620872,5.007643777,8.333333333,
original,glrlm,LongRunLowGrayLevelEmphasis,1.012317209,0.676455789,0.575810185,
original,glrlm,LowGrayLevelRunEmphasis,0.699698675,0.521271664,0.409143519,
original,glrlm,RunEntropy,1.306345068,1.961456485,1.920111964,
original,glrlm,RunLengthNonUniformity,24.16839217,37.87727595,4.7,
original,glrlm,RunLengthNonUniformityNormalized,0.85974773,0.876553887,0.84,
original,glrlm,RunPercentage,0.913888889,0.934782609,0.916666667,
original,glrlm,RunVariance,0.156000093,0.07163279,0.08,
original,glrlm,ShortRunEmphasis,0.925507656,0.947659267,0.925,
original,glrlm,ShortRunHighGrayLevelEmphasis,2.052814659,4.346533337,6.458333333,
original,glrlm,ShortRunLowGrayLevelEmphasis,0.643680905,0.485104177,0.367476852,
original,glszm,GrayLevelNonUniformity,3.333333333,5.666666667,1,
original,glszm,GrayLevelNonUniformityNormalized,0.555555556,0.314814815,0.25,
original,glszm,GrayLevelVariance,0.222222222,1.24691358,1.25,
original,glszm,HighGrayLevelZoneEmphasis,2,7.222222222,7.5,
original,glszm,LargeAreaEmphasis,44,14.22222222,2.5,
original,glszm,LargeAreaHighGrayLevelEmphasis,105,34.61111111,15,
original,glszm,LargeAreaLowGrayLevelEmphasis,28.75,10.17882716,1.189236111,
original,glszm,LowGrayLevelZoneEmphasis,0.75,0.31308642,0.355902778,
original,glszm,SizeZoneNonUniformity,1.666666667,6.666666667,2,
original,glszm,SizeZoneNonUniformityNormalized,0.277777778,0.37037037,0.5,
original,glszm,SmallAreaEmphasis,0.388171488,0.620154353,0.625,
original,glszm,SmallAreaHighGrayLevelEmphasis,0.892303719,5.946832594,5.625,
original,glszm,SmallAreaLowGrayLevelEmphasis,0.26213843,0.110830472,0.147569444,
original,glszm,ZoneEntropy,2.584962501,3.05881389,2,
original,glszm,ZonePercentage,0.2,0.391304348,0.666666667,
original,glszm,ZoneVariance,19,7.691358025,0.25,
original,ngtdm,Busyness,16.47142857,2.905140056,0.398809524,
original,ngtdm,Coarseness,0.151777971,0.093141201,0.537313433,
original,ngtdm,Complexity,0.439238095,6.013554471,6.768518519,
original,ngtdm,Contrast,0.104971429,0.118774009,0.240483539,
original,ngtdm,Strength,0.152422428,0.870544004,2.823529412,
log-sigma-1-0-mm-3D,firstorder,10Percentile,50.94727173,19.23728848,-24.2484684,
log-sigma-1-0-mm-3D,firstorder,90Percentile,79.28409119,68.79682159,26.47968292,
log-sigma-1-0-mm-3D,firstorder,Energy,130784.7045,118337.7613,3380.755357,
log-sigma-1-0-mm-3D,firstorder,Entropy,1.156779649,1.662316943,1.918295834,
log-sigma-1-0-mm-3D,firstorder,InterquartileRange,14.28602886,25.3663044,19.66716254,
log-sigma-1-0-mm-3D,firstorder,Kurtosis,2.855494686,3.08520052,2.529124762,
log-sigma-1-0-mm-3D,firstorder,Maximum,84.96881866,76.83112335,36.00567245,
log-sigma-1-0-mm-3D,firstorder,MeanAbsoluteDeviation,9.010628696,15.44771103,18.05926426,
log-sigma-1-0-mm-3D,firstorder,Mean,65.07524974,47.0696384,0.717605511,
log-sigma-1-0-mm-3D,firstorder,Median,65.89177704,49.83172417,-0.078397989,
log-sigma-1-0-mm-3D,firstorder,Minimum,37.11381149,-8.523183823,-41.52750778,
log-sigma-1-0-mm-3D,firstorder,Range,47.85500717,85.35430717,77.53318024,
log-sigma-1-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,6.287851532,10.99441241,7.705601335,
log-sigma-1-0-mm-3D,firstorder,RootMeanSquared,66.02643523,50.72041038,23.7372961,
log-sigma-1-0-mm-3D,firstorder,Skewness,-0.470831697,-0.716202582,-0.345425637,
log-sigma-1-0-mm-3D,firstorder,TotalEnergy,130784.7045,118337.7613,3380.755357,
log-sigma-1-0-mm-3D,firstorder,Uniformity,0.54,0.367674858,0.277777778,
log-sigma-1-0-mm-3D,firstorder,Variance,124.7020215,357.0091702,562.9442685,
log-sigma-1-0-mm-3D,glcm,Autocorrelation,4.680665205,11.87012442,5,
log-sigma-1-0-mm-3D,glcm,ClusterProminence,0.480998502,3.249258575,2.5,
log-sigma-1-0-mm-3D,glcm,ClusterShade,0.044682799,-0.402673056,0,
log-sigma-1-0-mm-3D,glcm,ClusterTendency,0.185370354,0.898546403,1,
log-sigma-1-0-mm-3D,glcm,Contrast,0.934685673,1.494039198,3.75,
log-sigma-1-0-mm-3D,glcm,Correlation,-0.170643797,-0.233088152,-0.316666667,
log-sigma-1-0-mm-3D,glcm,DifferenceAverage,0.679130117,0.9648699,1.75,
log-sigma-1-0-mm-3D,glcm,DifferenceEntropy,0.2344198,1.186937548,-3.20E-16,
log-sigma-1-0-mm-3D,glcm,DifferenceVariance,0.107602323,0.398074892,0,
log-sigma-1-0-mm-3D,glcm,Id,0.703027534,0.600608834,0.395833333,
log-sigma-1-0-mm-3D,glcm,Idm,0.685990497,0.57048198,0.325,
log-sigma-1-0-mm-3D,glcm,Idmn,0.918326305,0.947442272,0.830588235,
log-sigma-1-0-mm-3D,glcm,Idn,0.842995249,0.851419683,0.70952381,
log-sigma-1-0-mm-3D,glcm,Imc1,-0.625979926,-0.350179649,-0.821606462,
log-sigma-1-0-mm-3D,glcm,Imc2,0.673207609,0.748157467,0.9490268,
log-sigma-1-0-mm-3D,glcm,InverseVariance,0.455519006,0.550496032,0.590277778,
log-sigma-1-0-mm-3D,glcm,JointAverage,2.195120614,3.457282325,2.375,
log-sigma-1-0-mm-3D,glcm,JointEnergy,0.603287959,0.241732313,0.296875,
log-sigma-1-0-mm-3D,glcm,JointEntropy,0.966247742,2.401319031,1.875,
log-sigma-1-0-mm-3D,glcm,MCC,0.714745589,0.667769307,1,
log-sigma-1-0-mm-3D,glcm,MaximumProbability,0.654020468,0.346171214,0.3125,
log-sigma-1-0-mm-3D,glcm,SumAverage,4.390241228,6.91456465,4.75,
log-sigma-1-0-mm-3D,glcm,SumEntropy,0.33837075,1.535524648,0.875,
log-sigma-1-0-mm-3D,glcm,SumSquares,0.280014007,0.5981464,1.1875,
log-sigma-1-0-mm-3D,gldm,DependenceEntropy,3.134848614,3.326227034,1.918295834,
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformity,6.133333333,10.34782609,6,
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.204444444,0.224952741,1,
log-sigma-1-0-mm-3D,gldm,DependenceVariance,2.688888889,1.640831758,0,
log-sigma-1-0-mm-3D,gldm,GrayLevelNonUniformity,16.2,16.91304348,1.666666667,
log-sigma-1-0-mm-3D,gldm,GrayLevelVariance,0.29,0.661625709,0.916666667,
log-sigma-1-0-mm-3D,gldm,HighGrayLevelEmphasis,4.7,11.86956522,7.166666667,
log-sigma-1-0-mm-3D,gldm,LargeDependenceEmphasis,16.13333333,8,1,
log-sigma-1-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,69.3,114.6956522,7.166666667,
log-sigma-1-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,4.100925926,0.638550725,0.297453704,
log-sigma-1-0-mm-3D,gldm,LowGrayLevelEmphasis,0.297222222,0.123756039,0.297453704,
log-sigma-1-0-mm-3D,gldm,SmallDependenceEmphasis,0.149351285,0.381950483,1,
log-sigma-1-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,0.651108844,3.597922705,7.166666667,
log-sigma-1-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.069179385,0.070500998,0.297453704,
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformity,13.82853567,15.58829386,1.666666667,
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.514054826,0.359192432,0.277777778,
log-sigma-1-0-mm-3D,glrlm,GrayLevelVariance,0.315691608,0.677334938,0.916666667,
log-sigma-1-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,4.736087898,11.70606756,7.166666667,
log-sigma-1-0-mm-3D,glrlm,LongRunEmphasis,1.716839827,1.245193831,1,
log-sigma-1-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,7.872080745,15.15177957,7.166666667,
log-sigma-1-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.487869194,0.14630376,0.297453704,
log-sigma-1-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.304216518,0.126935504,0.297453704,
log-sigma-1-0-mm-3D,glrlm,RunEntropy,1.518717141,1.917163212,1.918295834,
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformity,23.69983249,39.34972074,6,
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.865047048,0.899559308,1,
log-sigma-1-0-mm-3D,glrlm,RunPercentage,0.888888889,0.941471572,1,
log-sigma-1-0-mm-3D,glrlm,RunVariance,0.22612462,0.089411339,0,
log-sigma-1-0-mm-3D,glrlm,ShortRunEmphasis,0.896122626,0.955714227,1,
log-sigma-1-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,4.253420018,11.07095091,7.166666667,
log-sigma-1-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.277136495,0.123475424,0.297453704,
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformity,2,6.157894737,1.666666667,
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.333333333,0.324099723,0.277777778,
log-sigma-1-0-mm-3D,glszm,GrayLevelVariance,0.666666667,0.831024931,0.916666667,
log-sigma-1-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,4.666666667,9.210526316,7.166666667,
log-sigma-1-0-mm-3D,glszm,LargeAreaEmphasis,45,16.42105263,1,
log-sigma-1-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,194.1666667,242.6315789,7.166666667,
log-sigma-1-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,11.41203704,1.255760234,0.297453704,
log-sigma-1-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.453703704,0.183026316,0.297453704,
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformity,1.333333333,9.315789474,6,
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.222222222,0.490304709,1,
log-sigma-1-0-mm-3D,glszm,SmallAreaEmphasis,0.264668367,0.714049708,1,
log-sigma-1-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,0.694090136,6.109371345,7.166666667,
log-sigma-1-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.215183296,0.150806124,0.297453704,
log-sigma-1-0-mm-3D,glszm,ZoneEntropy,2.584962501,2.905307776,1.918295834,
log-sigma-1-0-mm-3D,glszm,ZonePercentage,0.2,0.413043478,1,
log-sigma-1-0-mm-3D,glszm,ZoneVariance,20,10.55955679,0,
log-sigma-1-0-mm-3D,ngtdm,Busyness,0.45224359,0.551700223,0.308333333,
log-sigma-1-0-mm-3D,ngtdm,Coarseness,0.425230333,0.096058311,0.648648649,
log-sigma-1-0-mm-3D,ngtdm,Complexity,0.801280864,7.164991143,5.416666667,
log-sigma-1-0-mm-3D,ngtdm,Contrast,0.03002037,0.048893638,0.165509259,
log-sigma-1-0-mm-3D,ngtdm,Strength,0.62254025,0.818567183,2.666666667,
log-sigma-3-0-mm-3D,firstorder,10Percentile,-29.98320847,-61.02939987,-13.96512985,
log-sigma-3-0-mm-3D,firstorder,90Percentile,4.636351013,0.313345194,16.47829437,
log-sigma-3-0-mm-3D,firstorder,Energy,14056.43544,76757.44052,1069.070602,
log-sigma-3-0-mm-3D,firstorder,Entropy,1.373017485,1.98495791,0.918295834,
log-sigma-3-0-mm-3D,firstorder,InterquartileRange,18.24383438,37.22329378,17.53797698,
log-sigma-3-0-mm-3D,firstorder,Kurtosis,2.93878737,2.08351651,1.730863627,
log-sigma-3-0-mm-3D,firstorder,Maximum,13.93912125,15.44644451,19.73318291,
log-sigma-3-0-mm-3D,firstorder,MeanAbsoluteDeviation,11.31591322,19.95617972,11.87713676,
log-sigma-3-0-mm-3D,firstorder,Mean,-15.77750401,-33.24749315,-1.337410768,
log-sigma-3-0-mm-3D,firstorder,Median,-14.8714695,-33.8265667,-6.525396824,
log-sigma-3-0-mm-3D,firstorder,Minimum,-48.0117836,-81.94551849,-17.81183815,
log-sigma-3-0-mm-3D,firstorder,Range,61.95090485,97.39196301,37.54502106,
log-sigma-3-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,7.268548984,15.14684821,7.85492909,
log-sigma-3-0-mm-3D,firstorder,RootMeanSquared,21.64596609,40.84899033,13.34834947,
log-sigma-3-0-mm-3D,firstorder,Skewness,-0.147295468,0.226129108,0.499012959,
log-sigma-3-0-mm-3D,firstorder,TotalEnergy,14056.43544,76757.44052,1069.070602,
log-sigma-3-0-mm-3D,firstorder,Uniformity,0.428888889,0.279773157,0.555555556,
log-sigma-3-0-mm-3D,firstorder,Variance,219.6182151,563.2442103,176.3897661,
log-sigma-3-0-mm-3D,glcm,Autocorrelation,3.331980994,10.01868132,1.9375,
log-sigma-3-0-mm-3D,glcm,ClusterProminence,0.713933441,7.171503407,0.328125,
log-sigma-3-0-mm-3D,glcm,ClusterShade,-0.036869185,0.429137743,0.1875,
log-sigma-3-0-mm-3D,glcm,ClusterTendency,0.345845116,1.592594254,0.1875,
log-sigma-3-0-mm-3D,glcm,Contrast,0.986732456,1.607749147,0.75,
log-sigma-3-0-mm-3D,glcm,Correlation,-0.37982724,0.022496234,-0.5,
log-sigma-3-0-mm-3D,glcm,DifferenceAverage,0.781176901,0.962694202,0.75,
log-sigma-3-0-mm-3D,glcm,DifferenceEntropy,0.502300659,1.232261336,-3.20E-16,
log-sigma-3-0-mm-3D,glcm,DifferenceVariance,0.159180309,0.482061773,0,
log-sigma-3-0-mm-3D,glcm,Id,0.643670809,0.613959675,0.625,
log-sigma-3-0-mm-3D,glcm,Idm,0.629967105,0.583158393,0.625,
log-sigma-3-0-mm-3D,glcm,Idmn,0.910813934,0.944941566,0.85,
log-sigma-3-0-mm-3D,glcm,Idn,0.814983553,0.854037819,0.75,
log-sigma-3-0-mm-3D,glcm,Imc1,-0.607973299,-0.320060504,-1,
log-sigma-3-0-mm-3D,glcm,Imc2,0.759935826,0.78137843,0.921375897,
log-sigma-3-0-mm-3D,glcm,InverseVariance,0.601315789,0.513515834,0.75,
log-sigma-3-0-mm-3D,glcm,JointAverage,1.85060307,3.148257968,1.4375,
log-sigma-3-0-mm-3D,glcm,JointEnergy,0.44707095,0.177125804,0.53125,
log-sigma-3-0-mm-3D,glcm,JointEntropy,1.472510957,2.844496983,0.952819531,
log-sigma-3-0-mm-3D,glcm,MCC,0.753765977,0.660068428,1,
log-sigma-3-0-mm-3D,glcm,MaximumProbability,0.507309942,0.267316113,0.5625,
log-sigma-3-0-mm-3D,glcm,SumAverage,3.70120614,6.296515936,2.875,
log-sigma-3-0-mm-3D,glcm,SumEntropy,0.733951159,1.961464699,0.202819531,
log-sigma-3-0-mm-3D,glcm,SumSquares,0.333144393,0.80008585,0.234375,
log-sigma-3-0-mm-3D,gldm,DependenceEntropy,3.40291008,3.735761283,1.584962501,
log-sigma-3-0-mm-3D,gldm,DependenceNonUniformity,6.6,10.65217391,3.333333333,
log-sigma-3-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.22,0.231568998,0.555555556,
log-sigma-3-0-mm-3D,gldm,DependenceVariance,2.466666667,1.404536862,0.222222222,
log-sigma-3-0-mm-3D,gldm,GrayLevelNonUniformity,12.86666667,12.86956522,3.333333333,
log-sigma-3-0-mm-3D,gldm,GrayLevelVariance,0.405555556,0.969754253,0.222222222,
log-sigma-3-0-mm-3D,gldm,HighGrayLevelEmphasis,3.766666667,11.04347826,2,
log-sigma-3-0-mm-3D,gldm,LargeDependenceEmphasis,11.46666667,9.391304348,5.666666667,
log-sigma-3-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,45.16666667,87.04347826,9.666666667,
log-sigma-3-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,3.708333333,1.319281401,4.666666667,
log-sigma-3-0-mm-3D,gldm,LowGrayLevelEmphasis,0.456481481,0.144293478,0.75,
log-sigma-3-0-mm-3D,gldm,SmallDependenceEmphasis,0.256995087,0.253140097,0.203703704,
log-sigma-3-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,0.874276644,2.930464976,0.453703704,
log-sigma-3-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.16234548,0.050069277,0.141203704,
log-sigma-3-0-mm-3D,glrlm,GrayLevelNonUniformity,11.49070136,11.79720191,2.75,
log-sigma-3-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.41663347,0.275659854,0.541666667,
log-sigma-3-0-mm-3D,glrlm,GrayLevelVariance,0.425145978,0.99459281,0.229166667,
log-sigma-3-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,3.74418175,11.15210373,2.125,
log-sigma-3-0-mm-3D,glrlm,LongRunEmphasis,1.449036127,1.344692781,3.25,
log-sigma-3-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,5.572801749,14.44810147,5.5,
log-sigma-3-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.616700147,0.193844966,2.6875,
log-sigma-3-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.468987003,0.14517656,0.71875,
