Image type,Feature Class,Feature Name,Segmentation_segment_IPH_lipid,Segmentation_segment_Fibrous,Segmentation_segment_Calcium,Segmentation_segment_IPH
diagnostics,Mask-original,VoxelNum,2666,2140,89,40
diagnostics,Mask-original,VolumeNum,9,6,2,1
diagnostics,Mask-original,CenterOfMassIndex,"(297.62303075768943, 250.47899474868717, 118.21230307576894)","(301.4247663551402, 249.29859813084113, 116.65140186915887)","(313.438202247191, 242.62921348314606, 91.46067415730337)","(296.725, 255.425, 122.475)"
diagnostics,Mask-original,CenterOfMass,"(17.67564058983497, -162.2261097500937, -381.77539384846216)","(19.36117570823599, -162.74944965683406, -384.8971962616823)","(24.687445136938194, -165.70638386587075, -435.2786516853933)","(17.27749023437501, -160.03325195312493, -373.25000000000006)"
diagnostics,Image-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
diagnostics,Image-interpolated,Size,"(26, 31, 101)","(28, 30, 99)","(21, 18, 15)","(15, 16, 23)"
diagnostics,Image-interpolated,Mean,85.31847775,84.08641174,113.8444444,78.38134058
diagnostics,Image-interpolated,Minimum,-973,-973,-92,-108
diagnostics,Image-interpolated,Maximum,1221,1139,581,368
diagnostics,Mask-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
diagnostics,Mask-interpolated,Size,"(26, 31, 101)","(28, 30, 99)","(21, 18, 15)","(15, 16, 23)"
diagnostics,Mask-interpolated,BoundingBox,"(6, 6, 6, 13, 19, 88)","(6, 6, 6, 16, 18, 88)","(5, 6, 6, 10, 6, 4)","(5, 6, 6, 3, 3, 12)"
diagnostics,Mask-interpolated,VoxelNum,1042,806,36,16
diagnostics,Mask-interpolated,VolumeNum,12,8,2,2
diagnostics,Mask-interpolated,CenterOfMassIndex,"(9.694817658349328, 15.882917466410749, 59.32149712092131)","(11.305210918114144, 15.439205955334987, 58.19727047146402)","(9.555555555555555, 8.277777777777779, 7.277777777777778)","(6.25, 6.875, 9.25)"
diagnostics,Mask-interpolated,CenterOfMass,"(17.694817658349344, -162.11708253358918, -381.3785028790787)","(19.305210918114156, -162.56079404466496, -384.502729528536)","(24.55555555555557, -165.72222222222217, -435.4222222222223)","(17.250000000000014, -160.12499999999994, -373.45000000000005)"
diagnostics,Mask-interpolated,Mean,46.60172745,83.55334988,296.6944444,24.125
diagnostics,Mask-interpolated,Minimum,-3,35,149,18
diagnostics,Mask-interpolated,Maximum,98,193,581,31
original,shape,Elongation,0.159455233,0.141055809,0.277010371,0.189320433
original,shape,Flatness,0.137836752,0.099170221,0.215693622,0.109604922
original,shape,LeastAxisLength,8.960591884,9.440929845,3.409067101,1.878358121
original,shape,MajorAxisLength,65.00872785,95.19924161,15.80513636,17.13753439
original,shape,Maximum2DDiameterColumn,52.08646657,89.10667764,9.486832981,12.04159458
original,shape,Maximum2DDiameterRow,70.40596566,85.02352616,5,12.16552506
original,shape,Maximum2DDiameterSlice,10.44030651,11.40175425,10.44030651,3.605551275
original,shape,Maximum3DDiameter,88.84255737,89.40917179,10.63014581,12.20655562
original,shape,MeshVolume,877.2916667,525.875,28.66666667,10
original,shape,MinorAxisLength,10.36598182,13.42840602,4.378186686,3.244485431
original,shape,Sphericity,0.266793059,0.177630267,0.619950013,0.604355451
original,shape,SurfaceArea,1661.13757,1773.735424,73.06548115,37.14140667
original,shape,SurfaceVolumeRatio,1.893483813,3.372922128,2.548795854,3.714140667
original,shape,VoxelVolume,1042,806,36,16
original,firstorder,10Percentile,31,59,178.5,19.5
original,firstorder,90Percentile,59,119,425,28
original,firstorder,Energy,2392213,6149936,3544551,9506
original,firstorder,Entropy,1.212627678,1.857496125,3.604243669,0.988699408
original,firstorder,InterquartileRange,14,31,116.75,4.5
original,firstorder,Kurtosis,3.807036566,4.849164954,3.793396561,2.25735026
original,firstorder,Maximum,98,193,581,31
original,firstorder,MeanAbsoluteDeviation,8.77775465,19.86772901,79.77160494,2.890625
original,firstorder,Mean,46.60172745,83.55334988,296.6944444,24.125
original,firstorder,Median,48,75.5,276.5,24
original,firstorder,Minimum,-3,35,149,18
original,firstorder,Range,101,158,432,13
original,firstorder,RobustMeanAbsoluteDeviation,6.275782634,13.65781998,51.98979592,2.189349112
original,firstorder,RootMeanSquared,47.91440104,87.35097909,313.7829664,24.37467949
original,firstorder,Skewness,-0.240200063,1.353537388,0.962003321,0.010845843
original,firstorder,TotalEnergy,2392213,6149936,3544551,9506
original,firstorder,Uniformity,0.46867275,0.339984237,0.091049383,0.5078125
original,firstorder,Variance,124.0688262,649.0312729,10432.15664,12.109375
original,glcm,Autocorrelation,11.67543839,7.727313566,60.29739094,2.083333333
original,glcm,ClusterProminence,1.191959081,27.76869328,2840.693326,0.206346505
original,glcm,ClusterShade,-0.034940187,4.665358436,91.31790816,0.043678977
original,glcm,ClusterTendency,0.691352371,2.3941211,29.00597194,0.226483586
original,glcm,Contrast,0.501487068,1.410307517,37.98009824,0.731060606
original,glcm,Correlation,0.159442634,0.258533095,-0.140048902,-0.513564214
original,glcm,DifferenceAverage,0.462081535,0.760989489,4.66522311,0.731060606
original,glcm,DifferenceEntropy,1.090224009,1.636426936,2.468780522,0.388467127
original,glcm,DifferenceVariance,0.282157797,0.806164514,14.21758097,0.092645202
original,glcm,Id,0.775526822,0.703249857,0.32809992,0.634469697
original,glcm,Idm,0.772899786,0.68085427,0.243654408,0.634469697
original,glcm,Idmn,0.981025608,0.974670063,0.919249011,0.853787879
original,glcm,Idn,0.923924638,0.91297675,0.823977215,0.756313131
original,glcm,Imc1,-0.042004484,-0.08366769,-0.73288404,-0.640363962
original,glcm,Imc2,0.258478978,0.467808359,0.994211977,0.727183262
original,glcm,InverseVariance,0.427601693,0.39901093,0.191434129,0.731060606
original,glcm,JointAverage,3.409965927,2.7345648,7.875135698,1.482954545
original,glcm,JointEnergy,0.243421579,0.164805766,0.072071349,0.428582702
original,glcm,JointEntropy,2.274437233,3.287008234,4.00587084,1.302249953
original,glcm,MCC,0.218856932,0.371940392,0.982295087,0.734054834
original,glcm,MaximumProbability,0.336074671,0.323768469,0.11776307,0.46969697
original,glcm,SumAverage,6.819931854,5.4691296,15.7502714,2.965909091
original,glcm,SumEntropy,1.715026689,2.350022539,2.867459229,0.571189347
original,glcm,SumSquares,0.29820986,0.951107154,16.74651754,0.239386048
original,gldm,DependenceEntropy,5.107656754,5.006289123,4.315622571,2.352217001
original,gldm,DependenceNonUniformity,67.07869482,86.86352357,10.11111111,4.75
original,gldm,DependenceNonUniformityNormalized,0.064374947,0.107771121,0.280864198,0.296875
original,gldm,DependenceVariance,19.43155603,11.3580405,1.154320988,0.859375
original,gldm,GrayLevelNonUniformity,488.3570058,274.0272953,3.277777778,8.125
original,gldm,GrayLevelVariance,0.319812593,1.113799112,16.78626543,0.24609375
original,gldm,HighGrayLevelEmphasis,12.07773512,9.143920596,70.97222222,2.3125
original,gldm,LargeDependenceEmphasis,87.83493282,35.08436725,5.611111111,9.125
original,gldm,LargeDependenceHighGrayLevelEmphasis,1007.352207,201.5955335,319.9166667,22.8125
original,gldm,LargeDependenceLowGrayLevelEmphasis,8.272181702,7.427355189,0.21601661,5.703125
original,gldm,LowGrayLevelEmphasis,0.093705481,0.171875454,0.072618854,0.671875
original,gldm,SmallDependenceEmphasis,0.064621925,0.200620349,0.468510802,0.194878472
original,gldm,SmallDependenceHighGrayLevelEmphasis,0.810450857,2.984506948,37.57626543,0.523003472
original,gldm,SmallDependenceLowGrayLevelEmphasis,0.007759754,0.026959419,0.052033776,0.112847222
original,glrlm,GrayLevelNonUniformity,342.0287465,218.4336926,3.119580664,7.456682207
original,glrlm,GrayLevelNonUniformityNormalized,0.454881204,0.317018836,0.090501749,0.509532351
original,glrlm,GrayLevelVariance,0.349068228,1.191886636,17.27701084,0.245233825
original,glrlm,HighGrayLevelRunEmphasis,12.2211301,9.675548105,71.61072004,2.304254079
original,glrlm,LongRunEmphasis,2.927540753,1.791295749,1.138787683,1.374358974
original,glrlm,LongRunHighGrayLevelEmphasis,34.75221774,14.71221561,79.54529686,3.19469697
original,glrlm,LongRunLowGrayLevelEmphasis,0.273350573,0.325475828,0.079123723,0.919274476
original,glrlm,LowGrayLevelRunEmphasis,0.094160591,0.166335033,0.074405721,0.67393648
original,glrlm,RunEntropy,2.421205623,2.579753828,3.706866692,1.239294484
original,glrlm,RunLengthNonUniformity,447.8169366,532.1140084,31.6385967,13.17498057
original,glrlm,RunLengthNonUniformityNormalized,0.580395545,0.763482754,0.915246649,0.881397539
original,glrlm,RunPercentage,0.720360254,0.851116625,0.957264957,0.914772727
original,glrlm,RunVariance,0.745041276,0.329219172,0.042376676,0.059301231
original,glrlm,ShortRunEmphasis,0.779385637,0.89091829,0.965303079,0.906410256
original,glrlm,ShortRunHighGrayLevelEmphasis,9.611860527,8.959306725,69.62707583,2.081643357
original,glrlm,ShortRunLowGrayLevelEmphasis,0.073804083,0.144748814,0.073226221,0.612601981
original,glszm,GrayLevelNonUniformity,18.94117647,38.69230769,1.952380952,2.6
original,glszm,GrayLevelNonUniformityNormalized,0.278546713,0.212595097,0.092970522,0.52
original,glszm,GrayLevelVariance,0.942906574,1.790031397,23.66439909,0.24
original,glszm,HighGrayLevelZoneEmphasis,11.79411765,15.06043956,78.14285714,2.8
original,glszm,LargeAreaEmphasis,4473.323529,165.4835165,4.19047619,13.2
original,glszm,LargeAreaHighGrayLevelEmphasis,52892.16176,839.2527473,257.6666667,25.8
original,glszm,LargeAreaLowGrayLevelEmphasis,409.4432516,37.30385808,0.201807044,10.05
original,glszm,LowGrayLevelZoneEmphasis,0.131058007,0.129642577,0.098491977,0.55
original,glszm,SizeZoneNonUniformity,14.70588235,63.03296703,9.095238095,1
original,glszm,SizeZoneNonUniformityNormalized,0.216262976,0.346334984,0.433106576,0.2
original,glszm,SmallAreaEmphasis,0.443502637,0.604498096,0.68212963,0.290277778
original,glszm,SmallAreaHighGrayLevelEmphasis,5.783630913,10.52590468,56.08179894,1.077777778
original,glszm,SmallAreaLowGrayLevelEmphasis,0.066130523,0.075112732,0.084192124,0.093402778
original,glszm,ZoneEntropy,4.244301168,4.4248248,3.916126947,2.321928095
original,glszm,ZonePercentage,0.065259117,0.225806452,0.583333333,0.3125
original,glszm,ZoneVariance,4238.512976,145.8712716,1.25170068,2.96
original,ngtdm,Busyness,9.231979949,7.412021491,0.170255186,7.005595238
original,ngtdm,Coarseness,0.005325997,0.006782826,0.094311911,0.228388873
original,ngtdm,Complexity,4.724179442,14.40506216,324.1818008,0.547312128
original,ngtdm,Contrast,0.013259476,0.035020909,0.661440842,0.135150146
original,ngtdm,Strength,0.05795726,0.170302953,10.1344622,0.227611435
log-sigma-1-0-mm-3D,firstorder,10Percentile,0.653134471,-13.94639206,-130.4231567,27.30639839
log-sigma-1-0-mm-3D,firstorder,90Percentile,55.2641758,50.00505447,-8.515602112,47.93416405
log-sigma-1-0-mm-3D,firstorder,Energy,1293185.419,774463.4733,242957.4299,23144.80944
log-sigma-1-0-mm-3D,firstorder,Entropy,1.805141032,2.070681904,2.781308866,0.868392729
log-sigma-1-0-mm-3D,firstorder,InterquartileRange,27.69412732,35.04594547,52.77842379,13.71706867
log-sigma-1-0-mm-3D,firstorder,Kurtosis,2.594630004,2.710454527,3.597219376,2.174987957
log-sigma-1-0-mm-3D,firstorder,Maximum,74.82532501,86.08872986,27.28157425,54.31663132
log-sigma-1-0-mm-3D,firstorder,MeanAbsoluteDeviation,16.56817037,19.78503709,37.25716888,7.620664358
log-sigma-1-0-mm-3D,firstorder,Mean,28.65182856,19.158894,-65.79567981,36.99630952
log-sigma-1-0-mm-3D,firstorder,Median,29.43271732,19.83912849,-58.27268791,36.71454239
log-sigma-1-0-mm-3D,firstorder,Minimum,-24.71250916,-61.88428116,-197.4575806,22.40652847
log-sigma-1-0-mm-3D,firstorder,Range,99.53783417,147.973011,224.7391548,31.91010284
log-sigma-1-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,11.7313819,14.25588152,22.68748924,5.50183026
log-sigma-1-0-mm-3D,firstorder,RootMeanSquared,35.22869374,30.99794825,82.15118683,38.03354559
log-sigma-1-0-mm-3D,firstorder,Skewness,-0.233721262,-0.106596749,-0.741591728,0.231115785
log-sigma-1-0-mm-3D,firstorder,TotalEnergy,1293185.419,774463.4733,242957.4299,23144.80944
log-sigma-1-0-mm-3D,firstorder,Uniformity,0.314397972,0.275277232,0.172839506,0.6796875
log-sigma-1-0-mm-3D,firstorder,Variance,420.1335823,593.8095762,2419.746017,77.82367213
log-sigma-1-0-mm-3D,glcm,Autocorrelation,7.211926242,19.01678605,31.22945471,4.064393939
log-sigma-1-0-mm-3D,glcm,ClusterProminence,13.46502763,28.76537463,160.6374886,0.192733816
log-sigma-1-0-mm-3D,glcm,ClusterShade,-0.598090041,-0.177536579,-8.005197835,0.072061763
log-sigma-1-0-mm-3D,glcm,ClusterTendency,2.3058687,3.292555173,7.455733594,0.152619949
log-sigma-1-0-mm-3D,glcm,Contrast,0.550234477,0.788443697,7.142415917,0.162878788
log-sigma-1-0-mm-3D,glcm,Correlation,0.614485646,0.612884333,0.026458244,0.421866077
log-sigma-1-0-mm-3D,glcm,DifferenceAverage,0.485517455,0.608321557,2.120384615,0.162878788
log-sigma-1-0-mm-3D,glcm,DifferenceEntropy,1.129053252,1.314657598,2.183804728,0.454792033
log-sigma-1-0-mm-3D,glcm,DifferenceVariance,0.303242759,0.404702246,2.328374179,0.107165404
log-sigma-1-0-mm-3D,glcm,Id,0.768027443,0.72462439,0.42490177,0.918560606
log-sigma-1-0-mm-3D,glcm,Idm,0.763712975,0.713851435,0.348697701,0.918560606
log-sigma-1-0-mm-3D,glcm,Idmn,0.968775331,0.984694497,0.940067495,0.983712121
log-sigma-1-0-mm-3D,glcm,Idn,0.905053743,0.926420329,0.838812559,0.959280303
log-sigma-1-0-mm-3D,glcm,Imc1,-0.220474236,-0.209531864,-0.431063414,-0.093553249
log-sigma-1-0-mm-3D,glcm,Imc2,0.715312724,0.743024945,0.918687096,0.212705724
log-sigma-1-0-mm-3D,glcm,InverseVariance,0.42889006,0.46238035,0.404145953,0.162878788
log-sigma-1-0-mm-3D,glcm,JointAverage,2.601829616,4.283533434,5.5701998,2.013257576
log-sigma-1-0-mm-3D,glcm,JointEnergy,0.139858764,0.106517406,0.081067184,0.740767045
log-sigma-1-0-mm-3D,glcm,JointEntropy,3.162851622,3.66837698,3.804797246,0.664735701
log-sigma-1-0-mm-3D,glcm,MCC,0.655401274,0.658104662,0.800794315,0.183549784
log-sigma-1-0-mm-3D,glcm,MaximumProbability,0.238324909,0.193975518,0.121626707,0.825757576
log-sigma-1-0-mm-3D,glcm,SumAverage,5.203659231,8.567066869,11.1403996,4.026515152
log-sigma-1-0-mm-3D,glcm,SumEntropy,2.560629883,2.836073196,2.625701026,0.501856913
log-sigma-1-0-mm-3D,glcm,SumSquares,0.714025794,1.020249718,3.649537378,0.078874684
log-sigma-1-0-mm-3D,gldm,DependenceEntropy,5.785755621,5.327740749,3.742589502,3.030639062
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformity,72.30326296,91.33498759,11,2.875
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.069388928,0.113318843,0.305555556,0.1796875
log-sigma-1-0-mm-3D,gldm,DependenceVariance,18.74196971,8.564075882,1,6.8125
log-sigma-1-0-mm-3D,gldm,GrayLevelNonUniformity,327.6026871,221.8734491,6.222222222,10.875
log-sigma-1-0-mm-3D,gldm,GrayLevelVariance,0.74751143,1.036026329,3.719135802,0.18359375
log-sigma-1-0-mm-3D,gldm,HighGrayLevelEmphasis,7.738003839,19.27295285,39.05555556,4.4375
log-sigma-1-0-mm-3D,gldm,LargeDependenceEmphasis,85.78694818,32.92307692,5,29.375
log-sigma-1-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,618.7975048,614.0272953,172.2222222,119.8125
log-sigma-1-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,21.21556435,2.121443018,0.378651585,7.321180556
log-sigma-1-0-mm-3D,gldm,LowGrayLevelEmphasis,0.234438313,0.069324426,0.086342439,0.279513889
log-sigma-1-0-mm-3D,gldm,SmallDependenceEmphasis,0.057213249,0.137247017,0.512152778,0.159224872
log-sigma-1-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,0.437174372,2.436126768,24.38657407,0.605649487
log-sigma-1-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.014374317,0.010966168,0.027940935,0.08234094
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformity,234.2814874,185.2578493,5.890684479,8.448251748
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.310720949,0.270901353,0.170180856,0.635148199
log-sigma-1-0-mm-3D,glrlm,GrayLevelVariance,0.760463191,1.068837435,3.771321835,0.215243618
log-sigma-1-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,7.839828331,19.29617273,39.34445926,4.486752137
log-sigma-1-0-mm-3D,glrlm,LongRunEmphasis,2.979893174,1.892186422,1.124014221,1.728338328
log-sigma-1-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,22.25071102,36.40167864,43.32119245,7.551620602
log-sigma-1-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.720374495,0.129342014,0.097409347,0.465522286
log-sigma-1-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.232173391,0.070084453,0.086162831,0.287646458
log-sigma-1-0-mm-3D,glrlm,RunEntropy,2.953104139,2.768557858,2.941061557,1.500730076
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformity,463.664581,530.3705876,32.05326438,9.93988234
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.594064223,0.758458124,0.923668594,0.742346724
log-sigma-1-0-mm-3D,glrlm,RunPercentage,0.723534623,0.848635236,0.961538462,0.829545455
log-sigma-1-0-mm-3D,glrlm,RunVariance,0.722171105,0.351943299,0.038165703,0.184456905
log-sigma-1-0-mm-3D,glrlm,ShortRunEmphasis,0.78285497,0.883038614,0.968996445,0.842520443
log-sigma-1-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,6.167787497,17.06207661,38.35027596,3.818955119
log-sigma-1-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.180629276,0.062418158,0.083351202,0.249328758
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformity,18.05084746,32.48837209,3.454545455,1.5
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.305946567,0.251847846,0.157024793,0.375
log-sigma-1-0-mm-3D,glszm,GrayLevelVariance,0.841712152,1.307132985,4.216942149,0.5
log-sigma-1-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,8.288135593,17.74418605,44.13636364,4.5
log-sigma-1-0-mm-3D,glszm,LargeAreaEmphasis,3758.474576,221.7364341,4.090909091,32.5
log-sigma-1-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,26586.45763,4123.767442,146.1818182,134.25
log-sigma-1-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,725.5754473,13.61465863,0.307863592,8.173611111
log-sigma-1-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.239642185,0.084147155,0.074634361,0.402777778
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformity,11.20338983,26.89147287,11.09090909,1.5
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.189887963,0.20846103,0.504132231,0.375
log-sigma-1-0-mm-3D,glszm,SmallAreaEmphasis,0.400948672,0.442339845,0.732323232,0.377066116
log-sigma-1-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,2.801295106,7.227997016,36.90782828,1.070764463
log-sigma-1-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.111644438,0.037776932,0.030601315,0.273085973
log-sigma-1-0-mm-3D,glszm,ZoneEntropy,4.332505559,4.755883634,3.477175233,2
log-sigma-1-0-mm-3D,glszm,ZonePercentage,0.056621881,0.160049628,0.611111111,0.25
log-sigma-1-0-mm-3D,glszm,ZoneVariance,3446.563057,182.6981552,1.41322314,16.5
log-sigma-1-0-mm-3D,ngtdm,Busyness,16.65395331,2.908370542,0.164957772,0.277321429
log-sigma-1-0-mm-3D,ngtdm,Coarseness,0.008682726,0.010741516,0.122330533,0.576947843
log-sigma-1-0-mm-3D,ngtdm,Complexity,1.941558871,9.338441517,50.29306085,0.752122307
log-sigma-1-0-mm-3D,ngtdm,Contrast,0.046065758,0.022815596,0.164842132,0.016005259
log-sigma-1-0-mm-3D,ngtdm,Strength,0.041906576,0.19189514,3.564935193,1.224751067
log-sigma-3-0-mm-3D,firstorder,10Percentile,-23.01424866,-60.08469963,-103.3490295,1.976944089
log-sigma-3-0-mm-3D,firstorder,90Percentile,39.28409958,21.81159496,-29.49842739,28.30364609
log-sigma-3-0-mm-3D,firstorder,Energy,688484.3919,1186577.966,185152.7657,4436.741987
log-sigma-3-0-mm-3D,firstorder,Entropy,2.045013141,2.340108179,2.266811438,1.014097656
log-sigma-3-0-mm-3D,firstorder,InterquartileRange,35.13065314,39.32379699,36.96825314,19.66569042
log-sigma-3-0-mm-3D,firstorder,Kurtosis,2.541511161,2.813110431,2.567789313,1.719471486
log-sigma-3-0-mm-3D,firstorder,Maximum,66.7685318,60.39611435,-8.379488945,32.21646118
log-sigma-3-0-mm-3D,firstorder,MeanAbsoluteDeviation,19.88773334,24.12653682,22.59096674,10.32181578
log-sigma-3-0-mm-3D,firstorder,Mean,8.694582347,-23.33826503,-65.84704031,12.2572272
log-sigma-3-0-mm-3D,firstorder,Median,9.545989513,-27.11189461,-64.0929451,7.620854378
log-sigma-3-0-mm-3D,firstorder,Minimum,-58.23145676,-83.88850403,-131.1208344,-2.688221455
log-sigma-3-0-mm-3D,firstorder,Range,124.9999886,144.2846184,122.7413454,34.90468264
log-sigma-3-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,14.38716908,16.58043139,15.37301697,8.057602843
log-sigma-3-0-mm-3D,firstorder,RootMeanSquared,25.7047385,38.36901223,71.71563554,16.6522183
log-sigma-3-0-mm-3D,firstorder,Skewness,-0.12499624,0.469461144,-0.095228109,0.517014568
log-sigma-3-0-mm-3D,firstorder,TotalEnergy,688484.3919,1186577.966,185152.7657,4436.741987
log-sigma-3-0-mm-3D,firstorder,Uniformity,0.272064648,0.228414066,0.237654321,0.6015625
log-sigma-3-0-mm-3D,firstorder,Variance,585.1378193,927.5064845,807.299664,127.0567556
log-sigma-3-0-mm-3D,glcm,Autocorrelation,16.59446104,14.28740757,16.71535631,4.776515152
log-sigma-3-0-mm-3D,glcm,ClusterProminence,23.18664696,78.15680013,18.11756181,0.311119003
log-sigma-3-0-mm-3D,glcm,ClusterShade,-0.787112168,4.884473688,0.565826932,0.081334175
log-sigma-3-0-mm-3D,glcm,ClusterTendency,2.907393767,5.372182898,2.424977446,0.244318182
log-sigma-3-0-mm-3D,glcm,Contrast,0.658131468,0.778361245,2.976865634,0.340909091
log-sigma-3-0-mm-3D,glcm,Correlation,0.62796908,0.746178197,0.026497931,0.167493113
