"Image type","Feature Class","Feature Name","Segmentation_segment_IPH","Segmentation_segment_IPH_lipid","Segmentation_segment_Calcium","Segmentation_segment_Fibrous"
"diagnostics","Mask-original","Spacing","(0.507, 0.507, 2.0)","(0.507, 0.507, 2.0)","","(0.507, 0.507, 2.0)"
"diagnostics","Mask-original","Size","(512, 512, 163)","(512, 512, 163)","","(512, 512, 163)"
"diagnostics","Mask-original","BoundingBox","(192, 246, 73, 23, 27, 21)","(192, 243, 72, 28, 34, 20)","","(189, 242, 72, 28, 35, 21)"
"diagnostics","Mask-original","VoxelNum","159","591","","1615"
"diagnostics","Mask-original","VolumeNum","17","16","","11"
"diagnostics","Mask-original","CenterOfMassIndex","(202.8490566037736, 257.75471698113205, 84.56603773584905)","(203.85109983079525, 259.7580372250423, 82.11675126903553)","","(203.85634674922602, 261.0848297213622, 82.39256965944273)"
"diagnostics","Mask-original","CenterOfMass","(-23.151528301886728, 0.9356415094339638, -605.3679245283015)","(-22.643492385786743, 1.9513248730964676, -610.2664974619285)","","(-22.64083219814235, 2.624008668730653, -609.714860681114)"
"diagnostics","Image-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","","(1.0, 1.0, 1.0)"
"diagnostics","Image-interpolated","Size","(23, 26, 53)","(26, 30, 51)","","(26, 30, 53)"
"diagnostics","Image-interpolated","Mean","107.15037546538777","92.3482151835093","","93.03154329946783"
"diagnostics","Image-interpolated","Minimum","-1002.0","-1033.0","","-1033.0"
"diagnostics","Image-interpolated","Maximum","1341.0","1494.0","","1341.0"
"diagnostics","Mask-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","","(1.0, 1.0, 1.0)"
"diagnostics","Mask-interpolated","Size","(23, 26, 53)","(26, 30, 51)","","(26, 30, 53)"
"diagnostics","Mask-interpolated","BoundingBox","(5, 7, 6, 12, 9, 40)","(5, 6, 6, 14, 17, 40)","","(6, 7, 6, 14, 16, 42)"
"diagnostics","Mask-interpolated","VoxelNum","82","318","","800"
"diagnostics","Mask-interpolated","VolumeNum","14","22","","5"
"diagnostics","Mask-interpolated","CenterOfMassIndex","(10.121951219512194, 11.317073170731707, 29.71951219512195)","(10.962264150943396, 14.150943396226415, 26.90251572327044)","","(12.9575, 15.08, 27.21)"
"diagnostics","Mask-interpolated","CenterOfMass","(-23.627548780487746, 0.8175731707317233, -605.2804878048776)","(-22.787235849056543, 1.6514433962264459, -610.0974842767291)","","(-22.791999999999927, 2.580500000000031, -609.7899999999995)"
"diagnostics","Mask-interpolated","Mean","15.329268292682928","46.783018867924525","","92.66"
"diagnostics","Mask-interpolated","Minimum","-35.0","1.0","","28.0"
"diagnostics","Mask-interpolated","Maximum","67.0","128.0","","205.0"
"original","shape","Elongation","0.3390867048186393","0.2921445950893701","","0.26482060448603706"
"original","shape","Flatness","0.23733131582355624","0.21189571938684582","","0.25133121952174214"
"original","shape","LeastAxisLength","8.436322521895583","10.191799284744633","","11.729202133611018"
"original","shape","MajorAxisLength","35.5466049333648","48.09818392856749","","46.668305497146356"
"original","shape","Maximum2DDiameterColumn","33.015148038438355","38.01315561749642","","42.7551166528639"
"original","shape","Maximum2DDiameterRow","39.11521443121589","40.85339643163099","","43.174066289845804"
"original","shape","Maximum2DDiameterSlice","10.44030650891055","14.212670403551895","","14.035668847618199"
"original","shape","Maximum3DDiameter","40.124805295477756","41.593268686170845","","43.69210454990696"
"original","shape","MeshVolume","31.375","211.75","","559.5833333333334"
"original","shape","MinorAxisLength","12.053381134344656","14.051624468345397","","12.358728872093344"
"original","shape","Sphericity","0.24595442250123037","0.23693941702538612","","0.1917438768899264"
"original","shape","SurfaceArea","195.59240110120754","725.0964100163144","","1712.6651776208162"
"original","shape","SurfaceVolumeRatio","6.234020752229722","3.4243041795339524","","3.06060791235291"
"original","shape","VoxelVolume","82.0","318.0","","800.0"
"original","firstorder","10Percentile","-18.400000000000002","27.0","","58.900000000000006"
"original","firstorder","90Percentile","37.0","66.30000000000001","","131.10000000000002"
"original","firstorder","Energy","56529.0","785057.0","","7518408.0"
"original","firstorder","Entropy","1.8341636134430908","1.5351543364311133","","2.2489271810501386"
"original","firstorder","InterquartileRange","24.0","21.75","","35.5"
"original","firstorder","Kurtosis","3.1215676961465624","4.755023712763589","","3.4121441250551925"
"original","firstorder","Maximum","67.0","128.0","","205.0"
"original","firstorder","MeanAbsoluteDeviation","16.11005353955979","12.887741782366204","","22.39945"
"original","firstorder","Mean","15.329268292682928","46.783018867924525","","92.66"
"original","firstorder","Median","18.5","47.0","","91.0"
"original","firstorder","Minimum","-35.0","1.0","","28.0"
"original","firstorder","Range","102.0","127.0","","177.0"
"original","firstorder","RobustMeanAbsoluteDeviation","10.033136094674557","8.8748779296875","","15.35091796875"
"original","firstorder","RootMeanSquared","26.256009765013566","49.68634323838408","","96.94333396371304"
"original","firstorder","Skewness","-0.32333954815268856","0.5860649144432636","","0.6425198165244684"
"original","firstorder","TotalEnergy","56529.0","785057.0","","7518408.0"
"original","firstorder","Uniformity","0.3417608566329566","0.40520549028915","","0.24849375"
"original","firstorder","Variance","454.39158239143364","280.0818500059333","","812.1344"
"original","glcm","Autocorrelation","8.758841641450338","5.519436919640668","","10.511758274897451"
"original","glcm","ClusterProminence","7.37133697518533","1.9316181607721608","","24.65849832103598"
"original","glcm","ClusterShade","0.5381029927888162","0.14847197246458033","","1.8682768165313837"
"original","glcm","ClusterTendency","1.3728743089016942","0.8008415422453277","","2.752065198398301"
"original","glcm","Contrast","1.330672165998253","0.7874287448965873","","1.8782349043130229"
"original","glcm","Correlation","-0.037609029688438905","-0.004130504269981489","","0.18464059329911292"
"original","glcm","DifferenceAverage","0.8552390242607634","0.6249780468918558","","0.9992197932959418"
"original","glcm","DifferenceEntropy","1.1522040035554755","1.2956223420830262","","1.787198148830612"
"original","glcm","DifferenceVariance","0.46418678226771354","0.39203929066011134","","0.8601987435682941"
"original","glcm","Id","0.6418797034286163","0.7131904542082346","","0.6177565660626241"
"original","glcm","Idm","0.6199238020433674","0.7037014748545113","","0.5850857389163688"
"original","glcm","Idmn","0.9539165940828939","0.97948835302574","","0.9732990932293121"
"original","glcm","Idn","0.8680843106600094","0.9135500275039868","","0.8979674115586297"
"original","glcm","Imc1","-0.4008616063086141","-0.04898188657370328","","-0.05133571991982677"
"original","glcm","Imc2","0.8286335373844287","0.33356628366684316","","0.4165860140098274"
"original","glcm","InverseVariance","0.5312205273255998","0.4956308543518507","","0.4828158762311308"
"original","glcm","JointAverage","2.951283408620365","2.348415231477394","","3.20799226335645"
"original","glcm","JointEnergy","0.2363164072140382","0.21160417141740348","","0.08220732284080184"
"original","glcm","JointEntropy","2.6171709569678607","2.6506270965453322","","4.098863057151774"
"original","glcm","MCC","0.7559225820766385","0.2309607177702584","","0.2894390644146173"
"original","glcm","MaximumProbability","0.34797460993113166","0.3298712343779845","","0.17249515521804754"
"original","glcm","SumAverage","5.90256681724073","4.696830462954788","","6.415984526712899"
"original","glcm","SumEntropy","1.6884583335792394","1.816291942630038","","2.718753846516294"
"original","glcm","SumSquares","0.6758866187249868","0.3970675717854787","","1.157575025677831"
"original","gldm","DependenceEntropy","3.8753136860071185","4.25661422084193","","5.089304328020947"
"original","gldm","DependenceNonUniformity","18.804878048780488","46.22012578616352","","110.24"
"original","gldm","DependenceNonUniformityNormalized","0.22932778108268886","0.14534630750365887","","0.1378"
"original","gldm","DependenceVariance","3.023200475907198","6.972785886634231","","6.594474999999999"
"original","gldm","GrayLevelNonUniformity","28.024390243902438","128.85534591194968","","198.795"
"original","gldm","GrayLevelVariance","0.7806365258774539","0.5189767018709703","","1.4086859375"
"original","gldm","HighGrayLevelEmphasis","10.451219512195122","6.336477987421383","","11.80125"
"original","gldm","LargeDependenceEmphasis","9.707317073170731","21.836477987421382","","22.1575"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","87.67073170731707","111.09748427672956","","219.29125"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","1.2947662601626015","4.897946366177498","","2.9077241656037414"
"original","gldm","LowGrayLevelEmphasis","0.15887872628726288","0.240451607267645","","0.1615790267148526"
"original","gldm","SmallDependenceEmphasis","0.4323955414369903","0.24520644413914666","","0.23302610973480264"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","5.13732545558874","1.7614501214203182","","3.6090488146618984"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.07132948051498025","0.08416162661247127","","0.0482122968698804"
"original","glrlm","GrayLevelNonUniformity","25.63391969095595","110.8404749684352","","169.2078137112679"
"original","glrlm","GrayLevelNonUniformityNormalized","0.3322166815962998","0.3909109159526626","","0.23819244631010714"
"original","glrlm","GrayLevelVariance","0.8091426729368975","0.5549132589291096","","1.501627250591992"
"original","glrlm","HighGrayLevelRunEmphasis","10.561865183715481","6.448029394534195","","12.02798689234457"
"original","glrlm","LongRunEmphasis","1.2426231420569793","1.4719342025724214","","1.4811155275781382"
"original","glrlm","LongRunHighGrayLevelEmphasis","12.730612387512737","9.012708626347093","","16.889932168207494"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.19379134571774317","0.34551914647335596","","0.22911416294521755"
"original","glrlm","LowGrayLevelRunEmphasis","0.1601198364946113","0.24397444629967152","","0.16505054713720668"
"original","glrlm","RunEntropy","2.1168896664982593","2.091774556953686","","2.8242394713289274"
"original","glrlm","RunLengthNonUniformity","69.45704529500617","231.81696068906615","","579.4935474012316"
"original","glrlm","RunLengthNonUniformityNormalized","0.8927027293384833","0.8102517224407039","","0.8100865188154178"
"original","glrlm","RunPercentage","0.9390243902439024","0.8901790033865505","","0.8867307692307692"
"original","glrlm","RunVariance","0.0814595268698942","0.17058189937959453","","0.18255844747833633"
"original","glrlm","ShortRunEmphasis","0.9513937976308416","0.9149456194523571","","0.915990035222132"
"original","glrlm","ShortRunHighGrayLevelEmphasis","10.128124631071946","5.973279218553179","","11.175880641809385"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.1530408017605046","0.22585659290260598","","0.1533919124514296"
"original","glszm","GrayLevelNonUniformity","13.311111111111112","26.895833333333332","","39.25217391304348"
"original","glszm","GrayLevelNonUniformityNormalized","0.2958024691358025","0.2801649305555556","","0.17066162570888468"
"original","glszm","GrayLevelVariance","0.9728395061728395","1.0623914930555554","","2.5698487712665408"
"original","glszm","HighGrayLevelZoneEmphasis","11.355555555555556","7.260416666666667","","15.126086956521739"
"original","glszm","LargeAreaEmphasis","6.133333333333334","70.6875","","63.8"
"original","glszm","LargeAreaHighGrayLevelEmphasis","58.46666666666667","343.71875","","614.2304347826087"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.8493148148148149","16.209401041666666","","8.044385986641034"
"original","glszm","LowGrayLevelZoneEmphasis","0.1668641975308642","0.3189207175925926","","0.2047579673173617"
"original","glszm","SizeZoneNonUniformity","19.8","31.083333333333332","","71.11304347826086"
"original","glszm","SizeZoneNonUniformityNormalized","0.44","0.3237847222222222","","0.309187145557656"
"original","glszm","SmallAreaEmphasis","0.6853688399142944","0.576809473175182","","0.5674189342328183"
"original","glszm","SmallAreaHighGrayLevelEmphasis","8.297640546882972","4.302340694623967","","9.804282073513635"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.11295683440748677","0.23036704740703892","","0.12801646736719222"
"original","glszm","ZoneEntropy","3.3838396777074995","3.9027443940693183","","4.712474434844413"
"original","glszm","ZonePercentage","0.5487804878048781","0.3018867924528302","","0.2875"
"original","glszm","ZoneVariance","2.812839506172839","59.71484375","","51.70170132325141"
"original","ngtdm","Busyness","0.9958954194260486","3.6051244263726367","","4.7835217873312486"
"original","ngtdm","Coarseness","0.0681605652339556","0.01602030036715287","","0.007846523308555177"
"original","ngtdm","Complexity","6.163006832359928","10.269782089546108","","22.763367636837952"
"original","ngtdm","Contrast","0.05531401039776118","0.020720409063736893","","0.04058039523714896"
"original","ngtdm","Strength","0.48064175700991923","0.29107645667098453","","0.20549128708942868"
"log-sigma-1-0-mm-3D","firstorder","10Percentile","50.44654884338379","23.64817943572998","","5.293280839920046"
"log-sigma-1-0-mm-3D","firstorder","90Percentile","97.52033157348635","77.25930938720703","","60.811240768432626"
"log-sigma-1-0-mm-3D","firstorder","Energy","488342.6985010579","1074639.5865981504","","1417958.9321521095"
"log-sigma-1-0-mm-3D","firstorder","Entropy","1.6547827966150312","1.8039718233999005","","1.9476073989076768"
"log-sigma-1-0-mm-3D","firstorder","InterquartileRange","26.904327392578125","27.59404182434082","","28.136897563934326"
"log-sigma-1-0-mm-3D","firstorder","Kurtosis","2.4107012522983267","3.1768208005313854","","3.2913008167554154"
"log-sigma-1-0-mm-3D","firstorder","Maximum","118.84147644042969","106.64781188964844","","100.94012451171875"
"log-sigma-1-0-mm-3D","firstorder","MeanAbsoluteDeviation","14.92836126069949","16.452419400648964","","17.458494818613495"
"log-sigma-1-0-mm-3D","firstorder","Mean","74.96826972031012","54.38950600789028","","35.637397667989134"
"log-sigma-1-0-mm-3D","firstorder","Median","76.07596206665039","57.071298599243164","","38.277544021606445"
"log-sigma-1-0-mm-3D","firstorder","Minimum","39.285335540771484","-22.04490852355957","","-31.09085464477539"
"log-sigma-1-0-mm-3D","firstorder","Range","79.5561408996582","128.692720413208","","132.03097915649414"
"log-sigma-1-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","10.688243299722672","11.5477811646732","","11.737283053565772"
"log-sigma-1-0-mm-3D","firstorder","RootMeanSquared","77.17123014574811","58.13234701245576","","42.10045920402931"
"log-sigma-1-0-mm-3D","firstorder","Skewness","0.1817831365412075","-0.5720202444746888","","-0.28881719247367577"
"log-sigma-1-0-mm-3D","firstorder","TotalEnergy","488342.6985010579","1074639.5865981504","","1417958.9321521095"
"log-sigma-1-0-mm-3D","firstorder","Uniformity","0.3599048185603807","0.3450219532455204","","0.313821875"
"log-sigma-1-0-mm-3D","firstorder","Variance","335.1572973508569","421.1514053942411","","502.4245526437397"
"log-sigma-1-0-mm-3D","glcm","Autocorrelation","7.302709307600613","13.62523174498827","","15.729174093396326"
"log-sigma-1-0-mm-3D","glcm","ClusterProminence","7.252128080870358","12.160470909457926","","30.22804112901436"
"log-sigma-1-0-mm-3D","glcm","ClusterShade","-0.64808182302427","-1.0912561564842798","","-2.1338242142232704"
"log-sigma-1-0-mm-3D","glcm","ClusterTendency","1.7264870457140995","1.9556685745742621","","2.867256481899818"
"log-sigma-1-0-mm-3D","glcm","Contrast","1.1629388123953341","0.8314124189987468","","1.0340386190572937"
"log-sigma-1-0-mm-3D","glcm","Correlation","0.12217697316654304","0.3905525208704341","","0.4762951951590116"
"log-sigma-1-0-mm-3D","glcm","DifferenceAverage","0.79364976810629","0.6472633609868605","","0.7406513370381665"
"log-sigma-1-0-mm-3D","glcm","DifferenceEntropy","1.1214932405320512","1.2872430477646852","","1.4228147318306106"
"log-sigma-1-0-mm-3D","glcm","DifferenceVariance","0.47727906476892124","0.39630710149653237","","0.4630477458355161"
"log-sigma-1-0-mm-3D","glcm","Id","0.6647232899950292","0.706234660667122","","0.6756839173623703"
"log-sigma-1-0-mm-3D","glcm","Idm","0.6401040203757595","0.6947832253077585","","0.6589690931706562"
"log-sigma-1-0-mm-3D","glcm","Idmn","0.9381087000524341","0.9783383895006948","","0.9801167216197281"
"log-sigma-1-0-mm-3D","glcm","Idn","0.8535796811883768","0.9107828878707515","","0.9113959972790023"
"log-sigma-1-0-mm-3D","glcm","Imc1","-0.4118965830684313","-0.13977700694633083","","-0.13523878135282594"
"log-sigma-1-0-mm-3D","glcm","Imc2","0.7802618071275279","0.5830990928142994","","0.6257494309794845"
"log-sigma-1-0-mm-3D","glcm","InverseVariance","0.4705218543533761","0.4939261933584716","","0.5109065350348782"
"log-sigma-1-0-mm-3D","glcm","JointAverage","2.6689432246497464","3.651387265207073","","3.9069778524707632"
"log-sigma-1-0-mm-3D","glcm","JointEnergy","0.1964712285951195","0.14675289301584823","","0.11036169752724088"
"log-sigma-1-0-mm-3D","glcm","JointEntropy","2.7060410971669104","3.217695732547621","","3.7221441746707566"
"log-sigma-1-0-mm-3D","glcm","MCC","0.6852314863467206","0.49523217684518966","","0.5602644449069494"
"log-sigma-1-0-mm-3D","glcm","MaximumProbability","0.2768121371382241","0.2778346149241967","","0.23373834851482728"
"log-sigma-1-0-mm-3D","glcm","SumAverage","5.337886449299493","7.302774530414146","","7.8139557049415265"
"log-sigma-1-0-mm-3D","glcm","SumEntropy","1.7524349154472945","2.407230081248607","","2.7306809040656526"
"log-sigma-1-0-mm-3D","glcm","SumSquares","0.7223564645273582","0.6967702483932522","","0.9753237752392778"
"log-sigma-1-0-mm-3D","gldm","DependenceEntropy","3.4357014619560955","4.602296868207996","","4.973794829532277"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformity","24.4390243902439","48.17610062893082","","95.5175"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.29803688280785245","0.1514971717890906","","0.119396875"
"log-sigma-1-0-mm-3D","gldm","DependenceVariance","1.0475907198096372","4.746726790870614","","6.26984375"
"log-sigma-1-0-mm-3D","gldm","GrayLevelNonUniformity","29.51219512195122","109.71698113207547","","251.0575"
"log-sigma-1-0-mm-3D","gldm","GrayLevelVariance","0.5877453896490185","0.7492286697519877","","0.8893609375"
"log-sigma-1-0-mm-3D","gldm","HighGrayLevelEmphasis","7.146341463414634","14.078616352201259","","16.36375"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceEmphasis","7.7317073170731705","19.80503144654088","","27.545"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","59.4390243902439","292.12264150943395","","430.15125"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","1.4046409214092144","1.6358813766596783","","2.423807107426304"
"log-sigma-1-0-mm-3D","gldm","LowGrayLevelEmphasis","0.22560975609756098","0.09712700908455627","","0.08593488520408163"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceEmphasis","0.2588719512195122","0.18749435331656633","","0.15277025466766114"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","1.552679539295393","2.686050347812562","","2.456078762243953"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.07713776912074677","0.02261661897164095","","0.015301401968168564"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformity","27.597479247504797","95.20223171432976","","209.968029839838"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.3583733360210599","0.3361716731398987","","0.30427670851087063"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelVariance","0.5928072726512554","0.7717770015645592","","0.9145899159654344"
"log-sigma-1-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","7.0991319747951325","14.038815835075914","","16.41279080456618"
"log-sigma-1-0-mm-3D","glrlm","LongRunEmphasis","1.2576473142041042","1.4846942356074473","","1.6968423320917907"
"log-sigma-1-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","9.043253838403253","20.977250774229233","","27.63879399396029"
"log-sigma-1-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.2769474647310001","0.14029860234145664","","0.14337363982875176"
"log-sigma-1-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.2290039151082794","0.0985539075048884","","0.08616342616846126"
"log-sigma-1-0-mm-3D","glrlm","RunEntropy","1.9232407381557184","2.345049069288518","","2.6027015259994295"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformity","69.9653131061039","232.7608088623611","","541.1092440709378"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.8953143018848306","0.8106481636013456","","0.7722671545905047"
"log-sigma-1-0-mm-3D","glrlm","RunPercentage","0.9390243902439026","0.8892114175133045","","0.8610576923076925"
"log-sigma-1-0-mm-3D","glrlm","RunVariance","0.06724588570373692","0.1561526113015535","","0.2689206339983832"
"log-sigma-1-0-mm-3D","glrlm","ShortRunEmphasis","0.9443066273423523","0.9090530196355424","","0.8931979321105951"
"log-sigma-1-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","6.656354752610744","12.731831322777197","","14.69801655988316"
"log-sigma-1-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.21896488000527364","0.09052355199281269","","0.07686642449797615"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformity","11.470588235294118","20.376623376623378","","32.30935251798561"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.3373702422145329","0.26463147242368024","","0.2324413850214792"
"log-sigma-1-0-mm-3D","glszm","GrayLevelVariance","0.6583044982698961","1.0949569910608872","","1.4538584959370635"
"log-sigma-1-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","6.617647058823529","14.12987012987013","","15.719424460431656"
"log-sigma-1-0-mm-3D","glszm","LargeAreaEmphasis","7.882352941176471","63.246753246753244","","200.25899280575538"
"log-sigma-1-0-mm-3D","glszm","LargeAreaHighGrayLevelEmphasis","56.1764705882353","924.5844155844156","","3255.8920863309354"
"log-sigma-1-0-mm-3D","glszm","LargeAreaLowGrayLevelEmphasis","1.584967320261438","4.992622655122656","","13.865352656650188"
"log-sigma-1-0-mm-3D","glszm","LowGrayLevelZoneEmphasis","0.26858660130718953","0.11845238095238096","","0.107341065922772"
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformity","9.882352941176471","16.636363636363637","","35.66187050359712"
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformityNormalized","0.2906574394463668","0.21605667060212513","","0.256560219450339"
"log-sigma-1-0-mm-3D","glszm","SmallAreaEmphasis","0.39077818627450983","0.45380437687569386","","0.5102892058607595"
"log-sigma-1-0-mm-3D","glszm","SmallAreaHighGrayLevelEmphasis","2.0608660130718954","6.657751613950841","","8.061778534644555"
"log-sigma-1-0-mm-3D","glszm","SmallAreaLowGrayLevelEmphasis","0.13530035856935368","0.06353992765856449","","0.05777012901422393"
"log-sigma-1-0-mm-3D","glszm","ZoneEntropy","3.4189611955679653","4.497488853478069","","4.649836388650197"
"log-sigma-1-0-mm-3D","glszm","ZonePercentage","0.4146341463414634","0.24213836477987422","","0.17375"
"log-sigma-1-0-mm-3D","glszm","ZoneVariance","2.065743944636678","46.19092595715973","","167.13441333264325"
"log-sigma-1-0-mm-3D","ngtdm","Busyness","1.4328970175124025","1.783919795533548","","3.3703526891333175"
"log-sigma-1-0-mm-3D","ngtdm","Coarseness","0.0846549149488191","0.02216602029220667","","0.00899650858826822"
"log-sigma-1-0-mm-3D","ngtdm","Complexity","2.5415212194851526","7.1979094817032205","","11.032478624551283"
"log-sigma-1-0-mm-3D","ngtdm","Contrast","0.04687042628272442","0.024519183517657563","","0.022893686448441537"
"log-sigma-1-0-mm-3D","ngtdm","Strength","0.37547264917912454","0.2835581554141786","","0.1584246854000696"
"log-sigma-3-0-mm-3D","firstorder","10Percentile","-35.680013275146486","-52.43164901733398","","-61.26126708984375"
"log-sigma-3-0-mm-3D","firstorder","90Percentile","28.32399215698242","29.17280673980713","","27.092947006225593"
"log-sigma-3-0-mm-3D","firstorder","Energy","57627.695153193155","369716.330440423","","1321809.3863029098"
"log-sigma-3-0-mm-3D","firstorder","Entropy","2.0998030224911193","2.4339205923809235","","2.5093440681940913"
"log-sigma-3-0-mm-3D","firstorder","InterquartileRange","35.36853504180908","40.82577705383301","","41.842826783657074"
"log-sigma-3-0-mm-3D","firstorder","Kurtosis","3.4581736728324755","3.399052861172261","","3.227931665076358"
"log-sigma-3-0-mm-3D","firstorder","Maximum","42.67848587036133","66.396484375","","81.45227813720703"
"log-sigma-3-0-mm-3D","firstorder","MeanAbsoluteDeviation","21.25124149089197","25.919936543245452","","27.265816216295025"
"log-sigma-3-0-mm-3D","firstorder","Mean","-1.4529511361587337","-8.723613439865833","","-20.12181411933154"
"log-sigma-3-0-mm-3D","firstorder","Median","2.156919777393341","-3.8630740642547607","","-20.02993392944336"
"log-sigma-3-0-mm-3D","firstorder","Minimum","-83.39225769042969","-116.55799865722656","","-119.87068939208984"
"log-sigma-3-0-mm-3D","firstorder","Range","126.07074356079102","182.95448303222656","","201.32296752929688"
"log-sigma-3-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","14.647173228324391","17.538024112291186","","18.235325142705985"
"log-sigma-3-0-mm-3D","firstorder","RootMeanSquared","26.509937196472045","34.097360160845845","","40.64802249653281"
"log-sigma-3-0-mm-3D","firstorder","Skewness","-0.7938283046753649","-0.6447984839349574","","-0.16885143503210756"
"log-sigma-3-0-mm-3D","firstorder","TotalEnergy","57627.695153193155","369716.330440423","","1321809.3863029098"
