"Image type","Feature Class","Feature Name","Segmentation_segment_IPH","Segmentation_segment_IPH_lipid","Segmentation_segment_Fibrous","Segmentation_segment_Calcium"
"diagnostics","Mask-original","VolumeNum","18","18","5","1"
"diagnostics","Mask-original","CenterOfMassIndex","(196.7545045045045, 259.8400900900901, 78.9391891891892)","(194.288, 262.18, 78.379)","(192.61503928170595, 262.9786756453423, 77.69435091657314)","(187.23684210526315, 271.7368421052632, 66.44736842105263)"
"diagnostics","Mask-original","CenterOfMass","(-17.49146621621621, 14.492925675675693, -620.6216216216217)","(-18.741983999999988, 15.679260000000014, -621.742)","(-19.590175084175073, 16.084188552188564, -623.1112981668537)","(-22.31692105263157, 20.524578947368425, -645.6052631578948)"
"diagnostics","Image-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
"diagnostics","Image-interpolated","Size","(26, 34, 59)","(27, 34, 59)","(26, 35, 59)","(14, 16, 15)"
"diagnostics","Image-interpolated","Mean","82.72148937801978","76.22990288394077","74.26757310486124","147.32380952380953"
"diagnostics","Image-interpolated","Minimum","-1018.0","-1018.0","-1018.0","-78.0"
"diagnostics","Image-interpolated","Maximum","882.0","821.0","821.0","523.0"
"diagnostics","Mask-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
"diagnostics","Mask-interpolated","Size","(26, 34, 59)","(27, 34, 59)","(26, 35, 59)","(14, 16, 15)"
"diagnostics","Mask-interpolated","BoundingBox","(5, 7, 6, 14, 21, 48)","(7, 6, 8, 14, 22, 46)","(6, 7, 6, 13, 22, 48)","(5, 6, 6, 2, 4, 4)"
"diagnostics","Mask-interpolated","VoxelNum","216","518","1332","20"
"diagnostics","Mask-interpolated","VolumeNum","14","13","4","1"
"diagnostics","Mask-interpolated","CenterOfMassIndex","(13.194444444444445, 13.787037037037036, 33.81481481481482)","(13.378378378378379, 15.579150579150578, 32.91698841698842)","(12.255255255255255, 17.18018018018018, 31.343843843843842)","(5.5, 7.5, 7.5)"
"diagnostics","Mask-interpolated","CenterOfMass","(-17.80505555555554, 14.787537037037039, -621.1851851851852)","(-18.62112162162162, 15.579650579150595, -622.0830115830116)","(-19.74424474474474, 16.180680180180183, -623.6561561561562)","(-22.499499999999998, 20.500500000000002, -645.5)"
"diagnostics","Mask-interpolated","Mean","7.694444444444445","47.25868725868726","92.89414414414415","244.2"
"diagnostics","Mask-interpolated","Minimum","-60.0","-3.0","31.0","96.0"
"diagnostics","Mask-interpolated","Maximum","53.0","113.0","221.0","523.0"
"original","shape","Elongation","0.3548529438252218","0.2760349220162528","0.25650673815277847","0.6314868144673967"
"original","shape","Flatness","0.3032753626665262","0.25106421592265604","0.22287121380077388","0.3787666349866306"
"original","shape","LeastAxisLength","12.747144784402328","13.108717161812164","12.782734120663742","1.788854381999832"
"original","shape","MajorAxisLength","42.03158697865861","52.21260669760478","57.354801020154696","4.722840442540493"
"original","shape","Maximum2DDiameterColumn","32.38826948140329","42.2965719651132","48.507731342539614","4.123105625617661"
"original","shape","Maximum2DDiameterRow","49.76946855251722","49.39635614091387","51.264022471905186","4.47213595499958"
"original","shape","Maximum2DDiameterSlice","12.529964086141668","14.317821063276353","16.278820596099706","3.1622776601683795"
"original","shape","Maximum3DDiameter","50.53711507397311","49.92995093127971","53.0","5.0990195135927845"
"original","shape","MeshVolume","102.70833333333333","276.2916666666667","970.7083333333334","16.25"
"original","shape","MinorAxisLength","14.915032373022868","14.412502818038613","14.711892927081532","2.982411466297686"
"original","shape","Sphericity","0.2056603397906152","0.1660723136380947","0.16637843191895269","0.8276893590181997"
"original","shape","SurfaceArea","515.708191848178","1235.2800073206329","2849.5717913838043","37.484552416379564"
"original","shape","SurfaceVolumeRatio","5.021093957142504","4.470927488417311","2.9355592133412585","2.306741687161819"
"original","shape","VoxelVolume","216.0","518.0","1332.0","20.0"
"original","firstorder","10Percentile","-15.0","28.0","63.0","125.10000000000001"
"original","firstorder","90Percentile","30.0","66.0","128.9000000000001","393.1000000000001"
"original","firstorder","Energy","90244.0","1295362.0","12561359.0","1459286.0"
"original","firstorder","Entropy","1.6719324791500803","1.5600167701567336","2.1525047279067495","3.246439344671012"
"original","firstorder","InterquartileRange","20.5","20.0","36.25","171.0"
"original","firstorder","Kurtosis","3.9661913326819414","4.551400803350544","5.142811944160567","2.778323780827301"
"original","firstorder","Maximum","53.0","113.0","221.0","523.0"
"original","firstorder","MeanAbsoluteDeviation","14.344650205761317","12.510919634471758","21.77480521061602","94.84"
"original","firstorder","Mean","7.694444444444445","47.25868725868726","92.89414414414415","244.2"
"original","firstorder","Median","8.0","47.0","87.0","225.5"
"original","firstorder","Minimum","-60.0","-3.0","31.0","96.0"
"original","firstorder","Range","113.0","116.0","190.0","427.0"
"original","firstorder","RobustMeanAbsoluteDeviation","9.519542857142856","8.611941049242997","14.67597532938022","67.421875"
"original","firstorder","RootMeanSquared","20.440065956260913","50.00698792867694","97.11050252006576","270.1190478289156"
"original","firstorder","Skewness","-0.6294081699179301","0.5413962032748533","1.1710593572102266","0.7468373306815003"
"original","firstorder","TotalEnergy","90244.0","1295362.0","12561359.0","1459286.0"
"original","firstorder","Uniformity","0.3895747599451303","0.4014698647903282","0.26814201588976366","0.12000000000000002"
"original","firstorder","Variance","358.59182098765444","267.3153202844323","801.1276834266697","13330.66"
"original","glcm","Autocorrelation","14.722358258647258","11.15508208312669","10.1088107930755","56.8257326007326"
"original","glcm","ClusterProminence","7.315798917738858","5.506025465241178","34.60511749198151","3385.85205483169"
"original","glcm","ClusterShade","-0.9141704736010412","0.4572952475013497","4.122439861855968","59.43503802884099"
"original","glcm","ClusterTendency","1.4303516525692408","1.1490041726411104","2.839365390907198","34.144818921158205"
"original","glcm","Contrast","1.376198350792849","0.8811958306412151","1.7885876966016114","40.211080586080584"
"original","glcm","Correlation","0.032279541898111594","0.13519777597352495","0.22041657437235543","-0.16499060716828393"
"original","glcm","DifferenceAverage","0.858459470490149","0.6339465621187284","0.9294622870021667","5.2460622710622715"
"original","glcm","DifferenceEntropy","1.5479704245874149","1.3545442333946427","1.7616281916295558","2.1985443219248144"
"original","glcm","DifferenceVariance","0.6078928478598127","0.46677439084245376","0.9109294818206949","7.975234933717076"
"original","glcm","Id","0.6484932256733942","0.7186809613345791","0.6421368259258539","0.24527087127361855"
"original","glcm","Idm","0.6225441527851956","0.7071528814157785","0.6148128110540164","0.14096308759426143"
"original","glcm","Idmn","0.9655526937339308","0.9776725140965218","0.9750744635148791","0.9032994136608964"
"original","glcm","Idn","0.886200324579893","0.9135666997879123","0.9052433117573149","0.7913730942046436"
"original","glcm","Imc1","-0.10873471758263645","-0.06942742719770979","-0.05548072541581544","-0.7614646054858719"
"original","glcm","Imc2","0.5355634079410059","0.4172735568225523","0.42005061398903504","0.9888515332650741"
"original","glcm","InverseVariance","0.48634711239770395","0.4658458095158831","0.47645981681849564","0.12658855771823269"
"original","glcm","JointAverage","3.8339613199491986","3.3294540032318136","3.1377248052717226","7.62834249084249"
"original","glcm","JointEnergy","0.155052192212013","0.1868826570356647","0.09175797463895766","0.09958267922553639"
"original","glcm","JointEntropy","3.1786689885064736","2.884803141128408","3.9445720558972956","3.511792562616226"
"original","glcm","MCC","0.3873864720498413","0.32742147689757795","0.29945747807380907","0.9959171988989991"
"original","glcm","MaximumProbability","0.2919141780641329","0.31216051987253146","0.16030476999200113","0.1232142857142857"
"original","glcm","SumAverage","7.667922639898398","6.6589080064636255","6.275449610543445","15.25668498168498"
"original","glcm","SumEntropy","2.1565035741594767","2.063323497115081","2.6780261890126416","2.4599610607847264"
"original","glcm","SumSquares","0.7016375008405225","0.5075500008205813","1.1569882718772022","18.5889748768097"
"original","gldm","DependenceEntropy","4.027801941118205","4.234031719068923","5.127571728298827","3.521928094887358"
"original","gldm","DependenceNonUniformity","40.148148148148145","82.32046332046332","157.73873873873873","10.4"
"original","gldm","DependenceNonUniformityNormalized","0.1858710562414266","0.1589198133599678","0.11842247653058464","0.52"
"original","gldm","DependenceVariance","2.9163237311385455","5.367510919634471","6.957698689680671","0.24"
"original","gldm","GrayLevelNonUniformity","84.14814814814815","207.96138996138995","357.16516516516515","2.4"
"original","gldm","GrayLevelVariance","0.6393818587105624","0.5397504509473621","1.366656634111589","20.2875"
"original","gldm","HighGrayLevelEmphasis","15.726851851851851","12.18918918918919","11.822072072072071","72.85"
"original","gldm","LargeDependenceEmphasis","12.027777777777779","19.45173745173745","26.193693693693692","2.8"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","191.09722222222223","207.8918918918919","233.81006006006007","140.05"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.8201581790123458","1.979283569283569","3.971881104105807","0.5003010438396719"
"original","gldm","LowGrayLevelEmphasis","0.0843428497942387","0.10065637065637066","0.14226639586014583","0.13297281254715484"
"original","gldm","SmallDependenceEmphasis","0.3012131198501348","0.20809454189483387","0.20127652056264103","0.55"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","4.6893841974375485","2.909627264410249","3.512640054286573","56.05"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0342542393436284","0.023446480783107966","0.03161140328592958","0.041140754724025626"
"original","glrlm","GrayLevelNonUniformity","75.0538063912664","181.11274203673628","300.8541203558549","2.3334127173136454"
"original","glrlm","GrayLevelNonUniformityNormalized","0.3758546718203668","0.3900463366260298","0.25910842865002953","0.11943939999801746"
"original","glrlm","GrayLevelVariance","0.672727077776266","0.572944428544933","1.4587484329649882","20.465003349037268"
"original","glrlm","HighGrayLevelRunEmphasis","15.712731850623467","12.324097670187681","12.229238520154944","73.78084729168322"
"original","glrlm","LongRunEmphasis","1.3233659684699925","1.4856680664847834","1.637001913539765","1.0785107565293324"
"original","glrlm","LongRunHighGrayLevelEmphasis","20.84040180761241","17.720949550489767","18.20692427795743","76.70781402979546"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.10790403718284611","0.14889456554537944","0.23296458219807634","0.1474479715848067"
"original","glrlm","LowGrayLevelRunEmphasis","0.08582233605169663","0.10087767189033861","0.1416052443134248","0.13095513108378398"
"original","glrlm","RunEntropy","2.079033650393641","2.100571614740818","2.7997106472807336","3.292740277307902"
"original","glrlm","RunLengthNonUniformity","174.69952493988333","386.3418975406929","924.8962480281148","18.739117779365458"
"original","glrlm","RunLengthNonUniformityNormalized","0.8673304514869832","0.8229549687881137","0.7893333891924481","0.954776054205104"
"original","glrlm","RunPercentage","0.9223646723646725","0.8941193941193942","0.8697736197736197","0.976923076923077"
"original","glrlm","RunVariance","0.11247154669698618","0.18057814635750327","0.26529340110895","0.022611972897448016"
"original","glrlm","ShortRunEmphasis","0.9400388637756412","0.9195158562235813","0.9050281653538348","0.9803723108676669"
"original","glrlm","ShortRunHighGrayLevelEmphasis","14.758480130694496","11.42033604951188","11.343264554369172","73.04910560715516"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.08169201635523238","0.09288643786352081","0.12759147697960063","0.12683192095852833"
"original","glszm","GrayLevelNonUniformity","20.615384615384617","36.39259259259259","51.36241610738255","1.4285714285714286"
"original","glszm","GrayLevelNonUniformityNormalized","0.26429980276134124","0.2695747599451303","0.17235710103148508","0.10204081632653061"
"original","glszm","GrayLevelVariance","1.1553254437869822","1.121755829903978","2.78790369803162","22.923469387755098"
"original","glszm","HighGrayLevelZoneEmphasis","15.653846153846153","13.71111111111111","17.654362416107382","88.07142857142857"
"original","glszm","LargeAreaEmphasis","22.256410256410255","65.68888888888888","215.04026845637583","2.2857142857142856"
"original","glszm","LargeAreaHighGrayLevelEmphasis","352.6794871794872","675.3777777777777","1849.5939597315437","136.07142857142858"
"original","glszm","LargeAreaLowGrayLevelEmphasis","1.5061431623931625","6.796691358024691","31.121059505737417","0.3648793661590388"
"original","glszm","LowGrayLevelZoneEmphasis","0.10875000000000003","0.11138888888888887","0.15491276404297738","0.1025020580929553"
"original","glszm","SizeZoneNonUniformity","26.871794871794872","33.355555555555554","104.26174496644295","7.142857142857143"
"original","glszm","SizeZoneNonUniformityNormalized","0.3445101906640368","0.24707818930041153","0.349871627404171","0.5102040816326531"
"original","glszm","SmallAreaEmphasis","0.6068308833362405","0.4874345156729574","0.6105397848914921","0.6785714285714286"
"original","glszm","SmallAreaHighGrayLevelEmphasis","9.436697979533694","7.362016110000684","12.150230042095176","76.07142857142857"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.07783014423985406","0.06017679092315528","0.10442749536613807","0.0369077310764344"
"original","glszm","ZoneEntropy","4.06354255712005","4.401005938043738","4.736081988346505","3.664497779200457"
"original","glszm","ZonePercentage","0.3611111111111111","0.2606177606177606","0.22372372372372373","0.7"
"original","glszm","ZoneVariance","14.587771203155818","50.96603566529493","195.06116841583713","0.24489795918367346"
"original","ngtdm","Busyness","1.2273866257994517","3.718319215125535","7.794922205060264","0.12845546547469625"
"original","ngtdm","Coarseness","0.028357020242236686","0.011256484771304507","0.004700458652331134","0.13609788745003826"
"original","ngtdm","Complexity","8.923630830416386","7.8256058614669275","20.97483558299145","257.0288871446014"
"original","ngtdm","Contrast","0.02554573028884915","0.01864542636326536","0.036694697439179066","1.3179803987678989"
"original","ngtdm","Strength","0.34333213873070784","0.15486536044022814","0.13134807841437407","14.772956459486286"
"log-sigma-1-0-mm-3D","firstorder","10Percentile","35.08108139038086","24.887876510620117","10.353637218475342","-89.41095428466797"
"log-sigma-1-0-mm-3D","firstorder","90Percentile","86.05388641357422","70.8078598022461","60.37450218200684","18.676947784423835"
"log-sigma-1-0-mm-3D","firstorder","Energy","907523.2161290509","1507299.6942674886","2499766.8249608227","62912.81197246462"
"log-sigma-1-0-mm-3D","firstorder","Entropy","1.8342515799722074","1.7288894240858865","1.846386161833368","2.603701696057346"
"log-sigma-1-0-mm-3D","firstorder","InterquartileRange","31.024980545043945","22.094614028930664","25.7653169631958","51.68280267715454"
"log-sigma-1-0-mm-3D","firstorder","Kurtosis","2.982906783856524","3.8618579409052507","4.133905763931909","2.863217882522314"
"log-sigma-1-0-mm-3D","firstorder","Maximum","126.05016326904297","113.08763885498047","120.78372192382812","25.010570526123047"
"log-sigma-1-0-mm-3D","firstorder","MeanAbsoluteDeviation","17.126803711608606","14.710301853790455","15.938003596306066","33.89155234813691"
"log-sigma-1-0-mm-3D","firstorder","Mean","61.2800395488739","50.42763725210801","37.958527197127225","-37.37437100410462"
"log-sigma-1-0-mm-3D","firstorder","Median","59.881622314453125","52.56228256225586","40.129608154296875","-30.222375869750977"
"log-sigma-1-0-mm-3D","firstorder","Minimum","20.473587036132812","-12.814079284667969","-34.8455924987793","-139.25682067871094"
"log-sigma-1-0-mm-3D","firstorder","Range","105.57657623291016","125.90171813964844","155.62931442260742","164.26739120483398"
"log-sigma-1-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","12.318894375718047","9.809776376127187","10.55408421354058","24.201941706240177"
"log-sigma-1-0-mm-3D","firstorder","RootMeanSquared","64.81895070863018","53.94297887240152","43.3209166632143","56.08601072124163"
"log-sigma-1-0-mm-3D","firstorder","Skewness","0.482976877036089","-0.1501290331358023","-0.13623960789236605","-0.47754757471082776"
"log-sigma-1-0-mm-3D","firstorder","TotalEnergy","907523.2161290509","1507299.6942674886","2499766.8249608227","62912.81197246462"
"log-sigma-1-0-mm-3D","firstorder","Uniformity","0.3152434842249657","0.36871096137505405","0.33662265869473074","0.18000000000000002"
"log-sigma-1-0-mm-3D","firstorder","Variance","446.25312385627933","366.8983707981649","435.85203356611106","1748.7969906707751"
"log-sigma-1-0-mm-3D","glcm","Autocorrelation","9.270890868759379","12.387554671520128","16.92598540188051","22.92948717948718"
"log-sigma-1-0-mm-3D","glcm","ClusterProminence","11.557702830862969","10.500079676019663","18.265201366024666","72.3204214552683"
"log-sigma-1-0-mm-3D","glcm","ClusterShade","1.256371396699509","-0.4377516014272863","0.5686084025936962","0.44859259804349433"
"log-sigma-1-0-mm-3D","glcm","ClusterTendency","2.077744797374523","1.6676324660291912","2.0551171053953246","5.340134419152277"
"log-sigma-1-0-mm-3D","glcm","Contrast","0.6232885357499701","0.7368823021909676","0.8660333457902405","4.1925824175824165"
"log-sigma-1-0-mm-3D","glcm","Correlation","0.48879502111670126","0.38148333213851504","0.40155409415604376","0.1390790839176936"
"log-sigma-1-0-mm-3D","glcm","DifferenceAverage","0.532043196831997","0.5741153597908947","0.6447509121157441","1.5955128205128206"
"log-sigma-1-0-mm-3D","glcm","DifferenceEntropy","1.1478156118700122","1.2813480276036475","1.3717472768203174","1.6877711198496206"
"log-sigma-1-0-mm-3D","glcm","DifferenceVariance","0.33007320171318705","0.39582172863931964","0.4387685903924386","1.2967016614338043"
"log-sigma-1-0-mm-3D","glcm","Id","0.7479335340237886","0.7394542626981837","0.7122763337890968","0.4950702075702075"
"log-sigma-1-0-mm-3D","glcm","Idm","0.7431029354757988","0.7292190143445598","0.699723981663671","0.4385305305554174"
"log-sigma-1-0-mm-3D","glcm","Idmn","0.9836190554707578","0.9807907353070336","0.9832827555555215","0.9443317023565236"
"log-sigma-1-0-mm-3D","glcm","Idn","0.9255635708357955","0.9208607448994107","0.9224044739641116","0.847670520362828"
"log-sigma-1-0-mm-3D","glcm","Imc1","-0.2278030058935922","-0.1416626391037663","-0.10846206305828227","-0.5787210678627335"
"log-sigma-1-0-mm-3D","glcm","Imc2","0.6798859372058405","0.5766537575893544","0.5394691941365823","0.9539407443397044"
"log-sigma-1-0-mm-3D","glcm","InverseVariance","0.4640319746072196","0.43751094039924393","0.47197419738788715","0.4819399165649166"
"log-sigma-1-0-mm-3D","glcm","JointAverage","2.9734988748986355","3.4855789809140254","4.077718064632172","4.755998168498167"
"log-sigma-1-0-mm-3D","glcm","JointEnergy","0.1623059686505199","0.17775831128538744","0.1388449536172628","0.12335497339961628"
"log-sigma-1-0-mm-3D","glcm","JointEntropy","2.974406032715585","2.9839969847729817","3.378136621736066","3.238804461663603"
"log-sigma-1-0-mm-3D","glcm","MCC","0.5841746513332254","0.5737002869102097","0.5193780121486168","0.9273027310098162"
"log-sigma-1-0-mm-3D","glcm","MaximumProbability","0.28052231255971766","0.31677802287295875","0.2699979813818138","0.17646520146520145"
"log-sigma-1-0-mm-3D","glcm","SumAverage","5.94699774979727","6.971157961828049","8.155436129264341","9.511996336996337"
"log-sigma-1-0-mm-3D","glcm","SumEntropy","2.35712246978777","2.246933698348724","2.4827866222411554","2.2461380353241"
"log-sigma-1-0-mm-3D","glcm","SumSquares","0.6752583332811233","0.6011286920550399","0.7302876127963913","2.3831792091836737"
"log-sigma-1-0-mm-3D","gldm","DependenceEntropy","4.3780311095642785","4.547941030680206","5.088925010492295","3.384183719779185"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformity","36.80555555555556","73.63320463320463","139.26876876876878","6.8"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.17039609053497942","0.14214904369344525","0.10455613270928586","0.34"
"log-sigma-1-0-mm-3D","gldm","DependenceVariance","2.8117283950617282","4.5206988566061925","7.726974722470219","1.15"
"log-sigma-1-0-mm-3D","gldm","GrayLevelNonUniformity","68.0925925925926","190.992277992278","448.3813813813814","3.6"
"log-sigma-1-0-mm-3D","gldm","GrayLevelVariance","0.7856652949245541","0.6890773840580791","0.7815264588913238","2.6999999999999997"
"log-sigma-1-0-mm-3D","gldm","HighGrayLevelEmphasis","9.564814814814815","13.16988416988417","16.79954954954955","27.7"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceEmphasis","17.935185185185187","20.706563706563706","35.566066066066064","7.4"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","161.61111111111111","289.984555984556","618.855105105105","192.5"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","2.6560468106995887","1.7143028743028743","2.3154766203278108","0.38475318877551024"
"log-sigma-1-0-mm-3D","gldm","LowGrayLevelEmphasis","0.1540020576131687","0.10354354354354353","0.07773486496700782","0.0941341411564626"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceEmphasis","0.1602838608008361","0.17703819717715047","0.1257047482802515","0.34818055555555555"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","1.6557713687326783","2.122240951662334","1.8064527184759094","9.103180555555557"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.032576370671248994","0.025401485300078","0.015654021723632866","0.06695112906273622"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformity","60.16786754918225","164.3139383410805","360.775223541445","3.363112910481332"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.3133657576213436","0.3581341683790807","0.3234264498835711","0.17844743813349537"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelVariance","0.8038599381998932","0.7190809954135665","0.8323512312881601","2.79196202381798"
"log-sigma-1-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","9.621020072365301","13.06475238764419","16.677641258684663","27.752316689158793"
"log-sigma-1-0-mm-3D","glrlm","LongRunEmphasis","1.5469773004519367","1.582496342912325","1.88975969794165","1.1875843454790824"
"log-sigma-1-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","14.626651411792645","21.275346583434537","32.159338613626815","32.79145299145299"
"log-sigma-1-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.2358472190497628","0.1548587211316583","0.13878275156384764","0.1055086052152155"
"log-sigma-1-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.1550651343341928","0.1062235502633467","0.08014641256489138","0.09727595475512142"
"log-sigma-1-0-mm-3D","glrlm","RunEntropy","2.3313993182000727","2.2952096215732345","2.6291172293934952","2.7779934860682522"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformity","160.78625711592682","376.27891010518243","835.0062613461572","16.731893837156996"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.8202745110445153","0.8063633546539037","0.7357284824784076","0.8855242770293554"
"log-sigma-1-0-mm-3D","glrlm","RunPercentage","0.8888888888888888","0.8837243837243839","0.8355278355278355","0.9423076923076923"
"log-sigma-1-0-mm-3D","glrlm","RunVariance","0.17034831564335862","0.2033164034103681","0.34868060386814537","0.05723786148532224"
"log-sigma-1-0-mm-3D","glrlm","ShortRunEmphasis","0.906826595442342","0.9058078535141884","0.8737556806057921","0.9531039136302295"
"log-sigma-1-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","8.757160125751803","11.782368825958876","14.49295065770765","26.492532613585244"
"log-sigma-1-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.14153871092468345","0.09782766683642564","0.07157847557036015","0.09521779214009793"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformity","12.488372093023257","31.035398230088497","42.77401129943503","1.4444444444444444"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.290427257977285","0.2746495418591902","0.24166108078776852","0.16049382716049382"
"log-sigma-1-0-mm-3D","glszm","GrayLevelVariance","1.1281773931855057","1.0245124911895997","1.5141881324012896","4.395061728395062"
"log-sigma-1-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","11.279069767441861","11.920353982300885","14.022598870056497","27.22222222222222"
