"Image type","Feature Class","Feature Name","Segmentation_segment_IPH","Segmentation_segment_IPH_lipid","Segmentation_segment_Calcium","Segmentation_segment_Fibrous"
"diagnostics","Mask-original","VolumeNum","22","39","8","19"
"diagnostics","Mask-original","CenterOfMassIndex","(202.78313253012047, 184.6024096385542, 61.74698795180723)","(202.0695102685624, 184.70616113744074, 60.864139020537124)","(198.64777327935224, 194.4068825910931, 63.32793522267207)","(201.5765838011227, 186.45549318364073, 62.06094627105052)"
"diagnostics","Mask-original","CenterOfMass","(-20.059951807228913, -36.152578313253, -665.0060240963852)","(-20.421758293838863, -36.09997630331752, -666.7717219589254)","(-22.156578947368416, -31.18171052631577, -661.8441295546555)","(-20.671672012830783, -35.213064955894126, -664.3781074578986)"
"diagnostics","Image-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
"diagnostics","Image-interpolated","Size","(28, 39, 37)","(31, 40, 37)","(27, 30, 37)","(31, 40, 37)"
"diagnostics","Image-interpolated","Mean","106.6583259083259","103.71089799476896","95.62752752752753","106.21904969485615"
"diagnostics","Image-interpolated","Minimum","-916.0","-979.0","-787.0","-980.0"
"diagnostics","Image-interpolated","Maximum","1687.0","1687.0","1296.0","1687.0"
"diagnostics","Mask-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
"diagnostics","Mask-interpolated","Size","(28, 39, 37)","(31, 40, 37)","(27, 30, 37)","(31, 40, 37)"
"diagnostics","Mask-interpolated","BoundingBox","(5, 7, 6, 17, 26, 26)","(6, 6, 6, 19, 27, 26)","(5, 6, 6, 16, 17, 26)","(5, 6, 6, 20, 27, 26)"
"diagnostics","Mask-interpolated","VoxelNum","42","338","248","604"
"diagnostics","Mask-interpolated","VolumeNum","12","26","7","19"
"diagnostics","Mask-interpolated","CenterOfMassIndex","(15.714285714285714, 13.047619047619047, 16.214285714285715)","(16.994082840236686, 14.461538461538462, 16.985207100591715)","(13.379032258064516, 13.258064516129032, 20.612903225806452)","(15.66225165562914, 15.420529801324504, 18.36092715231788)"
"diagnostics","Mask-interpolated","CenterOfMass","(-19.910214285714268, -36.45188095238092, -666.785714285714)","(-20.63041715976331, -36.03796153846152, -666.0147928994079)","(-22.245467741935467, -31.24143548387095, -662.3870967741932)","(-20.962248344370842, -35.07897019867548, -664.6390728476817)"
"diagnostics","Mask-interpolated","Mean","13.142857142857142","49.85502958579882","549.4435483870968","96.66225165562913"
"diagnostics","Mask-interpolated","Minimum","-51.0","-42.0","105.0","-20.0"
"diagnostics","Mask-interpolated","Maximum","56.0","229.0","1123.0","334.0"
"original","shape","Elongation","0.5875430991812929","0.6413636447372579","0.3876814675631595","0.6347300041916492"
"original","shape","Flatness","0.4062603397539201","0.37723935032669503","0.2176708541378827","0.3135950849472753"
"original","shape","LeastAxisLength","14.430019861304077","11.72661987452822","8.080804367364651","10.114814436280907"
"original","shape","MajorAxisLength","35.51914486667496","31.085356987209277","37.1239613101619","32.254378087531286"
"original","shape","Maximum2DDiameterColumn","25.079872407968907","27.202941017470888","24.331050121192877","27.202941017470888"
"original","shape","Maximum2DDiameterRow","25.019992006393608","29.154759474226502","26.476404589747453","30.610455730027933"
"original","shape","Maximum2DDiameterSlice","22.02271554554524","22.67156809750927","17.69180601295413","25.632011235952593"
"original","shape","Maximum3DDiameter","35.958309192730404","36.235341863986875","33.12099032335839","35.2845575287547"
"original","shape","MeshVolume","20.083333333333332","204.5","203.91666666666666","409.75"
"original","shape","MinorAxisLength","20.86902845523551","19.93701785527533","14.392271802481519","20.47282153869777"
"original","shape","Sphericity","0.3652340800582053","0.22292182118374076","0.3487264316239015","0.19450475914007576"
"original","shape","SurfaceArea","97.82954357461469","752.9978744827641","480.43474444203287","1371.61807812559"
"original","shape","SurfaceVolumeRatio","4.871180592926873","3.682141195514739","2.356034709155862","3.3474510753522635"
"original","shape","VoxelVolume","42.0","338.0","248.0","604.0"
"original","firstorder","10Percentile","-13.799999999999999","21.0","298.0","52.0"
"original","firstorder","90Percentile","38.8","79.0","813.6","155.0"
"original","firstorder","Energy","26408.0","1149873.0","84871238.0","6913364.0"
"original","firstorder","Entropy","1.8750388689982047","2.1274391535667747","4.915993946380343","2.779579520022461"
"original","firstorder","InterquartileRange","28.0","23.0","297.25","53.25"
"original","firstorder","Kurtosis","3.436732040684121","12.074984713991492","2.5240545907983054","5.575500987798856"
"original","firstorder","Maximum","56.0","229.0","1123.0","334.0"
"original","firstorder","MeanAbsoluteDeviation","16.850340136054424","19.280977556808235","163.39873829344435","34.84461207841761"
"original","firstorder","Mean","13.142857142857142","49.85502958579882","549.4435483870968","96.66225165562913"
"original","firstorder","Median","15.0","48.5","548.0","85.0"
"original","firstorder","Minimum","-51.0","-42.0","105.0","-20.0"
"original","firstorder","Range","107.0","271.0","1018.0","354.0"
"original","firstorder","RobustMeanAbsoluteDeviation","11.119140625","10.729779411764707","119.26890735082448","22.823041768519506"
"original","firstorder","RootMeanSquared","25.0751252192667","58.326590199156634","584.998063134373","106.98582563787232"
"original","firstorder","Skewness","-0.3857364543284517","1.8643348642941144","0.17386789935399727","1.17623336045134"
"original","firstorder","TotalEnergy","26408.0","1149873.0","84871238.0","6913364.0"
"original","firstorder","Uniformity","0.30498866213151926","0.2993242533524736","0.038013787721123835","0.18729441691153897"
"original","firstorder","Variance","456.0272108843537","916.4671492594799","40334.52100676379","2102.3759922810405"
"original","glcm","Autocorrelation","15.032857142857143","20.121021862448444","404.5008871099716","27.95223243830723"
"original","glcm","ClusterProminence","3.962990854958197","34.021267849022955","62874.81459787617","248.72905103653343"
"original","glcm","ClusterShade","0.3125090352013832","3.0522611041472083","-49.85559789964589","18.434133600049964"
"original","glcm","ClusterTendency","1.2774075963718823","1.8873881470057143","154.23880099920336","6.927137902255803"
"original","glcm","Contrast","1.1326190476190476","1.8209506235871187","112.86648766533602","6.2082797493660085"
"original","glcm","Correlation","0.1352914449722414","0.03179762645797364","0.14194241974663102","0.04017260933111845"
"original","glcm","DifferenceAverage","0.7559523809523809","0.8307111432077553","8.413883889238877","1.7344214156292108"
"original","glcm","DifferenceEntropy","0.8247336013927107","1.5657011066985012","4.158594071026098","2.4477682262875256"
"original","glcm","DifferenceVariance","0.2838361678004535","1.104268187123851","39.379230779860535","3.088217330060376"
"original","glcm","Id","0.6809920634920634","0.6748924647658155","0.20825970742196706","0.5218968780245796"
"original","glcm","Idm","0.659018207282913","0.6578501981177557","0.1264208244714851","0.4639516457266653"
"original","glcm","Idmn","0.9712780417780417","0.9889437326200228","0.942720841204695","0.97568027663822"
"original","glcm","Idn","0.8985289115646257","0.940518867636809","0.843178314722205","0.9052926556564114"
"original","glcm","Imc1","-0.6144606492001662","-0.12292700974794617","-0.5275821585866689","-0.12010976933957769"
"original","glcm","Imc2","0.8461213361373945","0.5744042278823288","0.9963901641908859","0.6766637630375667"
"original","glcm","InverseVariance","0.4576190476190476","0.49281900354574576","0.13357698329066772","0.38550660463946085"
"original","glcm","JointAverage","3.866309523809524","4.483332760690369","19.841233637349692","5.269229765709179"
"original","glcm","JointEnergy","0.30978004535147396","0.14237876972776456","0.007909237724094449","0.04877463116102092"
"original","glcm","JointEntropy","1.993616751816133","3.2917023848795073","7.129353551371329","5.030107185760635"
"original","glcm","MCC","0.8542888886829729","0.5929689836087069","0.8298802826572462","0.5405618918062214"
"original","glcm","MaximumProbability","0.3759523809523809","0.21948501092754816","0.01915870877572149","0.12896937400217473"
"original","glcm","SumAverage","7.732619047619048","8.966665521380738","39.68246727469937","10.53845953141836"
"original","glcm","SumEntropy","1.3506894363615778","2.283354895097518","5.084779521246214","3.2288567370576264"
"original","glcm","SumSquares","0.6025066609977324","0.9270846926482084","66.77632216613485","3.283854412905453"
"original","gldm","DependenceEntropy","3.2811023165154922","4.848597768078688","5.647665424731119","5.05984097267424"
"original","gldm","DependenceNonUniformity","11.380952380952381","49.20710059171598","121.90322580645162","123.03311258278146"
"original","gldm","DependenceNonUniformityNormalized","0.2709750566893424","0.14558313784531354","0.4915452653485952","0.2036972062628832"
"original","gldm","DependenceVariance","1.18140589569161","6.778754245299535","0.4250780437044745","4.806982149905706"
"original","gldm","GrayLevelNonUniformity","12.80952380952381","101.17159763313609","9.42741935483871","113.12582781456953"
"original","gldm","GrayLevelVariance","0.9234693877551019","1.5976331360946747","64.97476586888656","3.4667777729046967"
"original","gldm","HighGrayLevelEmphasis","17.5","22.19526627218935","406.03225806451616","32.384105960264904"
"original","gldm","LargeDependenceEmphasis","6.190476190476191","20.45562130177515","2.532258064516129","13.105960264900663"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","105.54761904761905","421.20710059171597","1098.475806451613","284.4337748344371"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.4557341269841269","1.0817123368084909","0.0524027185262849","0.7130235001797087"
"original","gldm","LowGrayLevelEmphasis","0.08831349206349207","0.0645979249688041","0.01992311821522735","0.05209547085919851"
"original","gldm","SmallDependenceEmphasis","0.4232804232804233","0.32448836903590483","0.7071012544802867","0.4140077935322753"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","7.558201058201059","8.521570628002841","275.2726814516129","16.900054526091722"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.04850859788359788","0.02735746505371802","0.012159462422124788","0.023495909729802512"
"original","glrlm","GrayLevelNonUniformity","12.15641159215406","86.7739603565016","9.275015636153679","100.58057280200653"
"original","glrlm","GrayLevelNonUniformityNormalized","0.3051691571169807","0.2861125769261958","0.03806298380103011","0.17939103817819868"
"original","glrlm","GrayLevelVariance","0.9338878193730662","1.741866590669982","64.73533760366205","3.61011506791495"
"original","glrlm","HighGrayLevelRunEmphasis","17.518880694867068","22.419571302271585","405.25549085919283","33.12886122417686"
"original","glrlm","LongRunEmphasis","1.1780777508001323","1.4211873604715028","1.0541669984776725","1.2636094004182914"
"original","glrlm","LongRunHighGrayLevelEmphasis","20.578599249268187","30.98328277704721","429.3514240024418","39.1078221323298"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.10180467649197472","0.08845372824954398","0.02114147462338462","0.06587291862782595"
"original","glrlm","LowGrayLevelRunEmphasis","0.08943123386523673","0.0659380350469396","0.019853682586247815","0.05211176540711356"
"original","glrlm","RunEntropy","2.0951339936526243","2.6730688818145842","4.982408127906583","3.181965806368668"
"original","glrlm","RunLengthNonUniformity","36.15284368907037","251.3049474982633","235.4539613033676","490.3815408673876"
"original","glrlm","RunLengthNonUniformityNormalized","0.8998618816863777","0.82486986811999","0.9658831805026913","0.8730910345028597"
"original","glrlm","RunPercentage","0.9484126984126985","0.8962221210741922","0.9826302729528538","0.9276617422312785"
"original","glrlm","RunVariance","0.0500690591568111","0.15974017090381157","0.01799211903793604","0.09651048317870035"
"original","glrlm","ShortRunEmphasis","0.9554805622999668","0.9242233787464043","0.9868128980381342","0.9471333077370593"
"original","glrlm","ShortRunHighGrayLevelEmphasis","16.753951056266782","20.878541536802786","399.24888530860056","31.888683813473715"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.08633787320855223","0.06188513799908523","0.019538972284260606","0.04939068437720702"
"original","glszm","GrayLevelNonUniformity","7.166666666666667","22.712","7.6395939086294415","37.99305555555556"
"original","glszm","GrayLevelNonUniformityNormalized","0.2986111111111111","0.181696","0.03877966451080935","0.13192033179012347"
"original","glszm","GrayLevelVariance","1.0763888888888888","3.4496","61.100775593290216","5.1155478395061715"
"original","glszm","HighGrayLevelZoneEmphasis","17.75","25.728","396.71573604060916","39.958333333333336"
"original","glszm","LargeAreaEmphasis","4.0","43.984","1.8781725888324874","19.90972222222222"
"original","glszm","LargeAreaHighGrayLevelEmphasis","68.875","903.68","782.4670050761422","411.40972222222223"
"original","glszm","LargeAreaLowGrayLevelEmphasis","0.31156249999999996","2.32092820861678","0.03878364573740203","1.1147709989442847"
"original","glszm","LowGrayLevelZoneEmphasis","0.10274305555555553","0.08082063492063492","0.01848419430079026","0.05525242097310004"
"original","glszm","SizeZoneNonUniformity","9.083333333333334","59.976","127.43654822335026","144.32638888888889"
"original","glszm","SizeZoneNonUniformityNormalized","0.3784722222222222","0.479808","0.6468860315906104","0.5011332947530864"
"original","glszm","SmallAreaEmphasis","0.623263888888889","0.7185353253338372","0.8315707839819516","0.7353657242850742"
"original","glszm","SmallAreaHighGrayLevelEmphasis","11.175347222222221","19.828968620874278","321.12341370558374","31.505131401442483"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.07692708333333333","0.06489143770471151","0.013675696092040994","0.04315678161061135"
"original","glszm","ZoneEntropy","3.1572682296173857","4.162456321713548","5.462071280478669","4.5911066418488"
"original","glszm","ZonePercentage","0.5714285714285714","0.3698224852071006","0.7943548387096774","0.4768211920529801"
"original","glszm","ZoneVariance","0.9374999999999999","36.672384","0.2933855548970599","15.511381172839506"
"original","ngtdm","Busyness","0.49537545787545784","1.0382468875029138","0.08776606237240106","1.2141256002035228"
"original","ngtdm","Coarseness","0.11646178020149738","0.016385583486678172","0.019855066131253794","0.008332954127338503"
"original","ngtdm","Complexity","8.15770620607569","45.76349694782899","3335.939726620739","152.61794685317795"
"original","ngtdm","Contrast","0.06955336896663425","0.03554391480911633","0.5722925149386338","0.0487707537494311"
"original","ngtdm","Strength","1.250940839981936","0.8480815595914774","9.384199741517573","0.9754944742948826"
"log-sigma-1-0-mm-3D","firstorder","10Percentile","27.476204872131348","13.660282516479493","-352.1498657226563","-17.421171951293946"
"log-sigma-1-0-mm-3D","firstorder","90Percentile","82.6838523864746","77.53281173706056","-77.25038146972653","68.25840454101566"
"log-sigma-1-0-mm-3D","firstorder","Energy","152891.00492287282","926407.1050916926","13219320.333661651","1197918.744787582"
"log-sigma-1-0-mm-3D","firstorder","Entropy","1.6307117818410939","2.1368052365243195","4.045103124236455","2.501746521196737"
"log-sigma-1-0-mm-3D","firstorder","InterquartileRange","23.35347843170166","31.603917598724365","137.8264102935791","40.14661884307861"
"log-sigma-1-0-mm-3D","firstorder","Kurtosis","2.2688540367199033","3.907030794279339","2.648885671540287","4.247153146411249"
"log-sigma-1-0-mm-3D","firstorder","Maximum","93.76502227783203","114.36674499511719","48.25790023803711","136.0120849609375"
"log-sigma-1-0-mm-3D","firstorder","MeanAbsoluteDeviation","15.71264431968568","20.07965999668684","84.04315624313969","26.017548562846347"
"log-sigma-1-0-mm-3D","firstorder","Mean","57.00352636973063","45.37363394195511","-205.42294263839722","28.054542191573326"
"log-sigma-1-0-mm-3D","firstorder","Median","55.63447189331055","44.28367614746094","-199.56751251220703","31.152973175048828"
"log-sigma-1-0-mm-3D","firstorder","Minimum","21.048259735107422","-64.91651916503906","-503.0303955078125","-128.85650634765625"
"log-sigma-1-0-mm-3D","firstorder","Range","72.71676254272461","179.28326416015625","551.2882957458496","264.86859130859375"
"log-sigma-1-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","10.395490035414696","13.433145765349044","59.07680038266883","16.701796605021098"
"log-sigma-1-0-mm-3D","firstorder","RootMeanSquared","60.33458396287458","52.353122383943855","230.87596458451287","44.534359545320626"
"log-sigma-1-0-mm-3D","firstorder","Skewness","0.02502895051943011","-0.23748349917960926","-0.15842421700096396","-0.4386075092294763"
"log-sigma-1-0-mm-3D","firstorder","TotalEnergy","152891.00492287282","926407.1050916926","13219320.333661651","1197918.744787582"
"log-sigma-1-0-mm-3D","firstorder","Uniformity","0.354875283446712","0.28071496096075066","0.06926378772112383","0.2195024341037674"
"log-sigma-1-0-mm-3D","firstorder","Variance","390.8600033885878","682.082766249662","11105.125660611006","1196.2518425331225"
"log-sigma-1-0-mm-3D","glcm","Autocorrelation","9.25404761904762","27.852283454105986","162.84177627585922","61.16756158775277"
"log-sigma-1-0-mm-3D","glcm","ClusterProminence","3.6583996436477078","19.154271252265175","6132.104378884589","98.1043482609661"
"log-sigma-1-0-mm-3D","glcm","ClusterShade","0.434005004859087","0.4016915353658869","44.324153599048906","-2.288068950710574"
"log-sigma-1-0-mm-3D","glcm","ClusterTendency","1.2273866213151927","2.5396011803853784","48.447039713270996","5.343877190729003"
"log-sigma-1-0-mm-3D","glcm","Contrast","0.8547619047619047","1.20976952328918","27.82983761950947","3.1772012444813926"
"log-sigma-1-0-mm-3D","glcm","Correlation","0.007045253807781338","0.3627152004256446","0.26178894477762116","0.25958432785876207"
"log-sigma-1-0-mm-3D","glcm","DifferenceAverage","0.6752380952380952","0.7374826575017869","4.225935336827517","1.2494149986485148"
"log-sigma-1-0-mm-3D","glcm","DifferenceEntropy","0.9505111602935656","1.5070609291916885","3.318961809635119","2.034185516958585"
"log-sigma-1-0-mm-3D","glcm","DifferenceVariance","0.2768287981859411","0.638211620639162","9.446580447835865","1.5644690988890337"
"log-sigma-1-0-mm-3D","glcm","Id","0.6923015873015872","0.6945202741783097","0.30064420742297926","0.5790569093648669"
"log-sigma-1-0-mm-3D","glcm","Idm","0.6803333333333332","0.6760805149389775","0.20630153232504972","0.5381557611731732"
"log-sigma-1-0-mm-3D","glcm","Idmn","0.9528879551820729","0.982615456779469","0.953565103356883","0.9800381205559022"
"log-sigma-1-0-mm-3D","glcm","Idn","0.8709365079365078","0.9228746427904638","0.855542457407598","0.9130990251754731"
"log-sigma-1-0-mm-3D","glcm","Imc1","-0.5021328443903936","-0.1587687441913208","-0.3460563345854331","-0.12791765738039962"
"log-sigma-1-0-mm-3D","glcm","Imc2","0.7645783401297156","0.666732424621926","0.9661977819181657","0.6832627960510623"
"log-sigma-1-0-mm-3D","glcm","InverseVariance","0.5181547619047618","0.45342655880430105","0.21624839128974266","0.46570594551287847"
"log-sigma-1-0-mm-3D","glcm","JointAverage","3.016428571428571","5.245360982278469","12.552088338100797","7.7855928525707645"
"log-sigma-1-0-mm-3D","glcm","JointEnergy","0.3015082199546485","0.12687556830236177","0.011452741813739524","0.055093973553969354"
"log-sigma-1-0-mm-3D","glcm","JointEntropy","1.9765403886735278","3.5503721220903897","6.681199520053195","4.761951319641103"
"log-sigma-1-0-mm-3D","glcm","MCC","0.7267672406406602","0.5369945886203422","0.6630109619364455","0.4940683867321971"
"log-sigma-1-0-mm-3D","glcm","MaximumProbability","0.3923809523809524","0.270382038351393","0.032057251490337675","0.13260096252475245"
"log-sigma-1-0-mm-3D","glcm","SumAverage","6.032857142857143","10.490721964556938","25.104176676201597","15.571185705141527"
"log-sigma-1-0-mm-3D","glcm","SumEntropy","1.2866099362420722","2.6048356392149747","4.475165323129715","3.16637463803715"
"log-sigma-1-0-mm-3D","glcm","SumSquares","0.5205371315192744","0.9373426759186398","19.069219333195115","2.130269608802599"
"log-sigma-1-0-mm-3D","gldm","DependenceEntropy","3.0284076009896075","5.0159906831624745","5.337835683389199","5.011808822290798"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformity","12.142857142857142","43.37278106508876","92.10483870967742","100.94039735099338"
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.2891156462585034","0.1283218374706768","0.37139047866805414","0.16711986316389632"
"log-sigma-1-0-mm-3D","gldm","DependenceVariance","0.9909297052154196","7.678302580441862","0.6549817898022892","3.484891013552037"
"log-sigma-1-0-mm-3D","gldm","GrayLevelNonUniformity","14.904761904761905","94.88165680473372","17.177419354838708","132.5794701986755"
"log-sigma-1-0-mm-3D","gldm","GrayLevelVariance","0.5810657596371882","1.1845611148069044","17.864187695109262","2.0036072979255297"
"log-sigma-1-0-mm-3D","gldm","HighGrayLevelEmphasis","8.880952380952381","29.38757396449704","194.81854838709677","60.46026490066225"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceEmphasis","6.0","24.63905325443787","3.661290322580645","13.801324503311259"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","52.023809523809526","666.1627218934912","662.1814516129032","877.2847682119206"
"log-sigma-1-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","0.8936838624338624","0.9792740996793193","0.036134293948885246","0.23551147758499627"
"log-sigma-1-0-mm-3D","gldm","LowGrayLevelEmphasis","0.1615410052910053","0.04405650820485985","0.012619147507582439","0.021334140853260325"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceEmphasis","0.4146825396825397","0.24807299962025472","0.573252688172043","0.30072896696083384"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","3.293650793650794","7.481266717887656","118.16235439068102","16.927856007453876"
"log-sigma-1-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.08570326278659612","0.015163737377061306","0.008915630728084883","0.008925482442195584"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformity","14.096017289309971","79.75491429428311","16.622176713563537","118.40201869133108"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.3537318090860868","0.2674395911979454","0.06896513869322059","0.21411970113271275"
"log-sigma-1-0-mm-3D","glrlm","GrayLevelVariance","0.5882353666350589","1.2732672697220406","17.98077131258182","2.078680867707365"
"log-sigma-1-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","8.874251989038576","29.601474427058918","195.35473102071248","60.154033939753056"
"log-sigma-1-0-mm-3D","glrlm","LongRunEmphasis","1.17762226237836","1.5151818487318827","1.090561459395692","1.323015611901194"
"log-sigma-1-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","10.471808018759239","43.81294473754979","211.37261557928812","80.75603213947385"
"log-sigma-1-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.1875935367868803","0.06509085191760056","0.013529519677262193","0.027222529984511617"
"log-sigma-1-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.1628613789563993","0.044822021811598604","0.012733208569302575","0.021751845240434393"
"log-sigma-1-0-mm-3D","glrlm","RunEntropy","1.8468590711903798","2.721655043454766","4.188584945395079","2.9504431167635987"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformity","36.14009001326074","240.36060183360217","228.0047987720028","471.6010400000081"
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.9000294513409458","0.796818437640119","0.9445050808102953","0.8497553014772353"
"log-sigma-1-0-mm-3D","glrlm","RunPercentage","0.9484126984126985","0.8800637232589893","0.9717741935483872","0.91492613346918"
"log-sigma-1-0-mm-3D","glrlm","RunVariance","0.04998527432952701","0.17596707189242075","0.028680701175141474","0.11759982318639485"
"log-sigma-1-0-mm-3D","glrlm","ShortRunEmphasis","0.9555944344054099","0.9044590186955155","0.9777172505714538","0.9362741689137917"
"log-sigma-1-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","8.474862981608409","26.894350588001508","191.41069688711227","56.10206974367899"
"log-sigma-1-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.15667833949877902","0.04113938279536211","0.012536246859888864","0.02066721905869467"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformity","7.916666666666667","20.94392523364486","11.070588235294117","37.38356164383562"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.3298611111111111","0.19573761900602674","0.06512110726643598","0.17070119472071058"
"log-sigma-1-0-mm-3D","glszm","GrayLevelVariance","0.6649305555555556","2.1701458642676217","19.69702422145329","2.9969350096953775"
