"Image type","Feature Class","Feature Name","Segmentation_segment_IPH","Segmentation_segment_IPH_lipid","Segmentation_segment_Fibrous","Segmentation_segment_Calcium"
"diagnostics","Mask-original","Spacing","(0.507, 0.507, 2.0)","(0.507, 0.507, 2.0)","(0.507, 0.507, 2.0)",""
"diagnostics","Mask-original","Size","(512, 512, 172)","(512, 512, 172)","(512, 512, 172)",""
"diagnostics","Mask-original","BoundingBox","(182, 218, 61, 32, 31, 22)","(161, 215, 60, 60, 38, 23)","(160, 215, 60, 63, 39, 23)",""
"diagnostics","Mask-original","VoxelNum","320","2177","2484",""
"diagnostics","Mask-original","VolumeNum","13","28","16",""
"diagnostics","Mask-original","CenterOfMassIndex","(199.225, 233.00625, 69.61875)","(196.93109784106568, 235.0638493339458, 71.86770785484612)","(196.0962157809984, 235.1159420289855, 72.88727858293076)",""
"diagnostics","Mask-original","CenterOfMass","(-20.61392500000005, -4.7368312499999945, -626.7625000000005)","(-21.776933394579757, -3.693628387689472, -622.2645842903082)","(-22.20021859903386, -3.667217391304348, -620.2254428341389)",""
"diagnostics","Image-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)",""
"diagnostics","Image-interpolated","Size","(28, 27, 55)","(42, 32, 57)","(44, 32, 57)",""
"diagnostics","Image-interpolated","Mean","96.03263588263589","85.47099519632414","81.81788277511961",""
"diagnostics","Image-interpolated","Minimum","-1015.0","-1051.0","-1051.0",""
"diagnostics","Image-interpolated","Maximum","1453.0","1486.0","1494.0",""
"diagnostics","Mask-interpolated","Spacing","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)",""
"diagnostics","Mask-interpolated","Size","(28, 27, 55)","(42, 32, 57)","(44, 32, 57)",""
"diagnostics","Mask-interpolated","BoundingBox","(5, 6, 8, 15, 15, 42)","(6, 6, 6, 30, 19, 46)","(6, 6, 6, 32, 20, 46)",""
"diagnostics","Mask-interpolated","VoxelNum","160","1060","1270",""
"diagnostics","Mask-interpolated","VolumeNum","11","16","12",""
"diagnostics","Mask-interpolated","CenterOfMassIndex","(13.4125, 12.5375, 24.425)","(23.524528301886793, 16.10188679245283, 30.21698113207547)","(24.138582677165353, 16.044094488188975, 32.462204724409446)",""
"diagnostics","Mask-interpolated","CenterOfMass","(-20.96200000000004, -5.086999999999998, -626.0750000000005)","(-21.849971698113247, -3.522613207547167, -622.283018867925)","(-22.235917322834702, -3.5804055118110227, -620.037795275591)",""
"diagnostics","Mask-interpolated","Mean","8.43125","46.174528301886795","87.20472440944881",""
"diagnostics","Mask-interpolated","Minimum","-42.0","-19.0","14.0",""
"diagnostics","Mask-interpolated","Maximum","106.0","139.0","220.0",""
"original","shape","Elongation","0.3168760239940656","0.40677167791650143","0.4280023740155083",""
"original","shape","Flatness","0.26617927648198925","0.2554304734009258","0.22655766289499246",""
"original","shape","LeastAxisLength","10.734720642533015","13.561418239372756","11.855305764368032",""
"original","shape","MajorAxisLength","40.32891209417413","53.09240537673296","52.327984023488376",""
"original","shape","Maximum2DDiameterColumn","35.014282800023196","50.99019513592785","49.76946855251722",""
"original","shape","Maximum2DDiameterRow","42.37924020083418","49.040799340956916","49.040799340956916",""
"original","shape","Maximum2DDiameterSlice","14.422205101855956","30.675723300355934","32.89376840679705",""
"original","shape","Maximum3DDiameter","42.96510211788167","51.02940328869229","50.6458290484024",""
"original","shape","MeshVolume","83.70833333333333","658.625","871.4166666666666",""
"original","shape","MinorAxisLength","12.779265316408084","21.59648681971675","22.396501389498614",""
"original","shape","Sphericity","0.23986271353467428","0.14916270312142324","0.15927955122980247",""
"original","shape","SurfaceArea","385.80440207655687","2454.234294707855","2769.9675141386797",""
"original","shape","SurfaceVolumeRatio","4.608912717689082","3.7262999350280586","3.178694670523492",""
"original","shape","VoxelVolume","160.0","1060.0","1270.0",""
"original","firstorder","10Percentile","-18.0","26.0","58.0",""
"original","firstorder","90Percentile","32.0","63.0","134.0",""
"original","firstorder","Energy","75595.0","2528481.0","10855830.0",""
"original","firstorder","Entropy","1.725085378290678","1.546401361342991","2.183008680103221",""
"original","firstorder","InterquartileRange","23.25","20.0","34.0",""
"original","firstorder","Kurtosis","5.556571535277299","5.774966468327459","4.337112966396944",""
"original","firstorder","Maximum","106.0","139.0","220.0",""
"original","firstorder","MeanAbsoluteDeviation","15.28125","11.98058027767889","23.503552607105213",""
"original","firstorder","Mean","8.43125","46.174528301886795","87.20472440944881",""
"original","firstorder","Median","8.5","47.0","78.0",""
"original","firstorder","Minimum","-42.0","-19.0","14.0",""
"original","firstorder","Range","148.0","158.0","206.0",""
"original","firstorder","RobustMeanAbsoluteDeviation","11.039141414141413","8.165283463731708","15.274829881656807",""
"original","firstorder","RootMeanSquared","21.73634628910756","48.840141625124964","92.45484107279226",""
"original","firstorder","Skewness","0.4566891614753372","0.38215715937859934","1.1956899960864282",""
"original","firstorder","TotalEnergy","75595.0","2528481.0","10855830.0",""
"original","firstorder","Uniformity","0.35781250000000003","0.3992541829832681","0.2771269142538285",""
"original","firstorder","Variance","401.3827734374999","253.2723700605198","943.2336784673569",""
"original","glcm","Autocorrelation","7.962122166714186","11.369286054131125","15.984532881646944",""
"original","glcm","ClusterProminence","4.613711016591848","3.597306241169944","46.61586296184816",""
"original","glcm","ClusterShade","-0.14845400808727657","-0.042590036388140136","6.300314532282485",""
"original","glcm","ClusterTendency","1.257977730355149","1.0030410537640704","3.384956145624192",""
"original","glcm","Contrast","1.4052477187721615","0.8074385943277629","2.4364672749481753",""
"original","glcm","Correlation","-0.03645199815449913","0.1078269462301568","0.16582581686040576",""
"original","glcm","DifferenceAverage","0.9078886226801395","0.6020283805335105","1.0712629237373448",""
"original","glcm","DifferenceEntropy","1.4296398722299604","1.3197175304807482","1.9346435121659435",""
"original","glcm","DifferenceVariance","0.5193620381097259","0.43735206052938774","1.2536987612792692",""
"original","glcm","Id","0.6208240054787054","0.7277560545027119","0.6228950347027669",""
"original","glcm","Idm","0.5954597949179186","0.718718428483511","0.5884237802464208",""
"original","glcm","Idmn","0.9734166650769668","0.9846303252961713","0.9732889929948935",""
"original","glcm","Idn","0.8931408737033062","0.9273943761214996","0.9038003195153984",""
"original","glcm","Imc1","-0.17480940731150735","-0.049107960305806116","-0.062076941407744564",""
"original","glcm","Imc2","0.6437967522072938","0.340710422212718","0.44891446829646375",""
"original","glcm","InverseVariance","0.5471332221044658","0.46826602121296423","0.44171256584214996",""
"original","glcm","JointAverage","2.8264155860714086","3.3645108594704585","3.9679361063166243",""
"original","glcm","JointEnergy","0.1389162872757065","0.18782813127292364","0.10104407424427125",""
"original","glcm","JointEntropy","3.10384079707444","2.8273741401756944","4.025758054665509",""
"original","glcm","MCC","0.5374882343361439","0.3536602563720151","0.3461101617684636",""
"original","glcm","MaximumProbability","0.22048818014400326","0.2816601945921588","0.19613980147979262",""
"original","glcm","SumAverage","5.652831172142817","6.729021718940918","7.935872212633249",""
"original","glcm","SumEntropy","2.0343471220518228","2.0006239110730935","2.7246598328275016",""
"original","glcm","SumSquares","0.6658063622818275","0.45261991202295826","1.4553558551430918",""
"original","gldm","DependenceEntropy","4.00679071675774","4.574818022791979","5.029529404724408",""
"original","gldm","DependenceNonUniformity","32.275","123.34716981132075","161.33228346456693",""
"original","gldm","DependenceNonUniformityNormalized","0.20171875","0.11636525453898185","0.12703329406658814",""
"original","gldm","DependenceVariance","2.5149999999999997","6.393908864364541","7.256392832785665",""
"original","gldm","GrayLevelNonUniformity","57.25","423.20943396226414","351.9511811023622",""
"original","gldm","GrayLevelVariance","0.7099609375","0.5162148451406194","1.599182218364437",""
"original","gldm","HighGrayLevelEmphasis","9.15625","11.980188679245282","17.555118110236222",""
"original","gldm","LargeDependenceEmphasis","10.925","27.745283018867923","24.751181102362203",""
"original","gldm","LargeDependenceHighGrayLevelEmphasis","86.45625","320.73490566037736","318.6511811023622",""
"original","gldm","LargeDependenceLowGrayLevelEmphasis","1.7912195649092972","2.6476273424464125","2.224395045609378",""
"original","gldm","LowGrayLevelEmphasis","0.16873692602040816","0.10314096928079407","0.08218715864881969",""
"original","gldm","SmallDependenceEmphasis","0.30654373051303857","0.16054932340521572","0.21876098680641085",""
"original","gldm","SmallDependenceHighGrayLevelEmphasis","3.3459815139597504","2.139819349415498","5.406170387270089",""
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.05481526089891975","0.019385746053097907","0.017933024488237387",""
"original","glrlm","GrayLevelNonUniformity","52.29751342836603","353.4327550608987","292.08829165954467",""
"original","glrlm","GrayLevelNonUniformityNormalized","0.35156362479936365","0.3862328053627039","0.26116125519263333",""
"original","glrlm","GrayLevelVariance","0.7370310699047606","0.5561446600233376","1.7074531621794253",""
"original","glrlm","HighGrayLevelRunEmphasis","9.264766687605134","12.037805588810231","18.142106733117664",""
"original","glrlm","LongRunEmphasis","1.3645796485288533","1.6890046266530165","1.5835924412056233",""
"original","glrlm","LongRunHighGrayLevelEmphasis","12.189206163355639","20.106455713131933","26.2591574301733",""
"original","glrlm","LongRunLowGrayLevelEmphasis","0.22730729656275084","0.16988386971971595","0.13172672145395853",""
"original","glrlm","LowGrayLevelRunEmphasis","0.16915936204821197","0.10445400500551617","0.08146167524267912",""
"original","glrlm","RunEntropy","2.0845982697175782","2.229351177892182","2.8027886009341247",""
"original","glrlm","RunLengthNonUniformity","131.84594796554939","712.0997310219863","900.7974082904083",""
"original","glrlm","RunLengthNonUniformityNormalized","0.8751367284319248","0.7675366823680998","0.7978977541952177",""
"original","glrlm","RunPercentage","0.9269230769230768","0.8607402031930333","0.8775893397940642",""
"original","glrlm","RunVariance","0.1372465813013756","0.2582816818016419","0.2313481194375056",""
"original","glrlm","ShortRunEmphasis","0.9428099753730268","0.8900765279331472","0.9082338254086617",""
"original","glrlm","ShortRunHighGrayLevelEmphasis","8.803151810708458","10.759493218594274","16.890725374085424",""
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.15952639241294891","0.093811017915727","0.07343528725494533",""
"original","glszm","GrayLevelNonUniformity","18.46031746031746","48.4","51.9125",""
"original","glszm","GrayLevelNonUniformityNormalized","0.2930209120685311","0.25473684210526315","0.1622265625",""
"original","glszm","GrayLevelVariance","1.08893927941547","1.296398891966759","2.8749609375",""
"original","glszm","HighGrayLevelZoneEmphasis","10.571428571428571","13.0","24.90625",""
"original","glszm","LargeAreaEmphasis","15.968253968253968","269.12631578947367","238.425",""
"original","glszm","LargeAreaHighGrayLevelEmphasis","132.23809523809524","2824.7526315789473","2539.165625",""
"original","glszm","LargeAreaLowGrayLevelEmphasis","2.3833442212863982","27.26796774674782","24.071218790351793",""
"original","glszm","LowGrayLevelZoneEmphasis","0.17820753698304717","0.1272981561045471","0.07927590043540564",""
"original","glszm","SizeZoneNonUniformity","20.61904761904762","50.55789473684211","106.1375",""
"original","glszm","SizeZoneNonUniformityNormalized","0.327286470143613","0.26609418282548475","0.3316796875",""
"original","glszm","SmallAreaEmphasis","0.5729112805185976","0.5293652929219704","0.5923223612245914",""
"original","glszm","SmallAreaHighGrayLevelEmphasis","6.683550083138387","7.609200155262994","16.417443344052902",""
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.10792702927009003","0.06917394439627601","0.05036369148765627",""
"original","glszm","ZoneEntropy","3.7895092892280275","4.567879051872903","4.823209124830541",""
"original","glszm","ZonePercentage","0.39375","0.1792452830188679","0.25196850393700787",""
"original","glszm","ZoneVariance","9.518266565885614","238.00166204986152","222.6740234375",""
"original","ngtdm","Busyness","1.374249206438446","5.656500969812852","5.789223417489988",""
"original","ngtdm","Coarseness","0.03600099236501681","0.005671074934472165","0.004321430923494846",""
"original","ngtdm","Complexity","10.99848005827737","11.479441654706239","29.719535340414396",""
"original","ngtdm","Contrast","0.030549866295136074","0.012747094249095068","0.03821723614394252",""
"original","ngtdm","Strength","0.6015618695905961","0.12463285716957413","0.15282977368205813",""
"log-sigma-1-0-mm-3D","firstorder","10Percentile","25.575249862670898","8.542768001556396","-0.6602890968322753",""
"log-sigma-1-0-mm-3D","firstorder","90Percentile","75.15719757080078","59.762077331542976","50.26057167053226",""
"log-sigma-1-0-mm-3D","firstorder","Energy","492424.24030839454","1791015.4251566362","1465057.8969745773",""
"log-sigma-1-0-mm-3D","firstorder","Entropy","1.671137414727673","1.793737235177148","1.7829245156867264",""
"log-sigma-1-0-mm-3D","firstorder","InterquartileRange","30.077767372131348","26.890404224395752","26.47359848022461",""
"log-sigma-1-0-mm-3D","firstorder","Kurtosis","2.0460212930088746","2.9161990677652474","3.2383814654589385",""
"log-sigma-1-0-mm-3D","firstorder","Maximum","85.92582702636719","88.44315338134766","80.18698120117188",""
"log-sigma-1-0-mm-3D","firstorder","MeanAbsoluteDeviation","16.036183859705925","15.865830900413195","16.019468214149274",""
"log-sigma-1-0-mm-3D","firstorder","Mean","52.25114175081253","36.01845629007187","27.27481742383927",""
"log-sigma-1-0-mm-3D","firstorder","Median","54.53904342651367","38.699357986450195","29.95680809020996",""
"log-sigma-1-0-mm-3D","firstorder","Minimum","8.065566062927246","-28.781362533569336","-42.40134048461914",""
"log-sigma-1-0-mm-3D","firstorder","Range","77.86026096343994","117.22451591491699","122.58832168579102",""
"log-sigma-1-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","12.566421284573153","11.116139563741463","11.1410956533366",""
"log-sigma-1-0-mm-3D","firstorder","RootMeanSquared","55.47658516822629","41.10519667321878","33.96452406932228",""
"log-sigma-1-0-mm-3D","firstorder","Skewness","-0.2796526100439488","-0.42542825311581894","-0.5244055922993816",""
"log-sigma-1-0-mm-3D","firstorder","TotalEnergy","492424.24030839454","1791015.4251566362","1465057.8969745773",""
"log-sigma-1-0-mm-3D","firstorder","Uniformity","0.356484375","0.335315058739765","0.3495393390786781",""
"log-sigma-1-0-mm-3D","firstorder","Variance","347.469687663962","392.3080000241791","409.67322975180656",""
"log-sigma-1-0-mm-3D","glcm","Autocorrelation","6.552181870868965","15.863752258602249","13.56529281836787",""
"log-sigma-1-0-mm-3D","glcm","ClusterProminence","7.05729747529524","9.503967560767926","9.82590994530902",""
"log-sigma-1-0-mm-3D","glcm","ClusterShade","-0.09002318956889462","-0.6709206362353668","-0.9861895928113447",""
"log-sigma-1-0-mm-3D","glcm","ClusterTendency","1.5950239930995544","1.7434089481096626","1.7116826718883094",""
"log-sigma-1-0-mm-3D","glcm","Contrast","0.5420742634033432","0.7263685468976375","0.8906148540063161",""
"log-sigma-1-0-mm-3D","glcm","Correlation","0.43977755815733144","0.40615231620295356","0.31120335162464496",""
"log-sigma-1-0-mm-3D","glcm","DifferenceAverage","0.5342261924711601","0.5771584689612285","0.6445098216505437",""
"log-sigma-1-0-mm-3D","glcm","DifferenceEntropy","0.8537056668322383","1.253442421554087","1.3879296068633349",""
"log-sigma-1-0-mm-3D","glcm","DifferenceVariance","0.2089327768904979","0.3693155919847324","0.46551384617950736",""
"log-sigma-1-0-mm-3D","glcm","Id","0.7341949155864504","0.7360717406194831","0.7145812022615134",""
"log-sigma-1-0-mm-3D","glcm","Idm","0.7336717108576383","0.7263417733130269","0.7020390569119377",""
"log-sigma-1-0-mm-3D","glcm","Idmn","0.9682517739927243","0.9809897730869247","0.9772783482261251",""
"log-sigma-1-0-mm-3D","glcm","Idn","0.8934163638701743","0.9202029048152303","0.9121121103443458",""
"log-sigma-1-0-mm-3D","glcm","Imc1","-0.3306158089028069","-0.1281030229869933","-0.0780352907020568",""
"log-sigma-1-0-mm-3D","glcm","Imc2","0.7652308309143314","0.5320637405371786","0.4462986809284042",""
"log-sigma-1-0-mm-3D","glcm","InverseVariance","0.5273591304055","0.44865260120289185","0.4664322895479857",""
"log-sigma-1-0-mm-3D","glcm","JointAverage","2.500105931641248","3.9502431461144485","3.6549981238134914",""
"log-sigma-1-0-mm-3D","glcm","JointEnergy","0.22063635874683107","0.15780950949542843","0.1587514097986506",""
"log-sigma-1-0-mm-3D","glcm","JointEntropy","2.574028478647651","3.1463637478906046","3.25963009436954",""
"log-sigma-1-0-mm-3D","glcm","MCC","0.6917878014822454","0.45062347869181774","0.3686847149005971",""
"log-sigma-1-0-mm-3D","glcm","MaximumProbability","0.3455829252423429","0.3020691330951737","0.31667909541118644",""
"log-sigma-1-0-mm-3D","glcm","SumAverage","5.000211863282496","7.900486292228897","7.309996247626982",""
"log-sigma-1-0-mm-3D","glcm","SumEntropy","2.027388827088393","2.371859105895587","2.3684266774606493",""
"log-sigma-1-0-mm-3D","glcm","SumSquares","0.5342745641257243","0.6174443737518249","0.6505743814736564",""
"log-sigma-1-0-mm-3D","gldm","DependenceEntropy","4.068825452778477","4.833972169342891","4.987289123509749",""
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformity","29.3375","128.02264150943395","132.40314960629922",""
"log-sigma-1-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.183359375","0.12077607689569242","0.10425444850889702",""
"log-sigma-1-0-mm-3D","gldm","DependenceVariance","4.20859375","5.661107155571378","9.223842767685538",""
"log-sigma-1-0-mm-3D","gldm","GrayLevelNonUniformity","57.0375","355.4339622641509","443.91496062992127",""
"log-sigma-1-0-mm-3D","gldm","GrayLevelVariance","0.6037109375","0.7179636881452475","0.7271225742451485",""
"log-sigma-1-0-mm-3D","gldm","HighGrayLevelEmphasis","7.33125","16.29811320754717","13.607874015748031",""
"log-sigma-1-0-mm-3D","gldm","LargeDependenceEmphasis","19.7125","29.266037735849057","35.193700787401575",""
"log-sigma-1-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","117.43125","477.36603773584903","522.7905511811024",""
"log-sigma-1-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","4.445355902777778","2.0578949161425575","2.6884645669291336",""
"log-sigma-1-0-mm-3D","gldm","LowGrayLevelEmphasis","0.22296006944444446","0.07738495807127882","0.10289151356080489",""
"log-sigma-1-0-mm-3D","gldm","SmallDependenceEmphasis","0.13745872799351222","0.12752256845204626","0.14845893218493045",""
"log-sigma-1-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","1.0189362087427563","2.084429949905985","1.7048816066278762",""
"log-sigma-1-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.03796006698396952","0.01190997245800868","0.024874816939573743",""
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformity","50.35548318870032","292.4895802901459","353.5889142013014",""
"log-sigma-1-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.35428841366410213","0.3232331639376686","0.32932862094219356",""
"log-sigma-1-0-mm-3D","glrlm","GrayLevelVariance","0.6214475413051623","0.7579080316980532","0.78243508638456",""
"log-sigma-1-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","7.432167022079339","16.2939920923227","13.408206475322135",""
"log-sigma-1-0-mm-3D","glrlm","LongRunEmphasis","1.7859414981999413","1.885265044991012","1.8549120386174667",""
"log-sigma-1-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","12.593752102529198","30.928951925460783","25.956836632093214",""
"log-sigma-1-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.3881636662292707","0.14071283381318447","0.17469905154831883",""
"log-sigma-1-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.22462590754734865","0.07845648049627758","0.10747200565513751",""
"log-sigma-1-0-mm-3D","glrlm","RunEntropy","2.141410946921535","2.4979417620381006","2.542193716693372",""
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformity","120.3821743553845","703.9737783624959","818.0436575604067",""
"log-sigma-1-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.8244326890477235","0.7610590363972286","0.7511908041416431",""
"log-sigma-1-0-mm-3D","glrlm","RunPercentage","0.8870192307692306","0.8515965166908563","0.842459115687462",""
"log-sigma-1-0-mm-3D","glrlm","RunVariance","0.31524310740030714","0.3511711023172429","0.3500519076261469",""
"log-sigma-1-0-mm-3D","glrlm","ShortRunEmphasis","0.9066628882346741","0.8827509863880125","0.8825457298312617",""
"log-sigma-1-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","6.800031145986397","14.401637828036026","11.710730065100904",""
"log-sigma-1-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.20383593011060902","0.06986270197008454","0.09767593363935725",""
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformity","10.741935483870968","38.210191082802545","52.90338164251208",""
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.3465140478668054","0.24337701326625827","0.255571891992812",""
"log-sigma-1-0-mm-3D","glszm","GrayLevelVariance","0.7866805411030178","1.3356322771714875","1.3934514224369299",""
"log-sigma-1-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","8.129032258064516","16.038216560509554","11.072463768115941",""
"log-sigma-1-0-mm-3D","glszm","LargeAreaEmphasis","90.06451612903226","380.5350318471338","1273.2946859903382",""
"log-sigma-1-0-mm-3D","glszm","LargeAreaHighGrayLevelEmphasis","515.6451612903226","6082.6878980891715","20008.06763285024",""
"log-sigma-1-0-mm-3D","glszm","LargeAreaLowGrayLevelEmphasis","19.67629928315412","24.95248584571833","82.66383521202361",""
"log-sigma-1-0-mm-3D","glszm","LowGrayLevelZoneEmphasis","0.24484767025089604","0.09707537154989385","0.17826892109500808",""
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformity","5.129032258064516","33.4203821656051","61.65700483091788",""
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformityNormalized","0.16545265348595214","0.2128686762140452","0.29785992671941003",""
"log-sigma-1-0-mm-3D","glszm","SmallAreaEmphasis","0.26142939250969205","0.4650292411002205","0.5457174662209596",""
"log-sigma-1-0-mm-3D","glszm","SmallAreaHighGrayLevelEmphasis","1.710592570038768","7.568123812063287","5.735455611254068",""
"log-sigma-1-0-mm-3D","glszm","SmallAreaLowGrayLevelEmphasis","0.09471565905932267","0.048581658293055684","0.11258231480650134",""
"log-sigma-1-0-mm-3D","glszm","ZoneEntropy","3.97791687469363","4.937834165903369","4.3919806558728425",""
"log-sigma-1-0-mm-3D","glszm","ZonePercentage","0.19375","0.1481132075471698","0.16299212598425197",""
"log-sigma-1-0-mm-3D","glszm","ZoneVariance","63.425598335067626","334.9510324962473","1235.6532007748137",""
"log-sigma-1-0-mm-3D","ngtdm","Busyness","2.3039490570880705","4.7446134853656785","7.291826465939972",""
"log-sigma-1-0-mm-3D","ngtdm","Coarseness","0.05190282506683636","0.007850008565551424","0.005392186118604772",""
"log-sigma-1-0-mm-3D","ngtdm","Complexity","2.0302224947814826","6.469926647451969","7.6531889184224795",""
"log-sigma-1-0-mm-3D","ngtdm","Contrast","0.0377253091802042","0.020436643065133844","0.025604770198601128",""
"log-sigma-1-0-mm-3D","ngtdm","Strength","0.24837693967435362","0.10167076993763396","0.0653234060015559",""
"log-sigma-3-0-mm-3D","firstorder","10Percentile","-19.875324249267578","-40.33656387329101","-69.87851943969727",""
"log-sigma-3-0-mm-3D","firstorder","90Percentile","40.980337142944336","52.18176422119141","14.432933521270762",""
"log-sigma-3-0-mm-3D","firstorder","Energy","125875.09109732063","1437926.2947113067","2665814.335378501",""
"log-sigma-3-0-mm-3D","firstorder","Entropy","1.9825860864963123","2.572836069878221","2.471544875778951",""
"log-sigma-3-0-mm-3D","firstorder","InterquartileRange","34.675611197948456","44.80076503753662","44.66632270812988",""
"log-sigma-3-0-mm-3D","firstorder","Kurtosis","2.4485511115239036","3.634206250242178","3.9221421253070354",""
"log-sigma-3-0-mm-3D","firstorder","Maximum","64.20884704589844","148.05197143554688","114.39655303955078",""
"log-sigma-3-0-mm-3D","firstorder","MeanAbsoluteDeviation","19.156381959021093","28.318069817678957","26.50430713508716",""
"log-sigma-3-0-mm-3D","firstorder","Mean","15.509820724278688","3.3826494927254487","-30.919384838183095",""
"log-sigma-3-0-mm-3D","firstorder","Median","20.06178569793701","0.8946189880371094","-33.45247459411621",""
"log-sigma-3-0-mm-3D","firstorder","Minimum","-40.5782356262207","-86.55703735351562","-139.77598571777344",""
"log-sigma-3-0-mm-3D","firstorder","Range","104.78708267211914","234.6090087890625","254.17253875732422",""
"log-sigma-3-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","13.815016944674426","18.92354005179107","18.480594206444092",""
"log-sigma-3-0-mm-3D","firstorder","RootMeanSquared","28.048517239922933","36.831158552150995","45.8155694694483",""
"log-sigma-3-0-mm-3D","firstorder","Skewness","-0.39736624218360433","0.6247523938041198","0.5698790628587163",""
"log-sigma-3-0-mm-3D","firstorder","TotalEnergy","125875.09109732063","1437926.2947113067","2665814.335378501",""
