Image type,Feature Class,Feature Name,Segmentation_segment_IPH_lipid,Segmentation_segment_Fibrous,Segmentation_segment_Calcium,Segmentation_segment_IPH
diagnostics,Mask-original,CenterOfMassIndex,"(337.98403689251506, 217.09861653068464, 92.72082298687478)","(338.82735208535405, 215.88166828322016, 93.25024248302618)","(350.5357142857143, 212.47619047619048, 95.19047619047619)","(339.34375, 218.32932692307693, 94.2764423076923)"
diagnostics,Mask-original,CenterOfMass,"(24.44235960225255, -176.50059445947144, 510.5416459737496)","(24.80472159917555, -177.02350190955383, 511.60048496605236)","(29.835658482142847, -178.4867931547619, 515.4809523809524)","(25.026611328124986, -175.9717735877404, 513.6528846153847)"
diagnostics,Image-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
diagnostics,Image-interpolated,Size,"(25, 29, 47)","(24, 29, 47)","(20, 20, 21)","(22, 26, 37)"
diagnostics,Image-interpolated,Mean,46.9787234,47.84742602,28.56440476,51.63442638
diagnostics,Image-interpolated,Minimum,-977,-977,-142,-563
diagnostics,Image-interpolated,Maximum,1084,1084,589,929
diagnostics,Mask-interpolated,Spacing,"(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)","(1.0, 1.0, 1.0)"
diagnostics,Mask-interpolated,Size,"(25, 29, 47)","(24, 29, 47)","(20, 20, 21)","(22, 26, 37)"
diagnostics,Mask-interpolated,BoundingBox,"(6, 6, 6, 13, 17, 34)","(6, 6, 6, 12, 16, 36)","(5, 6, 6, 9, 8, 10)","(5, 5, 6, 9, 15, 26)"
diagnostics,Mask-interpolated,VoxelNum,1020,374,34,174
diagnostics,Mask-interpolated,VolumeNum,3,6,2,6
diagnostics,Mask-interpolated,CenterOfMassIndex,"(10.974509803921569, 12.976470588235294, 17.680392156862744)","(11.320855614973262, 12.481283422459892, 19.43048128342246)","(11.235294117647058, 11.058823529411764, 10.735294117647058)","(9.333333333333334, 12.770114942528735, 21.07471264367816)"
diagnostics,Mask-interpolated,CenterOfMass,"(24.474509803921585, -176.5235294117647, 510.2803921568628)","(24.820855614973276, -177.01871657754012, 512.0304812834224)","(29.735294117647044, -178.44117647058823, 515.3352941176471)","(24.83333333333332, -175.72988505747128, 513.6747126436782)"
diagnostics,Mask-interpolated,Mean,42.60294118,83.30213904,351.6176471,9.58045977
diagnostics,Mask-interpolated,Minimum,5,31,67,-59
diagnostics,Mask-interpolated,Maximum,108,192,589,39
original,shape,Elongation,0.481822734,0.359017401,0.496158796,0.536649468
original,shape,Flatness,0.328929711,0.285443442,0.184726339,0.208672017
original,shape,LeastAxisLength,8.832750983,10.32204121,2.156040806,5.796005124
original,shape,MajorAxisLength,26.85300444,36.16142362,11.67153974,27.77567026
original,shape,Maximum2DDiameterColumn,34.0147027,36.12478374,8.062257748,24.0208243
original,shape,Maximum2DDiameterRow,34.36568055,36.67424164,8.544003745,26.17250466
original,shape,Maximum2DDiameterSlice,13.41640786,12.36931688,9.219544457,11.04536102
original,shape,Maximum3DDiameter,35.4964787,36.67424164,14.14213562,26.64582519
original,shape,MeshVolume,950.7916667,258.6666667,27.125,149.0416667
original,shape,MinorAxisLength,12.93838802,12.98258032,5.79093711,14.90579867
original,shape,Sphericity,0.349623836,0.236374792,0.643810613,0.453834582
original,shape,SurfaceArea,1337.437006,830.5707054,67.8118861,299.5424222
original,shape,SurfaceVolumeRatio,1.406656214,3.210969222,2.499977368,2.009789805
original,shape,VoxelVolume,1020,374,34,174
original,firstorder,10Percentile,28,56.3,160.9,-20
original,firstorder,90Percentile,57,126.7,517.3,26
original,firstorder,Energy,2005677,2925279,4841011,78221
original,firstorder,Entropy,1.222479071,2.02041677,3.736987931,1.521134072
original,firstorder,InterquartileRange,17,38,153.5,18
original,firstorder,Kurtosis,5.300093541,4.003100363,2.312684393,4.974861492
original,firstorder,Maximum,108,192,589,39
original,firstorder,MeanAbsoluteDeviation,9.544723183,23.91172181,110.9705882,14.00541683
original,firstorder,Mean,42.60294118,83.30213904,351.6176471,9.58045977
original,firstorder,Median,41,72,348.5,14.5
original,firstorder,Minimum,5,31,67,-59
original,firstorder,Range,103,161,522,98
original,firstorder,RobustMeanAbsoluteDeviation,6.917224456,16.49445971,75.61538462,8.844927318
original,firstorder,RootMeanSquared,44.34354519,88.43981911,377.336291,21.20249931
original,firstorder,Skewness,0.732656067,1.170913698,-0.240693378,-1.468064955
original,firstorder,TotalEnergy,2005677,2925279,4841011,78221
original,firstorder,Uniformity,0.520455594,0.325759959,0.091695502,0.46010041
original,firstorder,Variance,151.3394031,882.3552361,18747.70675,357.7607676
original,glcm,Autocorrelation,5.034606837,7.029373912,179.8942599,14.99653971
original,glcm,ClusterProminence,1.547775605,37.15940229,5736.506022,12.82229116
original,glcm,ClusterShade,0.345718298,6.673111551,-13.93347942,-2.902585152
original,glcm,ClusterTendency,0.663244561,2.760719738,43.30683686,1.605068865
original,glcm,Contrast,0.445475623,1.425796301,65.53639277,0.640044746
original,glcm,Correlation,0.192428432,0.301426653,-0.234171774,0.431397174
original,glcm,DifferenceAverage,0.382994921,0.684314418,6.692837995,0.444003184
original,glcm,DifferenceEntropy,1.076467615,1.581781199,2.765557356,1.197274202
original,glcm,DifferenceVariance,0.296813112,0.945157976,18.19779397,0.426729548
original,glcm,Id,0.818250334,0.750483875,0.236511912,0.807192993
original,glcm,Idm,0.814731983,0.727612661,0.148732977,0.797602564
original,glcm,Idmn,0.98345613,0.974913385,0.893769521,0.977411913
original,glcm,Idn,0.937606764,0.923607116,0.786010753,0.930418625
original,glcm,Imc1,-0.053965423,-0.155433417,-0.712760752,-0.220095792
original,glcm,Imc2,0.311254414,0.615600233,0.992115572,0.65726095
original,glcm,InverseVariance,0.334480027,0.297103746,0.118031358,0.30532412
original,glcm,JointAverage,2.231614304,2.58363607,13.53053904,3.841151567
original,glcm,JointEnergy,0.339168039,0.275403174,0.067716929,0.343395237
original,glcm,JointEntropy,2.14564896,2.946432126,4.14035949,2.462401768
original,glcm,MCC,0.265302156,0.522580841,0.984085405,0.630985186
original,glcm,MaximumProbability,0.537725828,0.494957418,0.093630536,0.565214134
original,glcm,SumAverage,4.463228608,5.167272139,27.06107809,7.682303134
original,glcm,SumEntropy,1.644800533,2.172079273,2.959580141,1.894095284
original,glcm,SumSquares,0.277180046,1.04662901,27.21080741,0.561278403
original,gldm,DependenceEntropy,5.397520502,4.906007742,4.13556496,4.932686549
original,gldm,DependenceNonUniformity,46.00784314,49.34224599,15.64705882,11.49425287
original,gldm,DependenceNonUniformityNormalized,0.045105729,0.131931139,0.460207612,0.066058925
original,gldm,DependenceVariance,41.6000346,20.60287683,0.484429066,31.48592945
original,gldm,GrayLevelNonUniformity,530.8647059,121.8342246,3.117647059,80.05747126
original,gldm,GrayLevelVariance,0.332536524,1.457355086,29.65397924,0.62838552
original,gldm,HighGrayLevelEmphasis,5.430392157,9.505347594,188.1176471,15.85632184
original,gldm,LargeDependenceEmphasis,160.9235294,45.22994652,2.823529412,98.83908046
original,gldm,LargeDependenceHighGrayLevelEmphasis,726.9735294,207.5106952,539.8823529,1545.994253
original,gldm,LargeDependenceLowGrayLevelEmphasis,38.11944118,10.83478587,0.058458986,6.744070881
original,gldm,LowGrayLevelEmphasis,0.244944989,0.196817348,0.046599693,0.08655811
original,gldm,SmallDependenceEmphasis,0.073391925,0.299272313,0.659517974,0.095848736
original,gldm,SmallDependenceHighGrayLevelEmphasis,0.506967991,4.174007216,114.1399101,1.781386935
original,gldm,SmallDependenceLowGrayLevelEmphasis,0.029180652,0.060187338,0.044588591,0.016320349
original,glrlm,GrayLevelNonUniformity,276.5324904,90.27070675,2.992672768,48.35180242
original,glrlm,GrayLevelNonUniformityNormalized,0.436246238,0.283619006,0.089809793,0.381433566
original,glrlm,GrayLevelVariance,0.440976401,1.574614108,29.95346975,0.78114429
original,glrlm,HighGrayLevelRunEmphasis,5.820201475,10.30111843,187.7801873,16.04118869
original,glrlm,LongRunEmphasis,4.381849451,1.766124608,1.063811189,2.642830709
original,glrlm,LongRunHighGrayLevelEmphasis,21.53412633,14.14194273,200.7965772,41.56371017
original,glrlm,LongRunLowGrayLevelEmphasis,1.047907336,0.368546914,0.047856121,0.208256413
original,glrlm,LowGrayLevelRunEmphasis,0.254034448,0.191052934,0.047458269,0.092244935
original,glrlm,RunEntropy,2.848441729,2.74603599,3.805124831,2.664432602
original,glrlm,RunLengthNonUniformity,316.3225058,244.36009,31.98484848,73.01096051
original,glrlm,RunLengthNonUniformityNormalized,0.492841524,0.765397094,0.959367495,0.567947477
original,glrlm,RunPercentage,0.618325792,0.847593583,0.979638009,0.722811671
original,glrlm,RunVariance,1.568387263,0.341458287,0.020316253,0.612973101
original,glrlm,ShortRunEmphasis,0.72640425,0.894846715,0.984047203,0.77362202
original,glrlm,ShortRunHighGrayLevelEmphasis,4.424023551,9.712496434,184.5260899,12.58910865
original,glrlm,ShortRunLowGrayLevelEmphasis,0.192219202,0.167641219,0.047358806,0.075223143
original,glszm,GrayLevelNonUniformity,21.15789474,24.84732824,1.8,8.76
original,glszm,GrayLevelNonUniformityNormalized,0.278393352,0.189674261,0.072,0.3504
original,glszm,GrayLevelVariance,1.435595568,2.138919643,34.6944,1.5136
original,glszm,HighGrayLevelZoneEmphasis,6.921052632,13.9389313,182.56,18.16
original,glszm,LargeAreaEmphasis,6519.947368,90.32061069,2.56,291.04
original,glszm,LargeAreaHighGrayLevelEmphasis,29136.27632,401.9770992,460.48,4599.88
original,glszm,LargeAreaLowGrayLevelEmphasis,1546.28011,21.93535584,0.071837195,19.3566
original,glszm,LowGrayLevelZoneEmphasis,0.447324561,0.19045464,0.061128247,0.139133333
original,glszm,SizeZoneNonUniformity,29.76315789,57.96183206,15.48,5.48
original,glszm,SizeZoneNonUniformityNormalized,0.391620499,0.442456733,0.6192,0.2192
original,glszm,SmallAreaEmphasis,0.645612186,0.687875972,0.8116,0.371963859
original,glszm,SmallAreaHighGrayLevelEmphasis,4.719209252,10.11618261,137.4736,7.07708519
original,glszm,SmallAreaLowGrayLevelEmphasis,0.296537427,0.146058714,0.060117126,0.092651489
original,glszm,ZoneEntropy,3.580833677,4.047563379,4.13366069,3.319079571
original,glszm,ZonePercentage,0.074509804,0.35026738,0.735294118,0.143678161
original,glszm,ZoneVariance,6339.822715,82.16980362,0.7104,242.5984
original,ngtdm,Busyness,10.17600883,3.525945172,0.06880554,0.85849441
original,ngtdm,Coarseness,0.007219516,0.015984155,0.082138673,0.049676571
original,ngtdm,Complexity,4.06166323,14.57887783,605.0682893,4.566458094
original,ngtdm,Contrast,0.012391446,0.051723491,1.140116129,0.025577316
original,ngtdm,Strength,0.07585986,0.34203617,15.20677371,0.486070801
log-sigma-1-0-mm-3D,firstorder,10Percentile,-10.70104551,-21.76350918,-222.7350418,9.602439499
log-sigma-1-0-mm-3D,firstorder,90Percentile,36.43800392,23.11090221,-62.3863018,51.66910248
log-sigma-1-0-mm-3D,firstorder,Energy,421927.9555,122567.7484,796386.4847,207786.2801
log-sigma-1-0-mm-3D,firstorder,Entropy,1.564211583,1.621290641,3.160233799,1.415794324
log-sigma-1-0-mm-3D,firstorder,InterquartileRange,26.0851239,26.13492322,65.32931137,24.17522097
log-sigma-1-0-mm-3D,firstorder,Kurtosis,2.226508741,2.898742355,2.713461382,2.181387918
log-sigma-1-0-mm-3D,firstorder,Maximum,51.43175888,39.56033707,-10.5011158,71.73143768
log-sigma-1-0-mm-3D,firstorder,MeanAbsoluteDeviation,14.24046317,14.65455479,48.31172347,13.2697856
log-sigma-1-0-mm-3D,firstorder,Mean,10.94830175,-1.382002035,-140.4330792,30.794051
log-sigma-1-0-mm-3D,firstorder,Median,8.789331913,-3.812723637,-129.1696777,30.50478649
log-sigma-1-0-mm-3D,firstorder,Minimum,-26.67999649,-68.72231293,-273.4569397,0.435669899
log-sigma-1-0-mm-3D,firstorder,Range,78.11175537,108.28265,262.9558239,71.29576778
log-sigma-1-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,10.58829406,10.5211386,31.11956467,10.05032289
log-sigma-1-0-mm-3D,firstorder,RootMeanSquared,20.33850679,18.10307301,153.0461757,34.55682311
log-sigma-1-0-mm-3D,firstorder,Skewness,0.292574631,0.015905501,-0.048855563,0.107028344
log-sigma-1-0-mm-3D,firstorder,TotalEnergy,421927.9555,122567.7484,796386.4847,207786.2801
log-sigma-1-0-mm-3D,firstorder,Uniformity,0.357010765,0.377033944,0.129757785,0.400779495
log-sigma-1-0-mm-3D,firstorder,Variance,293.7895472,325.8113227,3701.682181,245.9004463
log-sigma-1-0-mm-3D,glcm,Autocorrelation,8.706631406,11.59584005,28.32896853,3.182945229
log-sigma-1-0-mm-3D,glcm,ClusterProminence,5.920105076,5.286383416,291.3091919,3.61287864
log-sigma-1-0-mm-3D,glcm,ClusterShade,0.35716992,0.51787776,-0.906872438,0.41181336
log-sigma-1-0-mm-3D,glcm,ClusterTendency,1.68728786,1.399982538,10.0943414,1.238105481
log-sigma-1-0-mm-3D,glcm,Contrast,0.458358293,0.407803735,12.01324009,0.66725284
log-sigma-1-0-mm-3D,glcm,Correlation,0.566857613,0.537700492,-0.117989226,0.298902387
log-sigma-1-0-mm-3D,glcm,DifferenceAverage,0.421553122,0.347080274,2.883403263,0.552729733
log-sigma-1-0-mm-3D,glcm,DifferenceEntropy,1.044895309,1.024817774,2.113805786,1.125627959
log-sigma-1-0-mm-3D,glcm,DifferenceVariance,0.267925295,0.283553563,3.26913932,0.303131337
log-sigma-1-0-mm-3D,glcm,Id,0.795357634,0.836503823,0.356729659,0.742722318
log-sigma-1-0-mm-3D,glcm,Idm,0.792903956,0.832532209,0.261549622,0.735087444
log-sigma-1-0-mm-3D,glcm,Idmn,0.982663714,0.98480878,0.917629628,0.938560398
log-sigma-1-0-mm-3D,glcm,Idn,0.93061746,0.943593612,0.807337751,0.867543722
log-sigma-1-0-mm-3D,glcm,Imc1,-0.209158638,-0.241998146,-0.645754021,-0.165215506
log-sigma-1-0-mm-3D,glcm,Imc2,0.652505197,0.694884768,0.984565348,0.549855946
log-sigma-1-0-mm-3D,glcm,InverseVariance,0.389348598,0.294670847,0.275747381,0.452522015
log-sigma-1-0-mm-3D,glcm,JointAverage,2.897984587,3.365908821,5.338286713,1.743092365
log-sigma-1-0-mm-3D,glcm,JointEnergy,0.173395865,0.266243648,0.076752818,0.189817393
log-sigma-1-0-mm-3D,glcm,JointEntropy,2.770649844,2.540964746,3.944243147,2.645459424
log-sigma-1-0-mm-3D,glcm,MCC,0.588377896,0.635643114,0.953425693,0.475013369
log-sigma-1-0-mm-3D,glcm,MaximumProbability,0.273577815,0.438933777,0.119979604,0.273099735
log-sigma-1-0-mm-3D,glcm,SumAverage,5.795969174,6.731817642,10.67657343,3.486184729
log-sigma-1-0-mm-3D,glcm,SumEntropy,2.271200367,2.072744488,2.631217164,2.015112418
log-sigma-1-0-mm-3D,glcm,SumSquares,0.536411538,0.451946568,5.526895374,0.47633958
log-sigma-1-0-mm-3D,gldm,DependenceEntropy,5.744104602,5.105050916,4.006436738,4.606821719
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformity,57.75490196,35.51336898,12.58823529,19.97701149
log-sigma-1-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.056622453,0.094955532,0.370242215,0.114810411
log-sigma-1-0-mm-3D,gldm,DependenceVariance,24.53008074,19.26958163,0.885813149,8.328577091
log-sigma-1-0-mm-3D,gldm,GrayLevelNonUniformity,364.1509804,141.0106952,4.411764706,69.73563218
log-sigma-1-0-mm-3D,gldm,GrayLevelVariance,0.548384275,0.561390088,5.478373702,0.450026424
log-sigma-1-0-mm-3D,gldm,HighGrayLevelEmphasis,9.193137255,12.36631016,39.73529412,3.442528736
log-sigma-1-0-mm-3D,gldm,LargeDependenceEmphasis,130.2568627,53.87165775,4,58.29885057
log-sigma-1-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,1090.369608,587.7727273,128.6764706,173.7298851
log-sigma-1-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,20.07359123,5.410450832,0.379525202,34.23036398
log-sigma-1-0-mm-3D,gldm,LowGrayLevelEmphasis,0.14252805,0.100755348,0.09781374,0.529853129
log-sigma-1-0-mm-3D,gldm,SmallDependenceEmphasis,0.043737048,0.16086128,0.611519608,0.040746496
log-sigma-1-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,0.430222155,2.104645229,27.32230392,0.162325683
log-sigma-1-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.006198641,0.019397351,0.041383695,0.01823017
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformity,233.3535653,108.8288445,4.272566894,52.95597003
log-sigma-1-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.356436311,0.357209107,0.129478304,0.397141461
log-sigma-1-0-mm-3D,glrlm,GrayLevelVariance,0.554069398,0.614824383,5.536785773,0.457265812
log-sigma-1-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,9.44396184,12.60710976,40.02737642,3.541678346
log-sigma-1-0-mm-3D,glrlm,LongRunEmphasis,4.062885909,2.038440308,1.098838661,2.326280054
log-sigma-1-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,36.04891253,24.30136226,43.07851279,7.532725954
log-sigma-1-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.59638528,0.204341095,0.108715836,1.30075137
log-sigma-1-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.139243279,0.10121131,0.097196581,0.51647539
log-sigma-1-0-mm-3D,glrlm,RunEntropy,2.999075976,2.458453547,3.244122726,2.356436204
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformity,335.5671895,221.5053908,31.24034299,87.66901429
log-sigma-1-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.493174896,0.715934719,0.942479249,0.630456985
log-sigma-1-0-mm-3D,glrlm,RunPercentage,0.642986425,0.812217195,0.970588235,0.766578249
log-sigma-1-0-mm-3D,glrlm,RunVariance,1.272874294,0.425767317,0.028760375,0.390819291
log-sigma-1-0-mm-3D,glrlm,ShortRunEmphasis,0.717514937,0.862760438,0.975290335,0.786710387
log-sigma-1-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,6.920018538,11.02490189,39.26459233,2.836415325
log-sigma-1-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.097891414,0.087618984,0.094316767,0.399584832
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformity,10.23529412,18.69014085,3.083333333,4.5
log-sigma-1-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.301038062,0.26324142,0.128472222,0.375
log-sigma-1-0-mm-3D,glszm,GrayLevelVariance,0.820069204,1.065661575,5.859375,0.5
log-sigma-1-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,10.17647059,13.07042254,43.375,4.5
log-sigma-1-0-mm-3D,glszm,LargeAreaEmphasis,9853.117647,236.3380282,2.666666667,374.1666667
log-sigma-1-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,87823.55882,2456.211268,92.70833333,988.75
log-sigma-1-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,1341.752868,24.22705399,0.267201729,240.150463
log-sigma-1-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.15620098,0.120074335,0.083014906,0.402777778
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformity,13.82352941,19.16901408,14.08333333,2
log-sigma-1-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.406574394,0.269986114,0.586805556,0.166666667
log-sigma-1-0-mm-3D,glszm,SmallAreaEmphasis,0.650205333,0.522786857,0.793113426,0.067165059
log-sigma-1-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,6.658181783,6.737348823,36.37876157,0.378133401
log-sigma-1-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.089931211,0.071985246,0.045835227,0.014660885
log-sigma-1-0-mm-3D,glszm,ZoneEntropy,3.285665049,4.20687299,3.751629167,3.251629167
log-sigma-1-0-mm-3D,glszm,ZonePercentage,0.033333333,0.189839572,0.705882353,0.068965517
log-sigma-1-0-mm-3D,glszm,ZoneVariance,8953.117647,208.5903591,0.659722222,163.9166667
log-sigma-1-0-mm-3D,ngtdm,Busyness,7.674278285,2.494668168,0.135307063,10.40305617
log-sigma-1-0-mm-3D,ngtdm,Coarseness,0.008809088,0.023751543,0.137161738,0.041814635
log-sigma-1-0-mm-3D,ngtdm,Complexity,3.507171121,3.8567111,82.26484552,1.10696902
log-sigma-1-0-mm-3D,ngtdm,Contrast,0.018277718,0.021180251,0.194065843,0.057490717
log-sigma-1-0-mm-3D,ngtdm,Strength,0.075064889,0.194987072,5.147724822,0.107039022
log-sigma-3-0-mm-3D,firstorder,10Percentile,-30.66478691,-64.55121002,-121.8397964,-23.5941309
log-sigma-3-0-mm-3D,firstorder,90Percentile,32.18671951,17.71196098,-48.82031708,29.77981415
log-sigma-3-0-mm-3D,firstorder,Energy,572309.13,572365.9265,297911.2736,86239.10933
log-sigma-3-0-mm-3D,firstorder,Entropy,1.983827455,2.300367756,1.887371963,1.885192155
log-sigma-3-0-mm-3D,firstorder,InterquartileRange,31.33054137,55.52991915,17.58213997,28.45365632
log-sigma-3-0-mm-3D,firstorder,Kurtosis,2.78854032,1.834370548,5.478317475,2.827749678
log-sigma-3-0-mm-3D,firstorder,Maximum,54.07466125,38.97943115,6.89008522,55.59416962
log-sigma-3-0-mm-3D,firstorder,MeanAbsoluteDeviation,18.95679965,27.22902711,21.04335518,16.82200716
log-sigma-3-0-mm-3D,firstorder,Mean,3.471533458,-23.64610439,-88.07102278,7.068268909
log-sigma-3-0-mm-3D,firstorder,Median,7.003065825,-26.74353123,-93.4516983,10.34430408
log-sigma-3-0-mm-3D,firstorder,Minimum,-75.1063385,-89.98442841,-130.3024902,-53.37049866
log-sigma-3-0-mm-3D,firstorder,Range,129.1809998,128.9638596,137.1925755,108.9646683
log-sigma-3-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,13.37895445,21.75906055,9.26069201,11.55603108
log-sigma-3-0-mm-3D,firstorder,RootMeanSquared,23.68728314,39.12020166,93.60606968,22.26268324
log-sigma-3-0-mm-3D,firstorder,Skewness,-0.482811457,-0.008549196,1.50417143,-0.368334451
log-sigma-3-0-mm-3D,firstorder,TotalEnergy,572309.13,572365.9265,297911.2736,86239.10933
log-sigma-3-0-mm-3D,firstorder,Uniformity,0.286559016,0.221767852,0.385813149,0.333333333
log-sigma-3-0-mm-3D,firstorder,Variance,549.0358378,971.251925,1005.591228,445.6666398
log-sigma-3-0-mm-3D,glcm,Autocorrelation,22.76992677,17.08048076,7.614498834,14.67417762
log-sigma-3-0-mm-3D,glcm,ClusterProminence,23.81036262,47.3883732,23.75481309,13.44284876
log-sigma-3-0-mm-3D,glcm,ClusterShade,-1.87533119,-4.178660476,2.668491332,-0.266162656
log-sigma-3-0-mm-3D,glcm,ClusterTendency,2.957124675,4.605470199,1.876080486,1.942744048
log-sigma-3-0-mm-3D,glcm,Contrast,0.58714775,0.629552999,1.486987179,1.065879066
