Image type,Feature Class,Feature Name,Segmentation_segment_IPH_lipid,Segmentation_segment_Fibrous,Segmentation_segment_Calcium,Segmentation_segment_IPH
log-sigma-3-0-mm-3D,gldm,LowGrayLevelEmphasis,0.058811612,0.066638607,0.07085024,0.368055556
log-sigma-3-0-mm-3D,gldm,SmallDependenceEmphasis,0.16244015,0.196043512,0.133103719,0.25
log-sigma-3-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,4.526539004,4.730869692,4.361902625,1.4375
log-sigma-3-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.015055423,0.012197119,0.013158344,0.092013889
log-sigma-3-0-mm-3D,glrlm,GrayLevelNonUniformity,53.47009233,57.18069624,20.17188776,2.85
log-sigma-3-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.23065041,0.225267335,0.180297095,0.375
log-sigma-3-0-mm-3D,glrlm,GrayLevelVariance,1.834854439,1.648430618,2.329849092,0.6875
log-sigma-3-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,28.18338826,24.83103376,26.0022133,5.75
log-sigma-3-0-mm-3D,glrlm,LongRunEmphasis,1.61645229,1.527133933,1.61026911,1.3
log-sigma-3-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,46.10975029,37.09020742,38.99743827,7.475
log-sigma-3-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.092074991,0.101102635,0.116087727,0.478472222
log-sigma-3-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.059734238,0.066754264,0.069680693,0.368055556
log-sigma-3-0-mm-3D,glrlm,RunEntropy,2.864943202,2.733143863,3.10710082,1.5
log-sigma-3-0-mm-3D,glrlm,RunLengthNonUniformity,193.0133165,223.8833704,90.35562992,7.6
log-sigma-3-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.817356556,0.863947939,0.787596072,1
log-sigma-3-0-mm-3D,glrlm,RunPercentage,0.884028186,0.912008854,0.874399038,0.95
log-sigma-3-0-mm-3D,glrlm,RunVariance,0.245581909,0.207758309,0.204459377,0
log-sigma-3-0-mm-3D,glrlm,ShortRunEmphasis,0.914339297,0.932803993,0.898433031,0.925
log-sigma-3-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,25.71120169,23.16020965,23.83430196,5.31875
log-sigma-3-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.055240814,0.06224328,0.061560585,0.340451389
log-sigma-3-0-mm-3D,glszm,GrayLevelNonUniformity,9.36,14.94444444,3.818181818,1.5
log-sigma-3-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.1872,0.207561728,0.173553719,0.375
log-sigma-3-0-mm-3D,glszm,GrayLevelVariance,2.4996,1.796103395,3.520661157,0.6875
log-sigma-3-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,27.7,25.29166667,33.27272727,5.75
log-sigma-3-0-mm-3D,glszm,LargeAreaEmphasis,95.44,38.02777778,78.63636364,4
log-sigma-3-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,2835.04,815.7638889,1684.636364,23
log-sigma-3-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,4.249528231,2.507064279,5.091075616,1.472222222
log-sigma-3-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.087727806,0.06630102,0.091355004,0.368055556
log-sigma-3-0-mm-3D,glszm,SizeZoneNonUniformity,10.88,14.22222222,3.181818182,4
log-sigma-3-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.2176,0.197530864,0.144628099,1
log-sigma-3-0-mm-3D,glszm,SmallAreaEmphasis,0.464689827,0.402807761,0.340047121,0.25
log-sigma-3-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,13.19963003,9.183690487,12.33094465,1.4375
log-sigma-3-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.058465061,0.024445237,0.056260192,0.092013889
log-sigma-3-0-mm-3D,glszm,ZoneEntropy,4.524372821,4.575437642,4.186704346,1.5
log-sigma-3-0-mm-3D,glszm,ZonePercentage,0.190839695,0.258992806,0.171875,0.5
log-sigma-3-0-mm-3D,glszm,ZoneVariance,67.9824,23.11959877,44.78512397,0
log-sigma-3-0-mm-3D,ngtdm,Busyness,0.677235111,1.194492571,0.435302523,0.36
log-sigma-3-0-mm-3D,ngtdm,Coarseness,0.031668887,0.02588243,0.070011518,0.555555556
log-sigma-3-0-mm-3D,ngtdm,Complexity,15.09861473,13.37983055,16.44889977,1.9
log-sigma-3-0-mm-3D,ngtdm,Contrast,0.037357232,0.051130641,0.056632264,0.1375
log-sigma-3-0-mm-3D,ngtdm,Strength,0.794718727,0.48015804,1.399069158,1.770833333
log-sigma-5-0-mm-3D,firstorder,10Percentile,-72.11220169,-88.1418251,-81.07311401,-51.57043495
log-sigma-5-0-mm-3D,firstorder,90Percentile,-9.996330929,-14.63468552,-38.12099915,-7.830402279
log-sigma-5-0-mm-3D,firstorder,Energy,674934.2708,1117344.12,468170.0638,12191.90672
log-sigma-5-0-mm-3D,firstorder,Entropy,2.028534697,2.123891685,1.574284096,1.5
log-sigma-5-0-mm-3D,firstorder,InterquartileRange,28.43526888,39.5553484,24.60033607,22.34900808
log-sigma-5-0-mm-3D,firstorder,Kurtosis,2.828700817,2.481331946,3.775531503,1.922108452
log-sigma-5-0-mm-3D,firstorder,Maximum,15.31451035,7.929265976,-25.76501465,-4.479613304
log-sigma-5-0-mm-3D,firstorder,MeanAbsoluteDeviation,19.07227243,22.07211115,14.32180613,14.98665369
log-sigma-5-0-mm-3D,firstorder,Mean,-44.63063136,-57.26834628,-57.64150231,-34.810969
log-sigma-5-0-mm-3D,firstorder,Median,-48.04375076,-62.40532303,-54.47263336,-40.10022163
log-sigma-5-0-mm-3D,firstorder,Minimum,-105.0039139,-115.8390884,-117.8326797,-52.49290466
log-sigma-5-0-mm-3D,firstorder,Range,120.3184242,123.7683544,92.0676651,48.01329136
log-sigma-5-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,12.91063506,15.61820265,9.65654572,11.97998969
log-sigma-5-0-mm-3D,firstorder,RootMeanSquared,50.75514755,63.3973458,60.47791848,39.03829325
log-sigma-5-0-mm-3D,firstorder,Skewness,0.39404517,0.423387014,-0.902834428,0.686863408
log-sigma-5-0-mm-3D,firstorder,TotalEnergy,674934.2708,1117344.12,468170.0638,12191.90672
log-sigma-5-0-mm-3D,firstorder,Uniformity,0.28515238,0.266626986,0.376953125,0.375
log-sigma-5-0-mm-3D,firstorder,Variance,584.1917474,739.5599697,335.0358356,312.1847776
log-sigma-5-0-mm-3D,glcm,Autocorrelation,13.51258541,10.62057471,10.66662971,2.85
log-sigma-5-0-mm-3D,glcm,ClusterProminence,23.89573684,47.0058151,10.99948557,0.8
log-sigma-5-0-mm-3D,glcm,ClusterShade,1.269376213,4.857282061,-1.843347338,0
log-sigma-5-0-mm-3D,glcm,ClusterTendency,2.904697016,4.093734246,1.82279229,0.2
log-sigma-5-0-mm-3D,glcm,Contrast,0.625036891,0.523239073,0.403897768,0.6
log-sigma-5-0-mm-3D,glcm,Correlation,0.649033125,0.76408752,0.649510198,-0.2
log-sigma-5-0-mm-3D,glcm,DifferenceAverage,0.562268642,0.485021098,0.375617225,0.6
log-sigma-5-0-mm-3D,glcm,DifferenceEntropy,1.054032337,1.049489511,0.933753582,-3.20E-16
log-sigma-5-0-mm-3D,glcm,DifferenceVariance,0.266147571,0.267585946,0.232615624,0
log-sigma-5-0-mm-3D,glcm,Id,0.729327054,0.763859113,0.816904811,0.7
log-sigma-5-0-mm-3D,glcm,Idm,0.725142504,0.761311248,0.815019442,0.7
log-sigma-5-0-mm-3D,glcm,Idmn,0.983361577,0.986013341,0.976740376,0.94
log-sigma-5-0-mm-3D,glcm,Idn,0.92079677,0.931393735,0.92581924,0.85
log-sigma-5-0-mm-3D,glcm,Imc1,-0.320451665,-0.415489974,-0.347073875,-0.7
log-sigma-5-0-mm-3D,glcm,Imc2,0.828368024,0.894307074,0.794276576,0.655402963
log-sigma-5-0-mm-3D,glcm,InverseVariance,0.507346424,0.451580371,0.35087175,0.6
log-sigma-5-0-mm-3D,glcm,JointAverage,3.596037566,3.114038208,3.210530203,1.7
log-sigma-5-0-mm-3D,glcm,JointEnergy,0.135208086,0.135612251,0.22744839,0.6375
log-sigma-5-0-mm-3D,glcm,JointEntropy,3.193765373,3.227625612,2.511793835,0.75
log-sigma-5-0-mm-3D,glcm,MCC,0.803597928,0.938515918,0.77119988,0.7
log-sigma-5-0-mm-3D,glcm,MaximumProbability,0.218158449,0.226598718,0.350117189,0.65
log-sigma-5-0-mm-3D,glcm,SumAverage,7.192075131,6.228076415,6.421060407,3.4
log-sigma-5-0-mm-3D,glcm,SumEntropy,2.582365731,2.685852528,2.144084105,0.15
log-sigma-5-0-mm-3D,glcm,SumSquares,0.882433477,1.15424333,0.556672514,0.2
log-sigma-5-0-mm-3D,gldm,DependenceEntropy,4.988138253,4.902230054,5.063908353,1.5
log-sigma-5-0-mm-3D,gldm,DependenceNonUniformity,33.9389313,37.82014388,9.515625,4
log-sigma-5-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.129537906,0.136043683,0.07434082,0.5
log-sigma-5-0-mm-3D,gldm,DependenceVariance,5.042013869,4.288701413,15.96777344,1
log-sigma-5-0-mm-3D,gldm,GrayLevelNonUniformity,74.70992366,74.12230216,48.25,3
log-sigma-5-0-mm-3D,gldm,GrayLevelVariance,1.019768661,1.247826199,0.58984375,0.5
log-sigma-5-0-mm-3D,gldm,HighGrayLevelEmphasis,14.69847328,11.42805755,10.75,4.5
log-sigma-5-0-mm-3D,gldm,LargeDependenceEmphasis,31.1221374,28.50359712,91.984375,10
log-sigma-5-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,445.2099237,360.8453237,1085.859375,42
log-sigma-5-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,2.799212256,3.61998801,9.218207465,3.111111111
log-sigma-5-0-mm-3D,gldm,LowGrayLevelEmphasis,0.097339907,0.159120703,0.138020833,0.402777778
log-sigma-5-0-mm-3D,gldm,SmallDependenceEmphasis,0.09261956,0.104931089,0.030160192,0.15625
log-sigma-5-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,1.494329302,1.127279504,0.249414208,0.75
log-sigma-5-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.009349482,0.02620012,0.006227562,0.077256944
log-sigma-5-0-mm-3D,glrlm,GrayLevelNonUniformity,62.06195167,62.79264025,32.33546254,2.635714286
log-sigma-5-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.280776107,0.265508208,0.357660541,0.365221088
log-sigma-5-0-mm-3D,glrlm,GrayLevelVariance,1.046661693,1.260542955,0.650210844,0.530952381
log-sigma-5-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,14.72956538,11.29656348,10.39277659,4.530952381
log-sigma-5-0-mm-3D,glrlm,LongRunEmphasis,1.900303037,1.873884664,2.86230092,1.485714286
log-sigma-5-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,27.77791564,21.69807437,31.98510809,6.623809524
log-sigma-5-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.179441381,0.281203656,0.351575799,0.579497354
log-sigma-5-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.098937559,0.16459571,0.150734438,0.41223545
log-sigma-5-0-mm-3D,glrlm,RunEntropy,2.694106023,2.737946812,2.732338526,1.598538663
log-sigma-5-0-mm-3D,glrlm,RunLengthNonUniformity,170.9434825,188.3586925,51.66120435,6.59047619
log-sigma-5-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.75299967,0.77724053,0.542792141,0.906575964
log-sigma-5-0-mm-3D,glrlm,RunPercentage,0.842043453,0.849197565,0.703125,0.9
log-sigma-5-0-mm-3D,glrlm,RunVariance,0.316494193,0.326535373,0.546292553,0.046712018
log-sigma-5-0-mm-3D,glrlm,ShortRunEmphasis,0.873201888,0.885009882,0.733904182,0.878571429
log-sigma-5-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,12.88972335,9.874820714,7.368686693,4.007738095
log-sigma-5-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.087251631,0.149351293,0.119444791,0.370419974
log-sigma-5-0-mm-3D,glszm,GrayLevelNonUniformity,7.142857143,5.551724138,2.142857143,1
log-sigma-5-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.255102041,0.191438763,0.306122449,0.333333333
log-sigma-5-0-mm-3D,glszm,GrayLevelVariance,1.423469388,2.133174792,0.816326531,0.666666667
log-sigma-5-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,16.85714286,11.55172414,6.714285714,4.666666667
log-sigma-5-0-mm-3D,glszm,LargeAreaEmphasis,261.0714286,531.5862069,744,8
log-sigma-5-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,3288.607143,5235.689655,8896,34.66666667
log-sigma-5-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,24.45955357,68.35310345,71.07936508,2.814814815
log-sigma-5-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.114910714,0.272701149,0.290674603,0.453703704
log-sigma-5-0-mm-3D,glszm,SizeZoneNonUniformity,4.071428571,7.137931034,1.285714286,1.666666667
log-sigma-5-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.145408163,0.246135553,0.183673469,0.555555556
log-sigma-5-0-mm-3D,glszm,SmallAreaEmphasis,0.322585209,0.457861838,0.057346979,0.1875
log-sigma-5-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,5.893066196,4.694557443,0.214771121,0.916666667
log-sigma-5-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.02959019,0.153008022,0.02070419,0.097800926
log-sigma-5-0-mm-3D,glszm,ZoneEntropy,4.280394654,4.047299098,2.807354922,1.584962501
log-sigma-5-0-mm-3D,glszm,ZonePercentage,0.106870229,0.104316547,0.0546875,0.375
log-sigma-5-0-mm-3D,glszm,ZoneVariance,173.5153061,439.6908442,409.6326531,0.888888889
log-sigma-5-0-mm-3D,ngtdm,Busyness,1.389358407,1.64842488,1.235145745,0.4
log-sigma-5-0-mm-3D,ngtdm,Coarseness,0.036446898,0.037829933,0.072774926,0.833333333
log-sigma-5-0-mm-3D,ngtdm,Complexity,5.388291692,5.179017289,1.956306104,1.066666667
log-sigma-5-0-mm-3D,ngtdm,Contrast,0.026149194,0.031306127,0.030335099,0.066666667
log-sigma-5-0-mm-3D,ngtdm,Strength,0.47343409,0.488651359,0.468384024,2.1875
