Image type,Feature Class,Feature Name,Segmentation_segment_IPH_lipid,Segmentation_segment_Fibrous,Segmentation_segment_Calcium,Segmentation_segment_IPH
log-sigma-5-0-mm-3D,firstorder,Range,107.2121391,103.5472088,101.3346148,70.60352612
log-sigma-5-0-mm-3D,firstorder,RobustMeanAbsoluteDeviation,11.72811617,13.78847796,13.94646698,6.971837769
log-sigma-5-0-mm-3D,firstorder,RootMeanSquared,38.20405364,50.37891127,63.78064986,49.40108865
log-sigma-5-0-mm-3D,firstorder,Skewness,0.431140549,0.184667898,0.169134955,1.47834742
log-sigma-5-0-mm-3D,firstorder,TotalEnergy,361968.3292,791866.8265,1090216.307,34166.54584
log-sigma-5-0-mm-3D,firstorder,Uniformity,0.326190166,0.3156024,0.303269102,0.418367347
log-sigma-5-0-mm-3D,firstorder,Variance,475.2195213,487.5171428,446.9319928,441.1623633
log-sigma-5-0-mm-3D,glcm,Autocorrelation,10.44360772,13.44862222,9.161794601,2.375
log-sigma-5-0-mm-3D,glcm,ClusterProminence,10.71142801,14.35005753,13.48310569,5.85723877
log-sigma-5-0-mm-3D,glcm,ClusterShade,1.420955045,1.362766518,1.295113884,1.186523438
log-sigma-5-0-mm-3D,glcm,ClusterTendency,1.811653957,2.434706367,2.476248411,0.68359375
log-sigma-5-0-mm-3D,glcm,Contrast,0.487480229,0.395749381,0.448475743,0.78125
log-sigma-5-0-mm-3D,glcm,Correlation,0.536369531,0.661458109,0.692479698,-0.521857923
log-sigma-5-0-mm-3D,glcm,DifferenceAverage,0.465341028,0.387865061,0.425545465,0.78125
log-sigma-5-0-mm-3D,glcm,DifferenceEntropy,0.989951972,0.938753045,0.986528379,0.135891111
log-sigma-5-0-mm-3D,glcm,DifferenceVariance,0.246175912,0.231157632,0.245011408,0.02734375
log-sigma-5-0-mm-3D,glcm,Id,0.771019353,0.807381523,0.79104898,0.609375
log-sigma-5-0-mm-3D,glcm,Idm,0.769543406,0.806855901,0.789520295,0.609375
log-sigma-5-0-mm-3D,glcm,Idmn,0.986914612,0.989336034,0.982933402,0.954044118
log-sigma-5-0-mm-3D,glcm,Idn,0.933918053,0.944731497,0.929621715,0.84375
log-sigma-5-0-mm-3D,glcm,Imc1,-0.283785356,-0.348775609,-0.314430993,-1
log-sigma-5-0-mm-3D,glcm,Imc2,0.725573631,0.802314473,0.798219645,0.941481466
log-sigma-5-0-mm-3D,glcm,InverseVariance,0.445969227,0.380966281,0.405481473,0.78125
log-sigma-5-0-mm-3D,glcm,JointAverage,3.17738644,3.593963696,2.941142806,1.546875
log-sigma-5-0-mm-3D,glcm,JointEnergy,0.209849752,0.209008697,0.160835276,0.474609375
log-sigma-5-0-mm-3D,glcm,JointEntropy,2.696262741,2.71085363,2.947060689,1.132659766
log-sigma-5-0-mm-3D,glcm,MCC,0.609796404,0.727868717,0.72456694,1
log-sigma-5-0-mm-3D,glcm,MaximumProbability,0.375397147,0.360077659,0.244685297,0.5
log-sigma-5-0-mm-3D,glcm,SumAverage,6.35477288,7.187927392,5.882285612,3.09375
log-sigma-5-0-mm-3D,glcm,SumEntropy,2.206868775,2.308376893,2.484152552,0.351409766
log-sigma-5-0-mm-3D,glcm,SumSquares,0.574783547,0.707613937,0.731181038,0.366210938
log-sigma-5-0-mm-3D,gldm,DependenceEntropy,5.055977214,4.963308837,5.357759656,1.807354922
log-sigma-5-0-mm-3D,gldm,DependenceNonUniformity,26.32258065,35.11538462,20.47761194,7.714285714
log-sigma-5-0-mm-3D,gldm,DependenceNonUniformityNormalized,0.106139438,0.11254931,0.076409,0.551020408
log-sigma-5-0-mm-3D,gldm,DependenceVariance,13.31529657,10.6774737,20.40771887,0.285714286
log-sigma-5-0-mm-3D,gldm,GrayLevelNonUniformity,80.89516129,98.46794872,81.2761194,5.857142857
log-sigma-5-0-mm-3D,gldm,GrayLevelVariance,0.802403096,0.858809993,0.79487358,0.801020408
log-sigma-5-0-mm-3D,gldm,HighGrayLevelEmphasis,11.39112903,14.3974359,10.31716418,3.5
log-sigma-5-0-mm-3D,gldm,LargeDependenceEmphasis,47.21774194,41.42307692,102.3507463,4.285714286
log-sigma-5-0-mm-3D,gldm,LargeDependenceHighGrayLevelEmphasis,469.7459677,534.5064103,818.2276119,11.5
log-sigma-5-0-mm-3D,gldm,LargeDependenceLowGrayLevelEmphasis,5.491535618,3.880078348,17.70434494,2.762400794
log-sigma-5-0-mm-3D,gldm,LowGrayLevelEmphasis,0.121219758,0.092234687,0.14223466,0.655257937
log-sigma-5-0-mm-3D,gldm,SmallDependenceEmphasis,0.095217838,0.095916135,0.044270797,0.337301587
log-sigma-5-0-mm-3D,gldm,SmallDependenceHighGrayLevelEmphasis,1.098495186,1.473399837,0.658534582,2.134920635
log-sigma-5-0-mm-3D,gldm,SmallDependenceLowGrayLevelEmphasis,0.016242531,0.010966218,0.006071257,0.168154762
log-sigma-5-0-mm-3D,glrlm,GrayLevelNonUniformity,61.72816601,78.91027172,56.19437457,5.228571429
log-sigma-5-0-mm-3D,glrlm,GrayLevelNonUniformityNormalized,0.305264889,0.306392608,0.302882628,0.412244898
log-sigma-5-0-mm-3D,glrlm,GrayLevelVariance,0.86233813,0.875472674,0.807163052,0.893877551
log-sigma-5-0-mm-3D,glrlm,HighGrayLevelRunEmphasis,11.55982076,14.48538858,10.94128856,3.742857143
log-sigma-5-0-mm-3D,glrlm,LongRunEmphasis,2.147460636,2.231098004,2.984727189,1.771428571
log-sigma-5-0-mm-3D,glrlm,LongRunHighGrayLevelEmphasis,23.91335752,32.8506447,28.4704619,5.8
log-sigma-5-0-mm-3D,glrlm,LongRunLowGrayLevelEmphasis,0.252592197,0.197467008,0.447462562,1.100595238
log-sigma-5-0-mm-3D,glrlm,LowGrayLevelRunEmphasis,0.12286874,0.093054662,0.13646322,0.650595238
log-sigma-5-0-mm-3D,glrlm,RunEntropy,2.614905012,2.573757817,2.999809924,1.550212065
log-sigma-5-0-mm-3D,glrlm,RunLengthNonUniformity,149.2815299,198.2804131,100.7532934,11.8
log-sigma-5-0-mm-3D,glrlm,RunLengthNonUniformityNormalized,0.716594304,0.747058341,0.523052842,0.885714286
log-sigma-5-0-mm-3D,glrlm,RunPercentage,0.814516129,0.825197239,0.690298507,0.9
log-sigma-5-0-mm-3D,glrlm,RunVariance,0.399366243,0.499211909,0.641823449,0.171428571
log-sigma-5-0-mm-3D,glrlm,ShortRunEmphasis,0.84833407,0.860790505,0.728239816,0.8875
log-sigma-5-0-mm-3D,glrlm,ShortRunHighGrayLevelEmphasis,9.941453862,12.61785562,8.385648594,3.55
log-sigma-5-0-mm-3D,glrlm,ShortRunLowGrayLevelEmphasis,0.104840715,0.08008618,0.096026169,0.558184524
log-sigma-5-0-mm-3D,glszm,GrayLevelNonUniformity,8.151515152,8.675675676,3.666666667,2.714285714
log-sigma-5-0-mm-3D,glszm,GrayLevelNonUniformityNormalized,0.247015611,0.234477721,0.244444444,0.387755102
log-sigma-5-0-mm-3D,glszm,GrayLevelVariance,1.401285583,1.363038714,1.715555556,1.265306122
log-sigma-5-0-mm-3D,glszm,HighGrayLevelZoneEmphasis,11.33333333,14.67567568,13.73333333,4.714285714
log-sigma-5-0-mm-3D,glszm,LargeAreaEmphasis,235.3333333,400.6486486,903.6,4.857142857
log-sigma-5-0-mm-3D,glszm,LargeAreaHighGrayLevelEmphasis,2356.878788,4797.297297,9275.933333,15
log-sigma-5-0-mm-3D,glszm,LargeAreaLowGrayLevelEmphasis,25.85992424,38.61843844,117.8928519,2.881944444
log-sigma-5-0-mm-3D,glszm,LowGrayLevelZoneEmphasis,0.162887205,0.121493994,0.167962963,0.631944444
log-sigma-5-0-mm-3D,glszm,SizeZoneNonUniformity,4.454545455,5.918918919,1.933333333,3
log-sigma-5-0-mm-3D,glszm,SizeZoneNonUniformityNormalized,0.134986226,0.159970782,0.128888889,0.428571429
log-sigma-5-0-mm-3D,glszm,SmallAreaEmphasis,0.278681763,0.346239822,0.301627872,0.4375
log-sigma-5-0-mm-3D,glszm,SmallAreaHighGrayLevelEmphasis,2.85488345,5.788427902,6.108944923,3.75
log-sigma-5-0-mm-3D,glszm,SmallAreaLowGrayLevelEmphasis,0.072074351,0.050256338,0.025645749,0.169890873
log-sigma-5-0-mm-3D,glszm,ZoneEntropy,4.498939574,4.391489514,3.589898095,1.664497779
log-sigma-5-0-mm-3D,glszm,ZonePercentage,0.133064516,0.118589744,0.055970149,0.5
log-sigma-5-0-mm-3D,glszm,ZoneVariance,178.855831,329.5427319,584.3822222,0.857142857
log-sigma-5-0-mm-3D,ngtdm,Busyness,1.187623224,1.200520097,2.047852177,0.50877193
log-sigma-5-0-mm-3D,ngtdm,Coarseness,0.042083925,0.039448598,0.037692633,0.724137931
log-sigma-5-0-mm-3D,ngtdm,Complexity,5.246071314,4.264943747,3.342639798,1.928042328
log-sigma-5-0-mm-3D,ngtdm,Contrast,0.018893672,0.01657027,0.027733461,0.046885123
log-sigma-5-0-mm-3D,ngtdm,Strength,0.517793888,0.506016587,0.299684543,4.532687651
