"Image type","Feature Class","Feature Name","Segmentation_segment_IPH_lipid","Segmentation_segment_Fibrous","Segmentation_segment_Calcium","Segmentation_segment_IPH"
"log-sigma-1-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.13519577046351997","0.13006075041531706","0.01576379104721278","0.6425382653061226"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformity","6.363636363636363","14.166666666666666","7.157575757575757","1.6666666666666667"
"log-sigma-1-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.2892561983471074","0.19675925925925927","0.043379247015610654","0.5555555555555556"
"log-sigma-1-0-mm-3D","glszm","GrayLevelVariance","1.8181818181818181","2.66358024691358","47.9211753902663","0.2222222222222222"
"log-sigma-1-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","10.818181818181818","14.527777777777779","391.630303030303","2.0"
"log-sigma-1-0-mm-3D","glszm","LargeAreaEmphasis","96.63636363636364","41.138888888888886","2.521212121212121","8.0"
"log-sigma-1-0-mm-3D","glszm","LargeAreaHighGrayLevelEmphasis","741.5454545454545","454.625","868.430303030303","12.0"
"log-sigma-1-0-mm-3D","glszm","LargeAreaLowGrayLevelEmphasis","15.027919501133788","4.362289383345931","0.03130808069567851","7.0"
"log-sigma-1-0-mm-3D","glszm","LowGrayLevelZoneEmphasis","0.18748067408781696","0.17519158242000504","0.018753872068810698","0.75"
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformity","4.909090909090909","24.194444444444443","89.42424242424242","1.6666666666666667"
"log-sigma-1-0-mm-3D","glszm","SizeZoneNonUniformityNormalized","0.2231404958677686","0.33603395061728397","0.5419651056014693","0.5555555555555556"
"log-sigma-1-0-mm-3D","glszm","SmallAreaEmphasis","0.46200601373906386","0.572661779058884","0.7615319865319865","0.1875"
"log-sigma-1-0-mm-3D","glszm","SmallAreaHighGrayLevelEmphasis","4.357508037792989","8.29773108869045","303.69292929292925","0.4375"
"log-sigma-1-0-mm-3D","glszm","SmallAreaLowGrayLevelEmphasis","0.11421213268222358","0.12073268699693523","0.016771281612797086","0.125"
"log-sigma-1-0-mm-3D","glszm","ZoneEntropy","3.879664004902589","4.239234294627103","5.550249336894546","1.5849625007211552"
"log-sigma-1-0-mm-3D","glszm","ZonePercentage","0.16923076923076924","0.3130434782608696","0.7112068965517241","0.375"
"log-sigma-1-0-mm-3D","glszm","ZoneVariance","61.71900826446281","30.934413580246915","0.5442056932966024","0.8888888888888888"
"log-sigma-1-0-mm-3D","ngtdm","Busyness","0.7853251945455841","1.1891538636102137","0.08418750241752415","2.658333333333333"
"log-sigma-1-0-mm-3D","ngtdm","Coarseness","0.06204517252194308","0.030478228240301383","0.024274205443869958","0.7523510971786834"
"log-sigma-1-0-mm-3D","ngtdm","Complexity","6.57769646302781","17.6253603880158","1465.3286793037933","0.33229166666666665"
"log-sigma-1-0-mm-3D","ngtdm","Contrast","0.01881227615251284","0.03319962671916698","0.4721819604326056","0.063671875"
"log-sigma-1-0-mm-3D","ngtdm","Strength","1.7584272067060205","0.8972982592248018","7.7738772313267335","0.7361963190184049"
"log-sigma-3-0-mm-3D","firstorder","10Percentile","-35.02287826538086","-98.46522216796873","-317.6320373535156","-6.598803520202637"
"log-sigma-3-0-mm-3D","firstorder","90Percentile","25.420057868957528","-11.691802501678467","-111.98706817626952","19.176844787597656"
"log-sigma-3-0-mm-3D","firstorder","Energy","99931.5843851164","804686.4635773997","11774812.553448496","1204.0293299518426"
"log-sigma-3-0-mm-3D","firstorder","Entropy","2.0880532779150967","2.3118468261036487","3.4771632186509556","0.9999999999999993"
"log-sigma-3-0-mm-3D","firstorder","InterquartileRange","27.887254238128662","30.500925540924072","125.07914352416992","16.361119985580444"
"log-sigma-3-0-mm-3D","firstorder","Kurtosis","7.260133829732863","8.01039861169022","1.919522353362895","1.726866148854453"
"log-sigma-3-0-mm-3D","firstorder","Maximum","58.45005798339844","16.693681716918945","-62.923980712890625","23.714588165283203"
"log-sigma-3-0-mm-3D","firstorder","MeanAbsoluteDeviation","19.920831600928448","26.332617282606027","64.95914739093939","9.817604422569275"
"log-sigma-3-0-mm-3D","firstorder","Mean","-3.9058463518436137","-44.16284321598385","-212.18758783669307","5.561094164848328"
"log-sigma-3-0-mm-3D","firstorder","Median","-1.7244459390640259","-34.36126708984375","-207.19984436035156","3.275369644165039"
"log-sigma-3-0-mm-3D","firstorder","Minimum","-131.43414306640625","-230.8232879638672","-354.5531921386719","-9.284719467163086"
"log-sigma-3-0-mm-3D","firstorder","Range","189.8842010498047","247.51696968078613","291.62921142578125","32.99930763244629"
"log-sigma-3-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","12.849139284629087","13.953148377189564","50.41289547666033","7.590254624684651"
"log-sigma-3-0-mm-3D","firstorder","RootMeanSquared","27.72552064921642","59.14927555061522","225.28537987529032","12.26799357042464"
"log-sigma-3-0-mm-3D","firstorder","Skewness","-1.3771041238506012","-2.0301735753011987","-0.031194525389353217","0.26574260962324275"
"log-sigma-3-0-mm-3D","firstorder","TotalEnergy","99931.5843851164","804686.4635773997","11774812.553448496","1204.0293299518426"
"log-sigma-3-0-mm-3D","firstorder","Uniformity","0.28899408284023664","0.270359168241966","0.09631391200951249","0.5"
"log-sigma-3-0-mm-3D","firstorder","Variance","753.448859545916","1548.2800772430376","5729.929953599528","119.5778979336702"
"log-sigma-3-0-mm-3D","glcm","Autocorrelation","41.213243022062656","78.8644641514659","47.09956829362942","2.0714285714285716"
"log-sigma-3-0-mm-3D","glcm","ClusterProminence","122.16459429954747","374.73605139004","1788.0266479954573","0.14285714285714285"
"log-sigma-3-0-mm-3D","glcm","ClusterShade","-10.837565671983194","-34.71109493010069","23.859737825124277","0.0"
"log-sigma-3-0-mm-3D","glcm","ClusterTendency","4.627500265669241","6.798404141720711","31.217402096487668","0.14285714285714285"
"log-sigma-3-0-mm-3D","glcm","Contrast","1.3826358813759343","1.029292670267652","4.348231046864866","0.8571428571428571"
"log-sigma-3-0-mm-3D","glcm","Correlation","0.5324694424631178","0.6147863971445511","0.7567140925124212","-0.7142857142857136"
"log-sigma-3-0-mm-3D","glcm","DifferenceAverage","0.8909712599036207","0.7075910390902878","1.654231248624961","0.8571428571428571"
"log-sigma-3-0-mm-3D","glcm","DifferenceEntropy","1.2436259600734998","1.388661228655965","2.1324103894324185","-3.2034265038149176e-16"
"log-sigma-3-0-mm-3D","glcm","DifferenceVariance","0.3649979652866969","0.4793629371426913","1.4297385205466975","0.0"
"log-sigma-3-0-mm-3D","glcm","Id","0.628766165934601","0.6944414835341371","0.4861479126498178","0.5714285714285714"
"log-sigma-3-0-mm-3D","glcm","Idm","0.603680832195421","0.677811104547515","0.4184762234567007","0.5714285714285714"
"log-sigma-3-0-mm-3D","glcm","Idmn","0.9837030922807023","0.9917504230395653","0.9759233000892444","0.8285714285714285"
"log-sigma-3-0-mm-3D","glcm","Idn","0.9152326922467987","0.9430301615183067","0.8934987219640946","0.7142857142857143"
"log-sigma-3-0-mm-3D","glcm","Imc1","-0.3647950282636888","-0.3182845633212912","-0.29915222757031895","-1.0"
"log-sigma-3-0-mm-3D","glcm","Imc2","0.8367512960898326","0.7915554119082896","0.9278566748291878","0.9298734950321936"
"log-sigma-3-0-mm-3D","glcm","InverseVariance","0.5334142887649187","0.47300450493240603","0.4132184873232976","0.8571428571428571"
"log-sigma-3-0-mm-3D","glcm","JointAverage","6.351916574247475","8.784922792735946","6.351123026255762","1.5"
"log-sigma-3-0-mm-3D","glcm","JointEnergy","0.1289054891847519","0.13925758006162828","0.020542700837723367","0.5"
"log-sigma-3-0-mm-3D","glcm","JointEntropy","3.224002473401974","3.286207100982604","5.874682817532222","0.9999999999999992"
"log-sigma-3-0-mm-3D","glcm","MCC","0.7606637002780521","0.7884957983268995","0.7980854424643667","0.9999999999999998"
"log-sigma-3-0-mm-3D","glcm","MaximumProbability","0.2189819984581258","0.24822651669282672","0.044512838881618916","0.5"
"log-sigma-3-0-mm-3D","glcm","SumAverage","12.703833148494954","17.569845585471892","12.702246052511525","3.0"
"log-sigma-3-0-mm-3D","glcm","SumEntropy","2.4853528026874945","2.5210524890368244","4.2424043995726555","0.1428571428571425"
"log-sigma-3-0-mm-3D","glcm","SumSquares","1.5025340367612938","1.956924202997091","8.891408285838132","0.25"
"log-sigma-3-0-mm-3D","gldm","DependenceEntropy","4.366583111500697","4.784392103361158","5.726121787532453","0.9999999999999993"
"log-sigma-3-0-mm-3D","gldm","DependenceNonUniformity","23.353846153846153","37.43478260869565","38.26724137931034","8.0"
"log-sigma-3-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.1796449704142012","0.16275992438563328","0.1649450059453032","1.0"
"log-sigma-3-0-mm-3D","gldm","DependenceVariance","2.8317159763313606","3.39765595463138","3.769024970273484","0.0"
"log-sigma-3-0-mm-3D","gldm","GrayLevelNonUniformity","37.56923076923077","62.18260869565217","22.344827586206897","4.0"
"log-sigma-3-0-mm-3D","gldm","GrayLevelVariance","1.307751479289941","2.6209640831758034","9.116212098692035","0.25"
"log-sigma-3-0-mm-3D","gldm","HighGrayLevelEmphasis","41.776923076923076","78.91739130434783","58.297413793103445","2.5"
"log-sigma-3-0-mm-3D","gldm","LargeDependenceEmphasis","14.707692307692307","14.373913043478261","17.129310344827587","4.0"
"log-sigma-3-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","600.3461538461538","1150.8217391304347","708.6422413793103","10.0"
"log-sigma-3-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","0.3885870193519003","0.20225911991238785","1.3394628962601218","2.5"
"log-sigma-3-0-mm-3D","gldm","LowGrayLevelEmphasis","0.03547930960133341","0.020845747098629182","0.05273480846536383","0.625"
"log-sigma-3-0-mm-3D","gldm","SmallDependenceEmphasis","0.23319339908328002","0.27670328058759736","0.2109184114657996","0.25"
"log-sigma-3-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","9.121041426827142","20.808026040126194","15.67546047805297","0.625"
"log-sigma-3-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.016197995586925813","0.010325847969105434","0.006986183258507361","0.15625"
"log-sigma-3-0-mm-3D","glrlm","GrayLevelNonUniformity","33.32493558647263","55.4566937194284","20.007306333081424","3.7142857142857144"
"log-sigma-3-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.28250076269347485","0.26428374319934156","0.09601377670486708","0.5"
"log-sigma-3-0-mm-3D","glrlm","GrayLevelVariance","1.3893272309387332","2.76219182270591","8.98237812227325","0.25"
"log-sigma-3-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","41.80140473710557","78.75679551829732","59.73362617771018","2.5"
"log-sigma-3-0-mm-3D","glrlm","LongRunEmphasis","1.4104673166781514","1.394081661923784","1.3849785571275948","1.4285714285714286"
"log-sigma-3-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","58.76254780376512","110.37562239689744","77.69679057599761","3.5714285714285716"
"log-sigma-3-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.04717063124832473","0.027084543414882083","0.07724432257455738","0.8928571428571429"
"log-sigma-3-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.036636359967196386","0.021588807812301387","0.05074890384482494","0.625"
"log-sigma-3-0-mm-3D","glrlm","RunEntropy","2.5139393399190535","2.735410868210139","3.9115591354811916","0.9999999999999992"
"log-sigma-3-0-mm-3D","glrlm","RunLengthNonUniformity","101.0772667106882","181.92201867631988","170.66927962409633","7.428571428571429"
"log-sigma-3-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.8455319958800006","0.8602902203353959","0.8146018251911907","1.0"
"log-sigma-3-0-mm-3D","glrlm","RunPercentage","0.9059171597633137","0.9110367892976589","0.8978779840848805","0.9285714285714286"
"log-sigma-3-0-mm-3D","glrlm","RunVariance","0.14988017365828987","0.16060832199443553","0.13011211077778426","0.0"
"log-sigma-3-0-mm-3D","glrlm","ShortRunEmphasis","0.9280771249271556","0.9385023939711303","0.9199281538346958","0.8928571428571429"
"log-sigma-3-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","38.789186253688534","73.80481672911247","56.09778140415728","2.232142857142857"
"log-sigma-3-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.034819078209990806","0.020751491566277567","0.04508018439883285","0.5580357142857143"
"log-sigma-3-0-mm-3D","glszm","GrayLevelNonUniformity","7.594594594594595","11.845070422535212","6.213114754098361","2.0"
"log-sigma-3-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.20525931336742148","0.16683197778218609","0.10185434023112067","0.5"
"log-sigma-3-0-mm-3D","glszm","GrayLevelVariance","2.819576333089847","4.988692719698472","7.911314162859446","0.25"
"log-sigma-3-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","40.45945945945946","74.74647887323944","73.22950819672131","2.5"
"log-sigma-3-0-mm-3D","glszm","LargeAreaEmphasis","30.054054054054053","37.54929577464789","36.0","4.0"
"log-sigma-3-0-mm-3D","glszm","LargeAreaHighGrayLevelEmphasis","1215.162162162162","3036.830985915493","1558.4098360655737","10.0"
"log-sigma-3-0-mm-3D","glszm","LargeAreaLowGrayLevelEmphasis","0.8200241355300879","0.5137650047419651","2.33871231032571","2.5"
"log-sigma-3-0-mm-3D","glszm","LowGrayLevelZoneEmphasis","0.06113091833329929","0.03554741401900112","0.04089476272856077","0.625"
"log-sigma-3-0-mm-3D","glszm","SizeZoneNonUniformity","11.216216216216216","27.56338028169014","14.704918032786885","4.0"
"log-sigma-3-0-mm-3D","glszm","SizeZoneNonUniformityNormalized","0.30314097881665447","0.38821662368577664","0.24106423004568664","1.0"
"log-sigma-3-0-mm-3D","glszm","SmallAreaEmphasis","0.5638159402796848","0.6449716042988051","0.5001364416247381","0.25"
"log-sigma-3-0-mm-3D","glszm","SmallAreaHighGrayLevelEmphasis","20.760146992722753","47.220224416677986","40.81650999982409","0.625"
"log-sigma-3-0-mm-3D","glszm","SmallAreaLowGrayLevelEmphasis","0.05066063694746662","0.029479070560704188","0.012790771395476094","0.15625"
"log-sigma-3-0-mm-3D","glszm","ZoneEntropy","4.355138758211732","4.501950593018511","5.086738264524119","0.9999999999999993"
"log-sigma-3-0-mm-3D","glszm","ZonePercentage","0.2846153846153846","0.30869565217391304","0.2629310344827586","0.5"
"log-sigma-3-0-mm-3D","glszm","ZoneVariance","17.709276844411978","27.055346161475896","21.535071217414675","0.0"
"log-sigma-3-0-mm-3D","ngtdm","Busyness","0.23601219760282646","0.21586507574644145","0.30599058825522785","2.425"
"log-sigma-3-0-mm-3D","ngtdm","Coarseness","0.05659874524056006","0.034255413014510204","0.04662935145418822","0.4123711340206186"
"log-sigma-3-0-mm-3D","ngtdm","Complexity","21.22107315685093","36.28270236393405","61.8244748387298","0.60625"
"log-sigma-3-0-mm-3D","ngtdm","Contrast","0.020306913872890204","0.026545884950659487","0.11874922972462283","0.1515625"
"log-sigma-3-0-mm-3D","ngtdm","Strength","2.434345168506649","3.4513744077964486","2.5497299901621737","0.4123711340206186"
"log-sigma-5-0-mm-3D","firstorder","10Percentile","-68.6070541381836","-90.90599746704102","-158.52057800292968","-31.88155860900879"
"log-sigma-5-0-mm-3D","firstorder","90Percentile","-12.317730140686033","-33.60289535522461","-79.50112228393553","-17.990188598632812"
"log-sigma-5-0-mm-3D","firstorder","Energy","315385.0002406661","1101881.6078723825","3588601.4528231844","5748.731719568797"
"log-sigma-5-0-mm-3D","firstorder","Entropy","1.894117919340808","2.0562632192488572","2.1949391955813353","0.9999999999999993"
"log-sigma-5-0-mm-3D","firstorder","InterquartileRange","33.11340284347534","35.05508327484131","49.534461975097656","8.281834125518799"
"log-sigma-5-0-mm-3D","firstorder","Kurtosis","3.0353522476983787","3.9422310836253276","1.9328176763046692","1.7739048479771073"
"log-sigma-5-0-mm-3D","firstorder","Maximum","10.252853393554688","-16.664207458496094","-59.6013069152832","-16.339069366455078"
"log-sigma-5-0-mm-3D","firstorder","MeanAbsoluteDeviation","18.61712022092921","20.335865383472697","25.144919831177283","5.131554841995239"
"log-sigma-5-0-mm-3D","firstorder","Mean","-43.68586129041819","-64.24200112716011","-120.87231922149658","-26.18031144142151"
"log-sigma-5-0-mm-3D","firstorder","Median","-47.164756774902344","-62.03640365600586","-119.86683654785156","-27.40816879272461"
"log-sigma-5-0-mm-3D","firstorder","Minimum","-118.19924926757812","-155.44630432128906","-172.45843505859375","-32.09416961669922"
"log-sigma-5-0-mm-3D","firstorder","Range","128.4521026611328","138.78209686279297","112.85712814331055","15.75510025024414"
"log-sigma-5-0-mm-3D","firstorder","RobustMeanAbsoluteDeviation","13.795492780984505","14.259744811373535","19.563154271960485","4.216223080952962"
"log-sigma-5-0-mm-3D","firstorder","RootMeanSquared","49.25483187860598","69.2155300452517","124.37085555082734","26.806556379850427"
"log-sigma-5-0-mm-3D","firstorder","Skewness","-0.0781216929356051","-0.7988892847533999","0.09173563400198395","0.5280576233516316"
"log-sigma-5-0-mm-3D","firstorder","TotalEnergy","315385.0002406661","1101881.6078723825","3588601.4528231844","5748.731719568797"
"log-sigma-5-0-mm-3D","firstorder","Uniformity","0.30923076923076925","0.2760680529300567","0.2273706896551724","0.5"
"log-sigma-5-0-mm-3D","firstorder","Variance","517.5839867040814","663.7548906230998","857.9921564613869","33.18275777627372"
"log-sigma-5-0-mm-3D","glcm","Autocorrelation","14.925610302566538","25.517108207235438","7.030447053787669","2.0714285714285716"
"log-sigma-5-0-mm-3D","glcm","ClusterProminence","36.53954434575839","44.79053437807499","46.532291647592196","0.14285714285714285"
"log-sigma-5-0-mm-3D","glcm","ClusterShade","0.7414106406313347","-4.240680546654577","2.996973475947967","0.0"
"log-sigma-5-0-mm-3D","glcm","ClusterTendency","3.5268789049597724","3.2524845301038776","4.948785266037485","0.14285714285714285"
"log-sigma-5-0-mm-3D","glcm","Contrast","0.4624954432978306","0.3544226764953635","0.5653036743678436","0.8571428571428571"
"log-sigma-5-0-mm-3D","glcm","Correlation","0.7729490958473003","0.7692724594482958","0.7943692966746594","-0.7142857142857136"
"log-sigma-5-0-mm-3D","glcm","DifferenceAverage","0.4317262125285998","0.3544226764953635","0.5059813221833414","0.8571428571428571"
"log-sigma-5-0-mm-3D","glcm","DifferenceEntropy","0.8791456840511436","0.8966700032308583","1.0711772510706699","-3.2034265038149176e-16"
"log-sigma-5-0-mm-3D","glcm","DifferenceVariance","0.2128221541953736","0.21621149526763633","0.27600148890184106","0.0"
"log-sigma-5-0-mm-3D","glcm","Id","0.7892650988639052","0.8227886617523181","0.7568963976057466","0.5714285714285714"
"log-sigma-5-0-mm-3D","glcm","Idm","0.787213816812623","0.8227886617523181","0.7529415741267796","0.5714285714285714"
"log-sigma-5-0-mm-3D","glcm","Idmn","0.9876248632788529","0.9929115464700927","0.978729612143819","0.8285714285714285"
"log-sigma-5-0-mm-3D","glcm","Idn","0.9388742773310791","0.9556971654380794","0.9170822165928836","0.7142857142857143"
"log-sigma-5-0-mm-3D","glcm","Imc1","-0.4901219756400042","-0.43524381946000956","-0.38047813621188814","-1.0"
"log-sigma-5-0-mm-3D","glcm","Imc2","0.8856885883008769","0.8596245702457561","0.8857565603437492","0.9298734950321936"
"log-sigma-5-0-mm-3D","glcm","InverseVariance","0.4048031356055229","0.3544226764953635","0.45407426402190176","0.8571428571428571"
"log-sigma-5-0-mm-3D","glcm","JointAverage","3.754213662121487","4.955067016586123","2.435263551739666","1.5"
"log-sigma-5-0-mm-3D","glcm","JointEnergy","0.22319818773188263","0.21909078902000487","0.11145606496317026","0.5"
"log-sigma-5-0-mm-3D","glcm","JointEntropy","2.6469591517800124","2.6911874616557463","3.4470926375697197","0.9999999999999992"
"log-sigma-5-0-mm-3D","glcm","MCC","0.9145056473305948","0.8980486354982639","0.813128336015105","0.9999999999999998"
"log-sigma-5-0-mm-3D","glcm","MaximumProbability","0.36015681299169366","0.37672962547244143","0.19685377876906246","0.5"
"log-sigma-5-0-mm-3D","glcm","SumAverage","7.508427324242974","9.910134033172248","4.870527103479331","3.0"
"log-sigma-5-0-mm-3D","glcm","SumEntropy","2.2306175546360287","2.3367647851603843","2.8948286819479088","0.1428571428571425"
"log-sigma-5-0-mm-3D","glcm","SumSquares","0.9973435870644004","0.9017268016498101","1.3785222351013322","0.25"
"log-sigma-5-0-mm-3D","gldm","DependenceEntropy","4.8098362572144","4.747536238336536","5.485097967358959","0.9999999999999993"
"log-sigma-5-0-mm-3D","gldm","DependenceNonUniformity","15.446153846153846","32.88695652173913","18.20689655172414","8.0"
"log-sigma-5-0-mm-3D","gldm","DependenceNonUniformityNormalized","0.11881656804733728","0.1429867674858223","0.07847800237812129","1.0"
"log-sigma-5-0-mm-3D","gldm","DependenceVariance","7.350059171597634","4.333761814744801","16.464848394768133","0.0"
"log-sigma-5-0-mm-3D","gldm","GrayLevelNonUniformity","40.2","63.495652173913044","52.75","4.0"
"log-sigma-5-0-mm-3D","gldm","GrayLevelVariance","0.8959171597633138","1.1690737240075615","1.441271551724138","0.25"
"log-sigma-5-0-mm-3D","gldm","HighGrayLevelEmphasis","14.7","25.47826086956522","8.331896551724139","2.5"
"log-sigma-5-0-mm-3D","gldm","LargeDependenceEmphasis","32.96923076923077","24.078260869565216","89.15517241379311","4.0"
"log-sigma-5-0-mm-3D","gldm","LargeDependenceHighGrayLevelEmphasis","477.9923076923077","610.695652173913","482.7715517241379","10.0"
"log-sigma-5-0-mm-3D","gldm","LargeDependenceLowGrayLevelEmphasis","2.819132478632479","1.1764880952380952","49.61800407088123","2.5"
"log-sigma-5-0-mm-3D","gldm","LowGrayLevelEmphasis","0.09857264957264958","0.05437772355318939","0.3308153735632184","0.625"
"log-sigma-5-0-mm-3D","gldm","SmallDependenceEmphasis","0.11871660443332521","0.1409523877989199","0.037867575472470855","0.25"
"log-sigma-5-0-mm-3D","gldm","SmallDependenceHighGrayLevelEmphasis","1.678282765965396","3.7827320654912535","0.5130549930179102","0.625"
"log-sigma-5-0-mm-3D","gldm","SmallDependenceLowGrayLevelEmphasis","0.014894756421311706","0.010954398069983495","0.0055599697290908195","0.15625"
"log-sigma-5-0-mm-3D","glrlm","GrayLevelNonUniformity","33.46159814495167","55.1057551458109","37.6980371476118","3.7142857142857144"
"log-sigma-5-0-mm-3D","glrlm","GrayLevelNonUniformityNormalized","0.305065838335289","0.2757322916496627","0.2287151520170857","0.5"
"log-sigma-5-0-mm-3D","glrlm","GrayLevelVariance","0.9160926455120438","1.1942232403784574","1.3812255218289904","0.25"
"log-sigma-5-0-mm-3D","glrlm","HighGrayLevelRunEmphasis","14.676813897373423","25.529062636287506","9.123629698588214","2.5"
"log-sigma-5-0-mm-3D","glrlm","LongRunEmphasis","1.756438692143812","1.7186908201848563","2.7027724547123406","1.4285714285714286"
"log-sigma-5-0-mm-3D","glrlm","LongRunHighGrayLevelEmphasis","25.879311028904564","42.96883538628507","19.808830462961133","3.5714285714285716"
"log-sigma-5-0-mm-3D","glrlm","LongRunLowGrayLevelEmphasis","0.16625584535261811","0.09142560275154869","1.072972296593442","0.8928571428571429"
"log-sigma-5-0-mm-3D","glrlm","LowGrayLevelRunEmphasis","0.10109187114447006","0.055291976858470065","0.27741308665482234","0.625"
"log-sigma-5-0-mm-3D","glrlm","RunEntropy","2.5120189428462933","2.57646590930104","3.2073563966284593","0.9999999999999992"
"log-sigma-5-0-mm-3D","glrlm","RunLengthNonUniformity","84.4234807740385","162.06779680848953","93.66592881888434","7.428571428571429"
"log-sigma-5-0-mm-3D","glrlm","RunLengthNonUniformityNormalized","0.7465757462700917","0.7950558465832425","0.541594644226934","1.0"
"log-sigma-5-0-mm-3D","glrlm","RunPercentage","0.8437869822485207","0.8675585284280936","0.7105437665782492","0.9285714285714286"
"log-sigma-5-0-mm-3D","glrlm","RunVariance","0.23231673531090594","0.26806603507970916","0.5197542782936518","0.0"
"log-sigma-5-0-mm-3D","glrlm","ShortRunEmphasis","0.86454368742715","0.893196735819819","0.7404775816095654","0.8928571428571429"
"log-sigma-5-0-mm-3D","glrlm","ShortRunHighGrayLevelEmphasis","12.676319667193408","22.769181548839395","7.3093667129190685","2.232142857142857"
"log-sigma-5-0-mm-3D","glrlm","ShortRunLowGrayLevelEmphasis","0.08916831762503606","0.05005751655083287","0.16880316934881964","0.5580357142857143"
"log-sigma-5-0-mm-3D","glszm","GrayLevelNonUniformity","5.476190476190476","8.333333333333334","3.2857142857142856","2.0"
"log-sigma-5-0-mm-3D","glszm","GrayLevelNonUniformityNormalized","0.26077097505668934","0.21367521367521367","0.23469387755102042","0.5"
"log-sigma-5-0-mm-3D","glszm","GrayLevelVariance","1.2970521541950113","1.8948060486522023","1.5306122448979593","0.25"
"log-sigma-5-0-mm-3D","glszm","HighGrayLevelZoneEmphasis","13.380952380952381","26.384615384615383","14.285714285714286","2.5"
"log-sigma-5-0-mm-3D","glszm","LargeAreaEmphasis","107.52380952380952","128.51282051282053","633.2857142857143","4.0"
"log-sigma-5-0-mm-3D","glszm","LargeAreaHighGrayLevelEmphasis","1666.047619047619","3493.897435897436","3571.214285714286","10.0"
"log-sigma-5-0-mm-3D","glszm","LargeAreaLowGrayLevelEmphasis","8.711243386243385","5.594633263561835","269.63509920634925","2.5"
"log-sigma-5-0-mm-3D","glszm","LowGrayLevelZoneEmphasis","0.14402116402116402","0.07475318332461188","0.16023809523809524","0.625"
"log-sigma-5-0-mm-3D","glszm","SizeZoneNonUniformity","4.714285714285714","7.717948717948718","2.4285714285714284","4.0"
"log-sigma-5-0-mm-3D","glszm","SizeZoneNonUniformityNormalized","0.22448979591836735","0.19789612097304404","0.17346938775510204","1.0"
"log-sigma-5-0-mm-3D","glszm","SmallAreaEmphasis","0.34618042389884746","0.43746177016497473","0.16486930824053897","0.25"
"log-sigma-5-0-mm-3D","glszm","SmallAreaHighGrayLevelEmphasis","4.658482608366275","12.322137080236176","2.790979474529277","0.625"
"log-sigma-5-0-mm-3D","glszm","SmallAreaLowGrayLevelEmphasis","0.04825875959185551","0.0439701728667125","0.013327012957677123","0.15625"
"log-sigma-5-0-mm-3D","glszm","ZoneEntropy","3.916126946588279","4.477459270033345","3.4677201004744953","0.9999999999999993"
"log-sigma-5-0-mm-3D","glszm","ZonePercentage","0.16153846153846155","0.16956521739130434","0.0603448275862069","0.5"
"log-sigma-5-0-mm-3D","glszm","ZoneVariance","69.20181405895691","93.73307034845496","358.67346938775506","0.0"
"log-sigma-5-0-mm-3D","ngtdm","Busyness","0.5307310810882239","0.43324401852627664","2.6550986822547427","2.425"
"log-sigma-5-0-mm-3D","ngtdm","Coarseness","0.08972349522362316","0.06029971044392289","0.05420536588541395","0.4123711340206186"
"log-sigma-5-0-mm-3D","ngtdm","Complexity","4.391419724220618","6.249766205184071","3.028273819385466","0.60625"
"log-sigma-5-0-mm-3D","ngtdm","Contrast","0.018519118517905497","0.015316554855190982","0.053242407005528306","0.1515625"
"log-sigma-5-0-mm-3D","ngtdm","Strength","1.148857255547598","1.3351293524121814","0.4179392773582001","0.4123711340206186"
